name,price,image,airflow,color,noise_level,pwm,rpm,size,rating
ID-COOLING NO-12015-XT ARGB SNOW,,https://cdna.pcpartpicker.com/static/forever/images/product/e0aef5f25eb032fb5be021022cabaed1.256p.jpg,54.6 CFM,White,13.8 - 31.2 dB,Yes,500 - 2000 RPM,120 mm,5
ARCTIC P PST,18.46,,68.9 CFM,White,22.5 dB,Yes,200 - 1900 RPM,140 mm,5
Corsair AF140 Quiet,,https://cdna.pcpartpicker.com/static/forever/images/product/1c9675edd5c5d42cebe2b6473769a7fc.256p.jpg,67.8 CFM,Black,24 dB,No,1150 RPM,140 mm,4.5
Silverstone FN,19.71,,58.47 CFM,Clear,25.15 dB,No,1200 RPM,120 mm,0
Masscool 9025B1M3/4,,,45.43 CFM,Black,34 dB,No,2500 RPM,70 mm,5
NoiseBlocker BlackSilentPro P-P,,,58.85 CFM,Black,24 dB,Yes,1500 RPM,120 mm,5
Cooler Master R4-L4S-10AB-GP,,https://cdna.pcpartpicker.com/static/forever/images/product/59516f90c65aed60ae7ff36b439064b0.256p.jpg,60.9 CFM,Clear,16 dB,No,1000 RPM,140 mm,4.5
Thermaltake Thunderblade,,,70.2 CFM,Red,31.7 dB,No,1800 RPM,120 mm,0
Masscool FD08025B1H3/4,,,52 CFM,Black,42 dB,No,4000 RPM,80 mm,4
Phanteks F140SP,,,82.1 CFM,Black / White,19 dB,No,1200 RPM,140 mm,4.5
Rosewill RFBF-131411,,,48.7 CFM,Black,23 dB,No,1200 RPM,140 mm,4.5
Corsair SP120 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/a61cd8e86ec076553b0ee6d347607431.256p.jpg,57.24 CFM,Black / Purple,26.4 dB,No,1650 RPM,120 mm,5
Fractal Design Dynamic GP-12,,https://cdna.pcpartpicker.com/static/forever/images/product/15e9c7ca64febce57f55864ef1aa2ec7.256p.jpg,52.3 CFM,Black / White,19.39 dB,No,1200 RPM,120 mm,4.5
EK Vardar F3,,,63 CFM,Black / Gray,29.5 dB,Yes,1850 RPM,120 mm,4.5
Cooler Master Silencio FP,,https://cdna.pcpartpicker.com/static/forever/images/product/363ccfa03ea2d6199860dcfaf90f3967.256p.jpg,16.39 - 44 CFM,Black,6.5 - 14 dB,Yes,1400 RPM,120 mm,4
Nanoxia Deep Silence,14.84,https://cdna.pcpartpicker.com/static/forever/images/product/1e57c4f2f95228ac931b8529e71c6fb6.med.256p.jpg,14.4 - 15.8 CFM,Black / Green,6.8 - 13.6 dB,No,700 - 1200 RPM,80 mm,0
In Win AURORA 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/063ddd6830fb2563966a44ae8255bbdf.256p.jpg,40.26 - 57.64 CFM,Black / White,23.7 - 39.2 dB,Yes,800 - 2000 RPM,120 mm,0
Enermax T.B. RGB,18.53,https://cdna.pcpartpicker.com/static/forever/images/product/cd1e65e91d07b50c4f1976e500150940.256p.jpg,47.53 CFM,Black,22 dB,Yes,500 - 1500 RPM,120 mm,3
ARCTIC F14 PST,,https://cdna.pcpartpicker.com/static/forever/images/product/72c23077c0a973157d735ba440f6b889.256p.jpg,74 CFM,Black / White,,Yes,1350 RPM,140 mm,5
upHere NT1207 5-Pack,,,29.37 - 86.34 CFM,White,,Yes,600 - 1800 RPM,120 mm,4
Corsair iCUE SP140 RGB ELITE 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/156ac19a8370db7f39938edbe4cfc73d.256p.jpg,,Black / White,,Yes,405 - 1200 RPM,140 mm,4.5
Corsair AF140 ELITE,,https://cdna.pcpartpicker.com/static/forever/images/product/509c38729482d950c7a3c88bef00820b.256p.jpg,15.3 - 84.5 CFM,Black,31 dB,Yes,400 - 1600 RPM,140 mm,0
Antec Fusion 120 ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/d87993fa7015a2f6fe00359113b5e860.256p.jpg,57.93 CFM,Black,17.02 - 31.24 dB,Yes,600 - 2000 RPM,120 mm,0
Thermalright TL-R12,,,21.76 - 65.25 CFM,Black / Gray,15 - 23 dB,Yes,400 - 1500 RPM,120 mm,4
GAMDIAS AEOLUS M3-1204R 4-Pack,,,69.01 CFM,Black,,Yes,800 - 2000 RPM,120 mm,0
SeaSonic MAGFLOW,29.64,https://cdna.pcpartpicker.com/static/forever/images/product/fd788496092b855066bdf7827b59e902.256p.jpg,63.33 CFM,Black,9.9 - 33.78 dB,Yes,600 - 2000 RPM,120 mm,0
Gelid Solutions Stella Frost Daisy Chain 3-Pack,42.48,,70 CFM,White,35 dB,Yes,500 - 1600 RPM,120 mm,0
Thermalright TL-S12-S,,,47.6 CFM,Black,23 - 23.2 dB,Yes,1500 RPM,120 mm,0
Thermalright TL-B Extrem LCP,,,69 CFM,Black,28.1 dB,Yes,2150 RPM,120 mm,0
SeaSonic MAGFLOW ARGB 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/f5f51eea1450a317b04480cdad5001ec.256p.jpg,49.47 CFM,Black,30.115 dB,Yes,2000 RPM,120 mm,0
Iceberg Thermal IceGALE Xtra 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/0e4b0be3efb788818dc2f433626fb344.256p.jpg,127 CFM,Black,0 - 44 dB,Yes,500 - 3000 RPM,120 mm,0
Rosewill ROCF-22001 5-Pack,,,32.1 CFM,Black,23.5 dB,No,1200 RPM,120 mm,0
ID-COOLING TF-12015,,https://cdna.pcpartpicker.com/static/forever/images/product/f2846805b83028406f57f36e7bb4b4b1.256p.jpg,67.58 CFM,Black,32.3 dB,Yes,500 - 2200 RPM,120 mm,5
Xilence XPF40.W,,https://cdna.pcpartpicker.com/static/forever/images/product/766cb73bb75d83dcdbea27943e91a220.256p.jpg,6.9 - 11.73 CFM,Black,19 dB,No,4500 RPM,40 mm,0
Xilence Performance C,7.84,,62.05 CFM,Red / Black,30 dB,Yes,700 - 1500 RPM,140 mm,0
GameMax KF300 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/da868520b32e19eac528909022e91635.256p.jpg,44.35 CFM,Black,31.21 dB,Yes,800 - 1600 RPM,120 mm,0
Antec Neo Prizm T3,,https://cdna.pcpartpicker.com/static/forever/images/product/e5968ad82fbd58efdd69bc6e38e91a4d.256p.jpg,31.19 - 80.52 CFM,Black,10.52 - 30.4 dB,Yes,600 - 1500 RPM,140 mm,0
PREYON Falcon Eye 3-Pack,,,54 CFM,Black,,Yes,800 - 1800 RPM,120 mm,0
Thermalright TL-B9,,,54 CFM,White,23 dB,Yes,2500 RPM,92 mm,0
Apevia CF12SL-UGN,,,63.85 CFM,Green,29.67 dB,No,1700 RPM,120 mm,4.5
Iceberg Thermal IceGALE ARGB 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/ccb695760e75ad9d32a954b9fbf9b42c.256p.jpg,94 CFM,Teal / White,0 - 38 dB,Yes,500 - 2200 RPM,120 mm,0
Antec 75001,,,34 CFM,Clear,30 dB,No,2600 RPM,80 mm,0
Alpenföhn Wing Boost 3 ARGB 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/c0d21749760a6c1f1c96910efc3319f7.256p.jpg,77.9 CFM,White,36.8 dB,Yes,700 - 2200 RPM,120 mm,4
In Win Sirius Extreme ASE120P 3-Pack,,,54 CFM,Black,21 - 25 dB,Yes,400 - 1500 RPM,120 mm,0
ID-COOLING AF-127-ARGB-W,,,78 CFM,White,29.9 dB,Yes,500 - 2000 RPM,120 mm,0
Noctua NF-A6x15 FLX,13.9,https://cdna.pcpartpicker.com/static/forever/images/product/ee65385616303119df9a1743b8e81821.256p.jpg,8.53 - 13.77 CFM,Brown,16.5 - 19.8 dB,Yes,3050 - 3500 RPM,60 mm,0
Corsair SP120 Quiet 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/75bbf0524db6e11b0f6559d5ca3d9b2d.256p.jpg,37.85 CFM,Black,23 dB,No,1450 RPM,120 mm,4.5
Vantec Thermoflow,9.23,https://cdna.pcpartpicker.com/static/forever/images/product/a19c19a7566db127b957e47a148378d4.256p.jpg,23.8 - 41.6 CFM,Black,25.5 - 37.5 dB,No,1950 - 3400 RPM,80 mm,0
Gelid Solutions Silent 7,,,19.8 CFM,Black,21.8 dB,No,2200 RPM,70 mm,0
Kingwin CF-014LB,,,58 CFM,Black,23 dB,No,1000 RPM,140 mm,0
Phanteks F120SP,,https://cdna.pcpartpicker.com/static/forever/images/product/afe947ffd3c3e964c5b55efd0397e817.256p.jpg,54.4 CFM,Black,24.2 dB,No,1300 RPM,120 mm,5
NZXT F140Q (2022),,https://cdna.pcpartpicker.com/static/forever/images/product/30b235952965d1b400eb2b21ac517f5d.256p.jpg,42.92 - 101 CFM,Black,18 - 23 dB,Yes,500 - 1200 RPM,140 mm,0
Gelid Solutions Silent 9,12.99,,31.32 CFM,Black,20 dB,No,1500 RPM,92 mm,0
Gelid Solutions Silent 14,15.49,,67.4 CFM,Black,21 dB,No,1000 RPM,140 mm,0
Antec Storm T3 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/606bc8364b5895a895afbf3ebeb203eb.256p.jpg,18.17 - 80.47 CFM,Black,36.99 dB,Yes,600 - 2200 RPM,120 mm,5
Thermalright TL-C12CW-X28-S,,,73.3 CFM,White,25.4 dB,Yes,1550 RPM,120 mm,0
Noctua R8 PWM,,,23.19 - 31.37 CFM,Brown,10.19 - 17.1 dB,No,300 - 1800 RPM,80 mm,4.5
Apevia CF20SL-UBL,,https://cdna.pcpartpicker.com/static/forever/images/product/c91c0660134ed737b8cbea52ffdff22f.256p.jpg,125 CFM,Blue,20 dB,No,800 RPM,200 mm,5
Apevia CF8SL-BRD,,https://cdna.pcpartpicker.com/static/forever/images/product/dc7498cecd913c8b65bf3b65836077a6.med.256p.jpg,17.21 CFM,Red,20 dB,No,1500 RPM,80 mm,0
Evercool FAN-LD9225B-EC1,,https://cdna.pcpartpicker.com/static/forever/images/product/0badb2808abe578a7fadefbdb1df257b.256p.jpg,31.62 CFM,Clear,26 dB,No,2300 RPM,92 mm,0
StarTech FAN8025PWM,40.96,https://cdna.pcpartpicker.com/static/forever/images/product/5b8ee577ff1135afe668c4eee6600184.256p.jpg,9.74 - 25.02 CFM,Black,10 - 28 dB,No,800 - 2500 RPM,80 mm,5
Cougar Dual-X,,,73.18 CFM,Blue,18 dB,No,1000 RPM,140 mm,4.5
NZXT FX,,,49.1 - 98.3 CFM,White,22.1 - 37 dB,No,2000 RPM,140 mm,4
Delta Electronics FFB0912SH-F00,,https://cdna.pcpartpicker.com/static/forever/images/product/61ac37bd3e62f03e6c97bc0a6e57fc6b.med.256p.jpg,90.02 CFM,Black,50 dB,No,4100 RPM,92 mm,0
Cooler Master R4-S4S-10AK-GP,,,60.9 CFM,Black,16 dB,No,1000 RPM,140 mm,4.5
Logisys LT400GN,,,21.71 CFM,Clear,20 dB,No,1800 RPM,80 mm,4
Rosewill RFA-120-K,,,74.48 CFM,Black,29.28 dB,No,2000 RPM,120 mm,4
be quiet! Silent Wings Pure,,,24.7 - 42 CFM,Black,17.5 dB,No,1800 RPM,80 mm,0
Cooler Master JetFlo,,https://cdna.pcpartpicker.com/static/forever/images/product/265cfb71ae0eeddfa7932b479ae05dab.256p.jpg,95 CFM,Black,36 dB,Yes,1200 - 2000 RPM,120 mm,4
Corsair AF140,,,66.4 CFM,Black,25.5 dB,No,1200 RPM,140 mm,4.5
Aerocool DS,,,71.2 - 93.4 CFM,Black / Gray,15.5 - 23.4 dB,No,1100 - 1500 RPM,140 mm,5
Deepcool UF,,https://cdna.pcpartpicker.com/static/forever/images/product/752ccb7297f263a9ed52183add9d28ee.256p.jpg,25.13 CFM,White / Blue,17.8 - 24.7 dB,No,900 - 2200 RPM,80 mm,0
Thermaltake Luna,,,129.63 CFM,Black / Red,28.2 dB,No,800 RPM,200 mm,5
Phanteks F120MP,,,53.3 CFM,Black / White,25 dB,Yes,500 - 1800 RPM,120 mm,4.5
Silverstone FQ,40.22,,31.4 - 62 CFM,White / Blue,15.1 - 20.7 dB,Yes,500 - 1000 RPM,140 mm,0
Fractal Design Silent R3,12.48,https://cdna.pcpartpicker.com/static/forever/images/product/fd4b3e94e215c1017355aa21a04bc403.256p.jpg,20.2 CFM,Black / White,18.1 dB,No,1600 RPM,80 mm,5
Corsair HD120,,https://cdna.pcpartpicker.com/static/forever/images/product/748f23cbb7704fae36c96b6c65e874ea.256p.jpg,54.4 CFM,Black / White,18 - 30 dB,Yes,800 - 1725 RPM,120 mm,4.5
Deepcool Ice Blade,,https://cdna.pcpartpicker.com/static/forever/images/product/151a797f6c6714528c51c72a8e989ea4.256p.jpg,60.29 CFM,Black,21.4 - 32.1 dB,Yes,900 - 1500 RPM,120 mm,3.5
Corsair HD140,,https://cdna.pcpartpicker.com/static/forever/images/product/8a3bbc292b29a4af6332a6469335b9bf.256p.jpg,74 CFM,Black / White,18 - 28.6 dB,Yes,600 - 1350 RPM,140 mm,4
Corsair HD140 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/4545e792ef747c7497ec13360fc9445f.256p.jpg,74 CFM,Black / White,18 - 28.6 dB,Yes,600 - 1350 RPM,140 mm,4
Cooler Master MasterFan MF200R,,,90 CFM,,28 dB,No,800 RPM,200 mm,4
ARCTIC F14 TC,,https://cdna.pcpartpicker.com/static/forever/images/product/48a80d04e91bd86210bd4ece6a352013.256p.jpg,74 CFM,Black / White,,No,400 - 1350 RPM,140 mm,0
Apevia AF512L-RD 5-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/16c4d03e04e4942aab7e8484e3dfba40.256p.jpg,57.67 CFM,Red,24.7 dB,No,1500 RPM,120 mm,0
BitFenix Spectre Pro All White,,https://cdna.pcpartpicker.com/static/forever/images/product/cf7b5c1e52fd9102342ae1725404599b.256p.jpg,156.27 CFM,White,25.6 dB,No,900 RPM,230 mm,4
Enermax D.F. Storm,,https://cdna.pcpartpicker.com/static/forever/images/product/4b9fbe32dde2c58610c7aa01f1d2016f.256p.jpg,72.47 - 155.08 CFM,Black,23 - 38 dB,Yes,1500 - 3500 RPM,120 mm,0
Aerocool Turbine 1000,,https://cdna.pcpartpicker.com/static/forever/images/product/eea3ce4e742cb1759699c5a1f57e87ed.256p.jpg,37.44 CFM,Silver,19.66 dB,No,950 RPM,120 mm,0
Lian Li Bora Lite 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/2b69ac50ad9aff7df0b455d01a84ef6c.256p.jpg,48.31 CFM,Black,28.2 dB,Yes,900 - 1500 RPM,120 mm,4.5
Deepcool CF 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/f1bea3fe86d0d76235642aaf8f6f9561.256p.jpg,64.13 CFM,Black,19.8 - 24 dB,Yes,500 - 1200 RPM,140 mm,4
NZXT AER RGB 2 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/38b07f03608cfe0865e074dc24fcee5d.256p.jpg,17.48 - 52.44 CFM,Black,22 - 33 dB,Yes,500 - 1500 RPM,120 mm,4.5
Corsair AF140 (2018),,https://cdna.pcpartpicker.com/static/forever/images/product/26682e541c057c6627ba89884586b3af.256p.jpg,62 CFM,Black / White,26 dB,No,1150 RPM,140 mm,4.5
Corsair AF140 (2018) 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/45d08f79af5893c2d7ed4cb82a442732.256p.jpg,62 CFM,Black / White,26 dB,No,1150 RPM,140 mm,5
Cooler Master MasterFan SF120M,,https://cdna.pcpartpicker.com/static/forever/images/product/11a3f439507c43180c38af6d257ef4b2.256p.jpg,35 - 62 CFM,Black,5.5 - 22 dB,Yes,650 - 2000 RPM,120 mm,4
MagniumGear Skiron,,,50 CFM,Black / White,29 dB,Yes,1500 RPM,120 mm,4.5
Bitspower Touchaqua NJORD RGB 3-Pack,,,70 CFM,Black / White,29 dB,Yes,800 - 2000 RPM,120 mm,4
Phanteks FSK,33.99,https://cdna.pcpartpicker.com/static/forever/images/product/17157a6de97cab2f86f8d2098b95a8c4.256p.jpg,,Black / White,,Yes,500 - 1500 RPM,140 mm,4
Phanteks FSK 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/80ce1256710118e07b4c64b053cb10bb.256p.jpg,,Black / White,,Yes,500 - 1500 RPM,140 mm,4.5
darkFlash CF8 Pro 5-Pack,,,,Transparent,,No,,120 mm,0
ID-COOLING XF-12025-SW,,https://cdna.pcpartpicker.com/static/forever/images/product/371b99cdbd188a52d3bca066715241f4.256p.jpg,74.5 CFM,White,18 - 35.2 dB,Yes,700 - 1800 RPM,120 mm,0
ID-COOLING CRYSTAL 120 WHITE,,https://cdna.pcpartpicker.com/static/forever/images/product/d509d2e924133896dde91ea14fdf4726.256p.jpg,68.2 CFM,White,13.8 - 30.5 dB,Yes,500 - 1500 RPM,120 mm,0
ID-COOLING DF-12025-ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/524e7ee157868562a30274f8697818f0.256p.jpg,56.5 CFM,Black,16.2 - 31.5 dB,Yes,900 - 2000 RPM,120 mm,0
ID-COOLING ZF-14025-ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/cc61bc04b2236db53cbe3dcabb0e6545.256p.jpg,79.5 CFM,Black,16.8 - 36.5 dB,No,800 - 1600 RPM,140 mm,0
Corsair ML140 LED ELITE Red Premium,,https://cdna.pcpartpicker.com/static/forever/images/product/3001758b2b87b097b5d729a1a2111ed0.256p.jpg,15 - 82.9 CFM,White,10 - 31.8 dB,Yes,400 - 1600 RPM,140 mm,0
ARCTIC F PST,,https://cdna.pcpartpicker.com/static/forever/images/product/9d3413cb8c707b3f7e20f7f0ae10bb48.256p.jpg,74 CFM,Black,,Yes,200 - 1350 RPM,140 mm,4.5
ARCTIC F PST 5-Pack,,,74 CFM,Black,,Yes,200 - 1350 RPM,140 mm,5
Thermalright TL-C12 D6,,,66.17 CFM,Gray,25.6 dB,Yes,1500 RPM,120 mm,5
Thermalright TL-C12 PRO,,,82 CFM,Black,29.6 dB,Yes,1850 RPM,120 mm,0
In Win Mercury AM120S 3-Pack,,,60.71 CFM,Black / White,17 - 29 dB,Yes,400 - 2000 RPM,120 mm,0
Thermalright TL-E12B EXTREM,,,78 CFM,Black,27.7 dB,Yes,1850 RPM,120 mm,0
Scythe Wonder Snail,,,7.68 - 77.23 CFM,White,3 - 29.3 dB,Yes,300 - 2400 RPM,120 mm,0
Thermalright TL-B-S,,https://cdna.pcpartpicker.com/static/forever/images/product/0fd25dafcf285096cf99ee02bfc93979.256p.jpg,69 CFM,Black,28.1 dB,Yes,2150 RPM,120 mm,0
Thermalright TL-B Extrem LCP 3-Pack,,,69 CFM,Black,28.1 dB,Yes,2150 RPM,120 mm,0
SeaSonic MAGFLOW ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/1fa861d2058b4269ef0a4a7a2b8ce688.256p.jpg,49.47 CFM,Black,30.115 dB,Yes,2000 RPM,120 mm,0
Apevia Cosmos 5-Pack,,,57.67 CFM,Orange / Black,24.7 dB,No,1350 RPM,120 mm,0
Apevia Lunar Pro 6-Pack,,,59.6 CFM,White / Black,29.4 dB,No,1200 RPM,140 mm,0
BGears b-ARGB Vortex,,https://cdna.pcpartpicker.com/static/forever/images/product/a17b9f55c55f62b76c587d9406a92bfb.256p.jpg,101 CFM,White / Black,28 dB,Yes,600 - 1800 RPM,120 mm,0
Rosewill RGBF-S12003 5-Pack,,,41.2 CFM,Black,27.8 dB,No,800 - 1800 RPM,120 mm,3
ID-COOLING XF-120,,https://cdna.pcpartpicker.com/static/forever/images/product/636c06e2bd5d8789f3826e0a0eecd09f.256p.jpg,68.2 CFM,,13.8 - 30.5 dB,Yes,500 - 1500 RPM,120 mm,0
ID-COOLING ZF-12025,,https://cdna.pcpartpicker.com/static/forever/images/product/af95eee609fa3699cfb06b0b471eeefa.256p.jpg,55.2 CFM,White / Purple,16.3 - 33.5 dB,Yes,900 - 2000 RPM,120 mm,0
KOLINK UMBRA VOID PRO,5.99,https://cdna.pcpartpicker.com/static/forever/images/product/2504c1308df0523101ea0efd1745433a.256p.jpg,57.2 CFM,Black,19.4 - 30 dB,Yes,800 - 1800 RPM,120 mm,0
Xilence XPF80.W,,https://cdna.pcpartpicker.com/static/forever/images/product/c1e7d7508fae9574ba1c07be50a174be.256p.jpg,21.8 CFM,Black,20 dB,No,1800 RPM,80 mm,0
Xilence XPF80.R.PWM,5.81,,21.8 CFM,Red / Black,20 dB,Yes,800 - 1800 RPM,80 mm,0
Xilence XPF120.R.PWM,,,57.9 CFM,Red / Black,28 dB,Yes,500 - 1500 RPM,120 mm,0
Antec Neo Prizm T3 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/7dc6263c860a443583212be2cfb3efe1.256p.jpg,19.24 - 69.86 CFM,Black,9.73 - 31.62 dB,Yes,600 - 2000 RPM,120 mm,0
Cooler Master MOBIUS,,,0 - 76.5 CFM,Black,0 - 30 dB,Yes,,140 mm,0
Alphacool 24853,,https://cdna.pcpartpicker.com/static/forever/images/product/6276a7b5bfa912862b1ebaedc7202f58.256p.jpg,103.03 CFM,Black,30 - 38.3 dB,Yes,2000 RPM,140 mm,0
MSI MPG EZ120R ARGB-4B 4-Pack,,,66.72 CFM,Black,30.78 dB,Yes,,120 mm,0
Thermalright TL-M14W,,,88.75 CFM,White,23.7 dB,Yes,1500 RPM,140 mm,0
Phanteks F200SP,,https://cdna.pcpartpicker.com/static/forever/images/product/d228227c9b019d79287c6dec4c7e12ff.256p.jpg,110.1 CFM,Black / White,25 dB,No,850 RPM,200 mm,5
Gelid Solutions Silent 6,12.2,,16 CFM,Black / White,24 dB,No,3200 RPM,60 mm,3
Apevia CF312SL-UGN 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/ef0565c30fa208ec0380cd64592e1f04.256p.jpg,,Green,29.67 dB,No,1700 RPM,120 mm,4
Fractal Design Dynamic GP,,https://cdna.pcpartpicker.com/static/forever/images/product/8eb17b9ac46dc71a78f71fd0a53b2312.256p.jpg,52.3 CFM,Black,19.39 dB,No,1200 RPM,120 mm,4.5
Noctua B9-1600,,,24.19 - 37.84 CFM,Brown,7.9 - 17.6 dB,No,1000 - 1600 RPM,92 mm,0
Silverstone AP,,https://cdna.pcpartpicker.com/static/forever/images/product/acffab92dfe0008a2c26dd45a17309d8.256p.jpg,24.49 - 140.13 CFM,Black,18 - 37 dB,Yes,400 - 1500 RPM,180 mm,0
In Win Luna AL120 3-Pack,,,82.96 CFM,Black / White,25 dB,Yes,600 - 1800 RPM,120 mm,0
StarTech FAN12025PWM,41.9,https://cdna.pcpartpicker.com/static/forever/images/product/931c84006f7a21f5268bb9b1bafea3f7.256p.jpg,33.2 - 78.41 CFM,Black,17.2 - 39 dB,No,800 - 2200 RPM,120 mm,0
Apevia CF12S-BK,,https://cdna.pcpartpicker.com/static/forever/images/product/9fe61e0de0b9bd3c29e2ff3e0cbf2482.256p.jpg,57.67 CFM,Black,24.7 dB,No,1500 RPM,120 mm,0
Nexus DF1209SL-3PWM,,,43.5 CFM,Clear,15.8 dB,Yes,2500 RPM,92 mm,2
Evercool Spider Filter,,https://cdna.pcpartpicker.com/static/forever/images/product/81bdad91b9358eaac1daac2da05f1864.med.256p.jpg,41 CFM,Red,22 dB,No,2200 RPM,92 mm,0
ARCTIC F Silent,,https://cdna.pcpartpicker.com/static/forever/images/product/a4aba8a11f4dd1ea1d2a730b97122efe.256p.jpg,37 CFM,White / Black,,No,800 RPM,120 mm,4.5
Fractal Design Venturi,17.67,https://cdna.pcpartpicker.com/static/forever/images/product/f5ffc28293880998721549687f3fb05a.256p.jpg,78.5 - 118.2 CFM,White / Black,18.3 - 26.5 dB,No,850 - 1200 RPM,140 mm,0
Iceberg Thermal IceGALE Silent 3-Pack,,,30 CFM,Black / Blue,12.3 dB,No,1100 RPM,120 mm,0
Gelid Solutions Stella 5-Pack,48.97,,70 CFM,Black,35 dB,Yes,500 - 1600 RPM,120 mm,0
Corsair AF120 Performance,,https://cdna.pcpartpicker.com/static/forever/images/product/27886ca1c55f4e5fb4b1f83ccc07a86a.256p.jpg,63.47 CFM,Black,30 dB,No,1650 RPM,120 mm,4.5
Corsair AF120 Performance 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/81f2b497d98ac786e051aed0a4df6706.256p.jpg,63.47 CFM,Black,30 dB,No,1650 RPM,120 mm,4.5
Cooler Master Excalibur,,,26.4 - 85.6 CFM,Black,13 - 30 dB,No,600 - 2000 RPM,120 mm,3
Cougar Turbine 4-Pack,,,60.4 CFM,Orange,17.7 dB,No,1200 RPM,120 mm,4
Enermax T.B. Silence,15.37,https://cdna.pcpartpicker.com/static/forever/images/product/4aedfc109b9bb936ba23b5b3fb415e67.256p.jpg,27.18 CFM,Black,13 dB,No,1400 RPM,92 mm,0
Enermax UCCL12N,,,71.25 CFM,White,18 dB,No,1500 RPM,120 mm,0
Zalman SF3,,,,White,23 dB,No,1500 RPM,120 mm,3
Masscool BLD-09025S1M,,,45.18 CFM,Clear,28.6 dB,No,2400 RPM,92 mm,2
StarTech FAN4X1LP4,,https://cdna.pcpartpicker.com/static/forever/images/product/a75ae8308ac8853183d0d702f80632f2.256p.jpg,1 - 5 CFM,Black,20 - 25 dB,No,5000 - 5499 RPM,40 mm,0
Vantec Stealth,14.14,https://cdna.pcpartpicker.com/static/forever/images/product/3271d6a9474dd1f6456720eaeee58a83.256p.jpg,27 CFM,Black,21 dB,No,2050 RPM,80 mm,0
Antec 75026,,,79 CFM,Clear,30 dB,No,2000 RPM,120 mm,0
Cougar CFD,,,64.37 CFM,Blue,16.6 dB,No,1200 RPM,120 mm,4.5
Zalman SF2,,https://cdna.pcpartpicker.com/static/forever/images/product/74ae3eea4346ea0657f72c952f980037.256p.jpg,,White,23 dB,No,2000 RPM,92 mm,5
Silverstone FM,20.69,,21.4 - 53.6 CFM,White,9.3 - 29.2 dB,No,1200 - 3000 RPM,92 mm,0
Evercool 1225H12B-Y21,,https://cdna.pcpartpicker.com/static/forever/images/product/2ec193cb2f54e999aa2bb3f051ada83f.med.256p.jpg,147.69 CFM,Black,54.9 dB,No,4500 RPM,120 mm,4
Evercool FAN-EC4020M12CA,,https://cdna.pcpartpicker.com/static/forever/images/product/f41988fdc8be8616be6df7b32fb01104.256p.jpg,5.62 CFM,Black,21 dB,No,5000 RPM,40 mm,0
StarTech FAN9X25TX3L,,https://cdna.pcpartpicker.com/static/forever/images/product/1d27e98583731c74369378218d06b933.256p.jpg,31.84 CFM,Black,25 dB,No,1600 RPM,92 mm,0
Delta Electronics AFB1212HHE-F00,,,120.07 CFM,Black,44 dB,No,2900 RPM,120 mm,5
NoiseBlocker BlackSilentPro P-3,,,90.05 CFM,Black,33 - 3 dB,No,1700 RPM,140 mm,5
Rosewill RCA-220-BL,,,110 CFM,Clear,21 dB,No,600 RPM,220 mm,0
Rosewill RFA-80-RL,,https://cdna.pcpartpicker.com/static/forever/images/product/fcfce4fa79ace2f69b82f6b4753ef771.256p.jpg,33.21 CFM,Red,22.41 dB,No,2500 RPM,80 mm,4.5
Rosewill RFA-120-WL,,,74.48 CFM,Clear,29.28 dB,No,2000 RPM,120 mm,4.5
Rosewill RFA-120-RL,,,74.48 CFM,Red,29.28 dB,No,2000 RPM,120 mm,4
Antec BIGBOY200,,,134 CFM,Black,30 dB,No,800 RPM,200 mm,2
Aerocool AeroFlow,,,59.12 CFM,Translucent White,29.58 dB,No,1500 RPM,120 mm,0
Silverstone SCOOL,,,17.75 - 42.15 CFM,Blue,15 - 18 dB,No,400 - 950 RPM,120 mm,0
Zalman F2,,https://cdna.pcpartpicker.com/static/forever/images/product/09f915a3a5c2080db8b0ad8bc9a3c94d.256p.jpg,,Clear,20 - 23 dB,No,1500 RPM,92 mm,0
