name,price,image,fan_rpm,noise_level,color,radiator_size,size,rating
SilentiumPC Fera 3 HE1224,,https://cdna.pcpartpicker.com/static/forever/images/product/7c5e60629ea55e18a1f2bb8bab87e440.256p.jpg,500 - 1600 RPM,Black / Silver,Black / Silver,,,0
be quiet! Silent Loop 2 280,289.43,https://cdna.pcpartpicker.com/static/forever/images/product/7c52aa1022b8b4a82e8c2cbf6c370edc.256p.jpg,1600 RPM,16.5 - 36.1 dB,Black,280 mm,280 mm,4.5
MSI MPG CORELIQUID K360,,https://cdna.pcpartpicker.com/static/forever/images/product/5c55574ad25a0fe19a2467f1e0341564.256p.jpg,39.9,39.9 dB,Black,360 mm,360 mm,4
Asus TUF Gaming LC RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/22862a885d7c175dd9d02dc06ea9cf14.256p.jpg,800 - 2000 RPM,29 dB,Black,240 mm,240 mm,4
ARCTIC Freezer A35 A-RGB,46.96,https://cdna.pcpartpicker.com/static/forever/images/product/a094d4a8a922f6d7d87006cdb75714b9.256p.jpg,200 - 1700 RPM,Black,Black,,,4.5
Azza Blizzard SP 240,,https://cdna.pcpartpicker.com/static/forever/images/product/be9f3d57ae548efc6f079c54e2e2627c.256p.jpg,700 - 2200 RPM,36 dB,Black,240 mm,240 mm,0
Azza Blizzard SP 360,,https://cdna.pcpartpicker.com/static/forever/images/product/0587f89a8f5565cb5f8145613138626d.256p.jpg,700 - 2200 RPM,36 dB,Black,360 mm,360 mm,4
Scythe Big Shuriken 3 Rev.B,,300,1800,300 - 1800 RPM,2.58 - 27.8 dB,Black / Silver,,,4
Phanteks Glacier One 240 T30,,https://cdna.pcpartpicker.com/static/forever/images/product/7d906449016082ffd8c9a54fc4ed8b69.256p.jpg,1200 - 3000 RPM,11.1 - 39.7 dB,Gray,240 mm,240 mm,0
Thermaltake TH360 ARGB Sync,96.88,1500,1500 RPM,28.2 dB,White,360 mm,360 mm,0
ID-COOLING AURAFLOW X 240 EVO SNOW,,https://cdna.pcpartpicker.com/static/forever/images/product/3aedf07bc66d3fac93185bde831e4582.256p.jpg,700 - 1800 RPM,18 - 35.2 dB,White,240 mm,240 mm,0
Cooler Master Hyper T200,,https://cdna.pcpartpicker.com/static/forever/images/product/000eb60f92db81f64ad6522eb8c70183.256p.jpg,800 - 2200 RPM,31 dB,,,,0
Cooler Master MasterLiquid ML360 Sub-Zero EVO,656.42,https://cdna.pcpartpicker.com/static/forever/images/product/4c0ec293c4e1ca0926c920717223f084.256p.jpg,30,30 dB,Black,360 mm,360 mm,0
Enermax LIQMAXFLO SR 240,116.31,500,1800,500 - 1800 RPM,23.46 dB,Black,240 mm,240 mm,0
Iceberg Thermal IceFLOE OASIS 360,,200,2200,200 - 2200 RPM,28.9 dB,Black,360 mm,360 mm,5
ID-COOLING FX240ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/bb538b6cad60743cae30889226f5d002.256p.jpg,500 - 1800 RPM,35.2 dB,Black,240 mm,240 mm,0
Jonsbo CR-2000GT RGB,53.99,https://cdna.pcpartpicker.com/static/forever/images/product/c6c99c53b9f761231b2e91c076211bc3.256p.jpg,700 - 1500 RPM,18.1 - 29.5 dB,Black,,,3
ID-COOLING DX240 MAX,59.99,,32.5,32.5 dB,Black,240 mm,240 mm,0
Ocypus Delta L36 ARGB,,500,2000,500 - 2000 RPM,29 dB,Black,360 mm,360 mm,0
Silverstone NovaPeak 240 ARGB,98.48,500,2200,500 - 2200 RPM,12.1 - 33.1 dB,Black,240 mm,240 mm,0
ARCTIC Freezer 50 (w/Controller),97.99,https://cdna.pcpartpicker.com/static/forever/images/product/fcf272dfb9d74eec202fa495e8266a84.256p.jpg,200 - 1800 RPM,Black,Black,,,0
Xilence M504D,100,https://cdna.pcpartpicker.com/static/forever/images/product/d00d78cc83960afc712a4e8eb2d513da.256p.jpg,600 - 2200 RPM,14 - 21.8 dB,Red / Black,,,0
Xilence M704PRO.ARGB,57.95,https://cdna.pcpartpicker.com/static/forever/images/product/0c9b8baf9bdcdba4926f4a5ac8cb0b19.256p.jpg,800 - 1800 RPM,18 - 32.2 dB,,,,0
Thermaltake Water 3.0 Riing RGB 240,,800,1500,800 - 1500 RPM,26.4 dB,240,240 mm,240 mm,4
Akasa Nero 3,39.54,https://cdna.pcpartpicker.com/static/forever/images/product/938bed3b4c4176ef3c5a665ac1f5b6da.256p.jpg,500 - 1500 RPM,24.6 dB,Black / Silver,,,0
Mars Gaming MCPU-XTW,,https://cdna.pcpartpicker.com/static/forever/images/product/5e7876b67c7ac761906eaaf72f19ff55.256p.jpg,800 - 1600 RPM,9 - 26 dB,White,,,0
Cooler Master V8,,800,1800,800 - 1800 RPM,17 - 21 dB,,,,4
NZXT Kraken X60,,800,2000,800 - 2000 RPM,21 - 37 dB,280,280 mm,280 mm,4.5
Cooler Master DK9-7G52A-0L-GP,,4500,4500 RPM,35 dB,,,,4
be quiet! Shadow Rock 2,,1600,1600 RPM,15.3 - 25.4 dB,,,,4.5
Cooler Master Nepton 280L,,https://cdna.pcpartpicker.com/static/forever/images/product/1b9a80a10999f2a35d2be3cc634c8bd4.med.256p.jpg,2000 RPM,21 - 39 dB,280,280 mm,280 mm,4
CRYORIG R1 Ultimate,,https://cdna.pcpartpicker.com/static/forever/images/product/0813d0f779beeb25bcebaa55afc1e27a.256p.jpg,700 - 1300 RPM,23 dB,,,,4.5
Corsair H80i GT,,2435,2435 RPM,37.7 dB,120,120 mm,120 mm,4.5
Thermalright Le Grand Macho RT,99.99,https://cdna.pcpartpicker.com/static/forever/images/product/2deff7c3f97ff5f3eb594951aaf19721.256p.jpg,300 - 1300 RPM,14 - 20 dB,,,,4.5
Reeven Vanxie,,https://cdna.pcpartpicker.com/static/forever/images/product/92294aa11190424b93ac8d9341157a1f.256p.jpg,800 - 3300 RPM,8.2 - 32.5 dB,,,,0
Cooler Master MasterLiquid Pro 140,,https://cdna.pcpartpicker.com/static/forever/images/product/023e4d9630cd068a2b768433882f16a3.256p.jpg,650 - 2000 RPM,6 - 30 dB,140,140 mm,140 mm,0
Alpenföhn Brocken ECO,,https://cdna.pcpartpicker.com/static/forever/images/product/d91b5a02a7f04579f0ecac1ad3f45aab.256p.jpg,500 - 1500 RPM,4.6 - 27.3 dB,,,,5
be quiet! Silent Loop 360,,https://cdna.pcpartpicker.com/static/forever/images/product/eec366cb1a0b363c966fbbbcd27c1564.256p.jpg,2000 RPM,16.1 - 36.9 dB,360,360 mm,360 mm,5
Rosewill ROCC-16003,,,800 - 2200 RPM,25 dB,Black / Silver,,,0
Deepcool MAELSTROM 240 RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/70c85a1a0eff5a83819a5c4c2055bb50.256p.jpg,500 - 1800 RPM,17.8 - 30 dB,Black,240 mm,240 mm,0
Corsair H75 2018,,https://cdna.pcpartpicker.com/static/forever/images/product/3a20f777c3c7b5c0aa20e7196c0d7e55.256p.jpg,1900 RPM,31 dB,Black,120 mm,120 mm,4
ARCTIC Alpine 12 LP,,100,2000,100 - 2000 RPM,Black / White,Black / White,,,4
RAIJINTEK PALLAS 120,,https://cdna.pcpartpicker.com/static/forever/images/product/a43df77db460c3521b23692f4babfc1b.256p.jpg,200 - 1400 RPM,28.43 dB,Black,,,2
ID-COOLING AURAFLOW X,,https://cdna.pcpartpicker.com/static/forever/images/product/f9e1f90986fc9145cf2093855a1e1f36.256p.jpg,700 - 1800 RPM,18 - 35.2 dB,Black,240 mm,240 mm,4
ID-COOLING SE-224-XT RGB,,900,2000,900 - 2000 RPM,16.2 - 31.5 dB,Black / White,,,5
ID-COOLING SE-234-ARGB,,900,2000,900 - 2000 RPM,16.2 - 31.5 dB,Black,,,4
Deepcool GAMMAXX GT V2,,https://cdna.pcpartpicker.com/static/forever/images/product/bf6fad26bd9dcf267bc623e1d371cc8c.256p.jpg,500 - 1650 RPM,27.8 dB,Black / Silver,,,4.5
Deepcool AS500 Plus,,https://cdna.pcpartpicker.com/static/forever/images/product/f4518033202ba3261d46b73581ea3bd4.256p.jpg,500 - 1200 RPM,31.5 dB,Black,,,4.5
ARCTIC Liquid Freezer II 360 RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/deb8755fd6296e4dfcdaffb19a97a22b.256p.jpg,200 - 1800 RPM,22.5 dB,Black / Gray,360 mm,360 mm,3.5
Thermalright Frost Spirit 140 V3 ARGB,,1500,1500 RPM,25.6 dB,White,,,5
GAMDIAS BOREAS M1,,https://cdna.pcpartpicker.com/static/forever/images/product/fc5ce1b58e734e9a528363e2a71a1b42.256p.jpg,800 - 2600 RPM,10 - 32 dB,Black / Silver,,,0
ID-COOLING PINKFLOW 240 V2,,https://cdna.pcpartpicker.com/static/forever/images/product/119abcc3fd4bb0fa87dce92fa9f92edb.256p.jpg,900 - 2000 RPM,16.3 - 33.5 dB,Pink,240 mm,240 mm,0
ID-COOLING FROSTFLOW X 120 SNOW,,https://cdna.pcpartpicker.com/static/forever/images/product/4e0beed2e56a2d04e165c4b85c249633.256p.jpg,700 - 1800 RPM,18 - 35.2 dB,White,120 mm,120 mm,0
SilentiumPC Fortis 5,,https://cdna.pcpartpicker.com/static/forever/images/product/ece2ecfc5df39f8b0e0c913a90d689bf.256p.jpg,300 - 1400 RPM,Black / Silver,Black / Silver,,,0
Deepcool AG500,,300,1850,300 - 1850 RPM,29.4 dB,Black / Silver,,,0
EK EK-Nucleus AIO CR360 Vision D-RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/52624065b16e8a5a7414408cb2f79737.256p.jpg,500 - 2200 RPM,33.5 dB,Black,360 mm,360 mm,0
ID-COOLING SE-207-XT SLIM SNOW,,700,1800,700 - 1800 RPM,15.2 - 35.2 dB,White,,,5
Alpenföhn Dolomit Premium,76.02,https://cdna.pcpartpicker.com/static/forever/images/product/491afba7fe601025987ba6c0985815df.256p.jpg,500 - 1600 RPM,23.5 dB,Black,,,0
Jonsbo CR-1000 GT,,https://cdna.pcpartpicker.com/static/forever/images/product/d28a12e7dd9d4d0a562427bfff59f3d8.256p.jpg,700 - 1800 RPM,20.55 - 37.2 dB,Black,,,0
Cougar Forza 50,,600,2000,600 - 2000 RPM,34.5 dB,Black,,,0
Geometric Future Eskimo Junior 36,69.9,https://cdna.pcpartpicker.com/static/forever/images/product/d7dbc0e063025774a19f72e94323c973.256p.jpg,2000 RPM,29 dB,Black,360 mm,360 mm,0
Cougar Poseidon Vistek Pro ARGB 240,107.49,,700 - 2500 RPM,38 dB,Black,240 mm,240 mm,0
Silverstone NT09-115X,25.52,https://cdna.pcpartpicker.com/static/forever/images/product/f4302cd204910bb9768a9e315b37649e.256p.jpg,550 - 2500 RPM,18.5 - 32 dB,,,,0
Silverstone IceMyst 280,133.3,400,1750,400 - 1750 RPM,13.3 - 30.8 dB,Silver / Black,280 mm,280 mm,0
SilenX EFZ-100HA2,55.43,2400,2400 RPM,8 - 24 dB,,,,3
SilenX EFZ-92HA3,73.53,2000,2000 RPM,8 - 24 dB,,,,5
Thermaltake Riing Silent 12 Red,162.56,https://cdna.pcpartpicker.com/static/forever/images/product/5fd70952959e97cad45b5e9f20a5ff78.256p.jpg,300 - 1400 RPM,13 - 18 dB,,,,4.5
ARCTIC Freezer i35 RGB,33.26,https://cdna.pcpartpicker.com/static/forever/images/product/7066dab0bc943ea0eafba7b2458ece3c.256p.jpg,200 - 1700 RPM,Black,Black,,,0
Silverstone IceMyst 240,107.99,https://cdna.pcpartpicker.com/static/forever/images/product/257f550772d67c94cbcdc1246a8b41ae.256p.jpg,500 - 2200 RPM,12.1 - 33.1 dB,Silver / Black,240 mm,240 mm,0
Thermaltake CLP0552,29.98,800,1700,800 - 1700 RPM,22 dB,,,,0
ID-COOLING DK-03,,https://cdna.pcpartpicker.com/static/forever/images/product/8cd7f429f66d5e9bb5ebac3832a1bf35.256p.jpg,1600 RPM,26.4 dB,,,,4
CRYORIG C7 Cu,104,600,2500,600 - 2500 RPM,30 dB,White / Orange,,,3.5
Alphacool Eisbaer 280,,https://cdna.pcpartpicker.com/static/forever/images/product/61c680a16f60bc39f90a138b890021de.256p.jpg,1100 RPM,29.4 dB,Black / Blue,280 mm,280 mm,5
Silverstone IceGem 280,138.22,https://cdna.pcpartpicker.com/static/forever/images/product/075bd5fca71fb4e4f4341d32e6fa6790.256p.jpg,600 - 1600 RPM,9.8 - 23.4 dB,Black,280 mm,280 mm,0
Cooler Master V10 Hybrid TEC,,800,2400,800 - 2400 RPM,17 dB,,,,5
ARCTIC Alpine 11 Pro Rev. 2,,500,2000,500 - 2000 RPM,,,,,4
Gelid Solutions Slim Silence A-Plus,,https://cdna.pcpartpicker.com/static/forever/images/product/dc82d6831d490b750e949f9584b639ec.256p.jpg,1200 - 2600 RPM,15 - 27.2 dB,,,,0
Phanteks PH-TC14PE_BK,,https://cdna.pcpartpicker.com/static/forever/images/product/fa5646a92b3363b1527e74c627539bf8.256p.jpg,900 - 1200 RPM,13.4 - 19 dB,,,,4.5
Cooler Master Seidon 120V,,2400,2400 RPM,19 - 40 dB,120,120 mm,120 mm,4
NZXT Kraken X31,,800,2000,800 - 2000 RPM,18 - 34 dB,120,120 mm,120 mm,4.5
Corsair H110i GTX,,2000,2000 RPM,40 dB,280,280 mm,280 mm,4.5
Deepcool LUCIFER K2,,600,1800,600 - 1800 RPM,18.2 - 32.4 dB,,,,1
Enermax ETS-T40F-TB,,900,1800,900 - 1800 RPM,11 - 21 dB,,,,4
Cooler Master MasterAir Maker 8,,https://cdna.pcpartpicker.com/static/forever/images/product/2908876b5ae8311b21f5b731e5af16e1.256p.jpg,600 - 1800 RPM,8 - 24 dB,,,,4.5
Thermaltake Water 3.0 Riing RGB 360,,800,1500,800 - 1500 RPM,26.4 dB,360,360 mm,360 mm,4
Cooler Master MasterLiquid Pro 240,,500,2000,500 - 2000 RPM,6 - 30 dB,240,240 mm,240 mm,4
Cooler Master MasterLiquid Pro 120,,500,2000,500 - 2000 RPM,6 - 30 dB,120,120 mm,120 mm,4
Deepcool LUCIFER V2,,https://cdna.pcpartpicker.com/static/forever/images/product/fcbfc8d4c31c80ef2710413926d62468.256p.jpg,300 - 1400 RPM,12.6 - 31.1 dB,,,,0
RAIJINTEK TISIS CORE EDITION,,,0,0 dB,,,,4
ARCTIC Freezer 33 eSports ONE (Black/Yellow),,https://cdna.pcpartpicker.com/static/forever/images/product/64d41382c07dd973eff21f2f72bdad39.256p.jpg,200 - 1800 RPM,24.4 dB,Black / Yellow,,,4.5
Dynatron K199,53.46,1000,5000,1000 - 5000 RPM,20.71 - 51.7 dB,,,,0
Fractal Design Celsius S24 Blackout,,https://cdna.pcpartpicker.com/static/forever/images/product/a24b150f0a4582cd64d283a4c827a301.256p.jpg,500 - 2000 RPM,32.2 dB,Black,240 mm,240 mm,0
Scythe Katana 5,,https://cdna.pcpartpicker.com/static/forever/images/product/291498a136f945b6331ed9b4a1205afb.256p.jpg,300 - 2300 RPM,7.3 - 28.83 dB,Black / Silver,,,0
ID-COOLING SE-224-XT Basic,,700,1800,700 - 1800 RPM,15.2 - 32.5 dB,Black / Gray,,,4.5
Deepcool GAMMAXX 400S,,https://cdna.pcpartpicker.com/static/forever/images/product/55157f50eab3db324e29aeec82ccc77d.256p.jpg,1300 RPM,14.6 dB,Black / Silver,,,4
MSI MAG CORELIQUID C280,,https://cdna.pcpartpicker.com/static/forever/images/product/35196df68554d9fe02f91ec5b48cab0b.256p.jpg,500 - 1800 RPM,14.8 - 33.28 dB,Black,280 mm,280 mm,4.5
Deepcool LE300,,https://cdna.pcpartpicker.com/static/forever/images/product/23d6e275385dd1473b465338f441c797.256p.jpg,500 - 2250 RPM,Black,Black,120 mm,120 mm,0
ARCTIC Freezer i35 CO,36.79,https://cdna.pcpartpicker.com/static/forever/images/product/e4d1f26b452d691ebbff7218f012650c.256p.jpg,200 - 1800 RPM,Black / Silver,Black / Silver,,,5
SilentiumPC Fortis 5 Dual Fan,,300,1400,300 - 1400 RPM,Black / Silver,Black / Silver,,,0
Deepcool AG500 ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/2dd09f57ca854a02530da2d22e11400c.256p.jpg,300 - 1850 RPM,29.4 dB,Black / Silver,,,0
Silverstone Hydrogon D120 ARGB,102.47,https://cdna.pcpartpicker.com/static/forever/images/product/991e346d89b9b060c47e347908ab1bae.256p.jpg,0,30.5,0 - 30.5 dB,Black / Silver,,,0
Alphacool Eisbaer Pro HPE Aurora,,,31.5,31.5 dB,Black,360 mm,360 mm,0
Sapphire NITRO+ S240-A,,405,2400,405 - 2400 RPM,17.9 - 36.2 dB,Black / Silver,240 mm,240 mm,4
Valkyrie DRAGONFANG,,800,2150,800 - 2150 RPM,29 dB,White,360 mm,360 mm,0
ID-COOLING SE-214-XT-D,,https://cdna.pcpartpicker.com/static/forever/images/product/f11845e8723b64cab2487954e57e31c1.256p.jpg,700 - 1800 RPM,32.5 dB,Gray / Black,,,0
Scythe Ninja 5 Rev. B,,300,800,300 - 800 RPM,4 - 14.5 dB,Black,,,0
YEYIAN Storm 1200,,1000,1800,1000 - 1800 RPM,26.3 dB,Black / Silver,,,0
Xilence LQ360.ARGB,140.67,https://cdna.pcpartpicker.com/static/forever/images/product/92389e35d78373ed5816ddaf6b55c829.256p.jpg,900 - 1850 RPM,18 - 28 dB,Black,360 mm,360 mm,0
Cooler Master MasterLiquid 120 Core II,,600,1750,600 - 1750 RPM,30 dB,Black,120 mm,120 mm,0
Thermalright Assassin Spirit 120,,1500,1500 RPM,25.6 dB,Gray / Silver,,,0
ABKONCORE CT408,,800,1650,800 - 1650 RPM,33 dB,Black,,,0
upHere UE2T6,,,600 - 1650 RPM,25 dB,White,,,0
upHere E240KC,,,600 - 1800 RPM,27 dB,Black,240 mm,240 mm,0
GAMDIAS CHIONE M4-360,105.23,https://cdna.pcpartpicker.com/static/forever/images/product/58a4b20defafe031f82be24fb11efeed.256p.jpg,800 - 2000 RPM,11 - 29 dB,Black,360 mm,360 mm,0
Dynatron K5,29.13,https://cdna.pcpartpicker.com/static/forever/images/product/ec0fc9bf5af7dced87511f825b5db06c.256p.jpg,1000 - 2500 RPM,14.7 - 29.8 dB,,,,3
GameMax Gamma 500 ARGB,19.98,https://cdna.pcpartpicker.com/static/forever/images/product/334e2a58d20599a9dace7390614c10b7.256p.jpg,1000 - 1800 RPM,26.3 dB,Black / Silver,,,0
Silverstone PF120-ARGB,54.99,https://cdna.pcpartpicker.com/static/forever/images/product/cd21eae373e69fe1458d3108d4d2397a.256p.jpg,600 - 2200 RPM,7.4 - 35.6 dB,Black,120 mm,120 mm,5
ARCTIC Freezer A35 RGB,39.65,https://cdna.pcpartpicker.com/static/forever/images/product/c6437674008021bee94ea1f216266917.256p.jpg,200 - 1700 RPM,Black,Black,,,0
Thermaltake UX 210 ARGB,52.72,https://cdna.pcpartpicker.com/static/forever/images/product/3437690d719d5515bfc0af985e80fde7.256p.jpg,600 - 2000 RPM,34.3 dB,Black / Silver,,,0
Montech METAL DT24 BASE,35.47,https://cdna.pcpartpicker.com/static/forever/images/product/1ce149b6cc7542e9a9ae07f1102270de.256p.jpg,800 - 1950 RPM,26 dB,Black / Silver,,,0
Antec KUHLER Box,,,,,,,,0
Titan TTC-NK54TZ,,https://cdna.pcpartpicker.com/static/forever/images/product/912140f26f5e9bce8e4c40cb0f9313f5.256p.jpg,3500 RPM,30.6 dB,,,,0
ARCTIC Alpine 64 GT,,https://cdna.pcpartpicker.com/static/forever/images/product/fb5dab7c9015b44b5bc19d52e5194cea.256p.jpg,500 - 2000 RPM,,,,,3.5
Cooler Master Seidon 240M,,600,2400,600 - 2400 RPM,19 - 40 dB,240,240 mm,240 mm,4
be quiet! Dark Rock Pro 2,,1500,1700,1500 - 1700 RPM,13.5 - 26.4 dB,,,,4.5
Zalman CNPS7000V(AL)-1-PWMB,,https://cdna.pcpartpicker.com/static/forever/images/product/4877f6b59d7897a82d27c055f1fa96c4.med.256p.jpg,800 - 2600 RPM,20 - 32 dB,,,,0
be quiet! Shadow Rock Slim,,https://cdna.pcpartpicker.com/static/forever/images/product/91e08716afd77f6e300b474fd7dd821a.256p.jpg,400 - 1400 RPM,11.5 - 23.7 dB,,,,4.5
Thermalright Silver Arrow IB-E Extreme,,https://cdna.pcpartpicker.com/static/forever/images/product/e7ab9fff15137a523ec0b6d001e53aa8.256p.jpg,600 - 2500 RPM,21 - 45 dB,,,,0
CRYORIG H5 Universal,,https://cdna.pcpartpicker.com/static/forever/images/product/36a4c87601ce494316311aab7ab236f9.256p.jpg,700 - 1300 RPM,20 - 24 dB,,,,4.5
Evercool HPS-810CP,,https://cdna.pcpartpicker.com/static/forever/images/product/da12e00e52e5b506d6ee426a130fe3d1.256p.jpg,1500 - 4000 RPM,16.2 - 37.5 dB,,,,4
ARCTIC Alpine M1,,750,750 RPM,20.5 dB,,,,4
Enermax Liqmax II 120,,500,2000,500 - 2000 RPM,16 - 35 dB,120,120 mm,120 mm,4.5
ARCTIC Liquid Freezer 120,,500,1350,500 - 1350 RPM,120,120,120 mm,120 mm,4.5
Thermalright Le Grand Macho,,,,,,,,0
Silverstone NT08-115X,,https://cdna.pcpartpicker.com/static/forever/images/product/ff4df4a489ccae32b0364b75ba04c48f.256p.jpg,1200 - 3500 RPM,21.56 - 62.88 dB,,,,0
Deepcool CAPTAIN 240 EX,,https://cdna.pcpartpicker.com/static/forever/images/product/fc578509716c8ce20bde82c1684bbab4.256p.jpg,500 - 1800 RPM,17.6 - 31.3 dB,240,240 mm,240 mm,4.5
Deepcool Maelstrom 120T RF,,https://cdna.pcpartpicker.com/static/forever/images/product/d77598e11ed721898c123e9c87ac8942.256p.jpg,600 - 1800 RPM,17.8 - 34.1 dB,120,120 mm,120 mm,0
Cooler Master MasterAir MA610P,,https://cdna.pcpartpicker.com/static/forever/images/product/3d20c6aee6d673abe16af30bf0b9fafd.256p.jpg,1800 RPM,35 dB,Black,,,4
ARCTIC Freezer 33 eSports ONE (Black/White),,https://cdna.pcpartpicker.com/static/forever/images/product/6555227ff645b6b645a64bbf470b39f6.256p.jpg,200 - 1800 RPM,24.4 dB,Black / White,,,4.5
ID-COOLING FROSTFLOW+ 240 SNOW,,https://cdna.pcpartpicker.com/static/forever/images/product/d7674359b0a1a22bc1ab4102bb2d3ac8.256p.jpg,700 - 1500 RPM,18 - 26.4 dB,White,240 mm,240 mm,4
Gigabyte AORUS ATC700,,https://cdna.pcpartpicker.com/static/forever/images/product/8f60e4bea75c58a39663b4df76104449.256p.jpg,500 - 1700 RPM,12 - 31 dB,Black / Orange,,,4
Cooler Master MasterAir MA620P,275.3,https://cdna.pcpartpicker.com/static/forever/images/product/4fac2f9b09c673af00dff70b5ce5b170.256p.jpg,600 - 1800 RPM,31 dB,Black / Silver,,,4
CRYORIG M9 Plus,,https://cdna.pcpartpicker.com/static/forever/images/product/455b8ea506d03ddac24cae2cac53fc58.256p.jpg,600 - 2200 RPM,26.4 dB,Black / Silver,,,4.5
Cooler Master MasterLiquid ML360 RGB TR4 Edition,,https://cdna.pcpartpicker.com/static/forever/images/product/5ea69b0d36b4d7129fbc007687fe8543.256p.jpg,650 - 2000 RPM,6 - 30 dB,Black,360 mm,360 mm,5
ARCTIC Alpine AM4 LP,,100,2000,100 - 2000 RPM,Black / White,Black / White,,,0
CRYORIG C7G,,https://cdna.pcpartpicker.com/static/forever/images/product/3b392ae3245ee0aed19d2fb63eb9031a.256p.jpg,600 - 2500 RPM,30 dB,Black / Silver,,,4.5
GameMax Iceberg 240 ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/9960c43c68ed6ce5d07131b66d12a5b4.256p.jpg,1100 RPM,25 dB,Black,240 mm,240 mm,0
GameMax Iceberg 120 ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/18b3e6bb806babe5dccd0be9fbfe71b5.256p.jpg,1100 RPM,25 dB,Black,120 mm,120 mm,0
Deepcool GAMERSTORM CAPTAIN 240X,,https://cdna.pcpartpicker.com/static/forever/images/product/566432fc5b87625f1e895fabd8c15cf0.256p.jpg,500 - 1800 RPM,32.1 dB,Black,240 mm,240 mm,5
Deepcool GAMERSTORM CAPTAIN 240X WHITE,,https://cdna.pcpartpicker.com/static/forever/images/product/229f88c5d1c312dac5c98b7358398556.256p.jpg,500 - 1800 RPM,32.1 dB,White / Black,240 mm,240 mm,5
Deepcool GAMERSTORM CAPTAIN 360X WHITE,,https://cdna.pcpartpicker.com/static/forever/images/product/5071b9c9c3f4127fbdf2e57c2293cf11.256p.jpg,500 - 1800 RPM,32.1 dB,White / Black,360 mm,360 mm,4.5
Silverstone PF240-ARGB,84.99,https://cdna.pcpartpicker.com/static/forever/images/product/1845ba3d7237364cf69e7ce04b662226.256p.jpg,600 - 2200 RPM,7.4 - 35.6 dB,Black,240 mm,240 mm,4
Deepcool CASTLE 240EX WHITE,,https://cdna.pcpartpicker.com/static/forever/images/product/e3beee691704929456216065b523a51f.256p.jpg,500 - 1800 RPM,32.1 dB,White / Black,240 mm,240 mm,4.5
Deepcool CASTLE 280EX,,https://cdna.pcpartpicker.com/static/forever/images/product/62a622e106743d863790f9701e3707fc.256p.jpg,400 - 1600 RPM,39.8 dB,Black,280 mm,280 mm,4.5
ID-COOLING SE-914-XT,,600,2200,600 - 2200 RPM,Black / Gray,Black / Gray,,,4.5
Akasa K25,,https://cdna.pcpartpicker.com/static/forever/images/product/d052eea1e8edf8bf3b418196e26f1212.256p.jpg,600 - 3000 RPM,28.71 dB,,,,0
Alpenföhn Glacier Water 240,Add,https://cdna.pcpartpicker.com/static/forever/images/product/d7c21aa20de7e4392ee708c573b8f38e.256p.jpg,500 - 1600 RPM,23.5 dB,Black,240 mm,240 mm,0
Alpenföhn Glacier Water 240 High Speed,200.64,https://cdna.pcpartpicker.com/static/forever/images/product/098791b98bf7459610ce1e41e4c0e88b.256p.jpg,500 - 2200 RPM,36.8 dB,Black,240 mm,240 mm,0
GAMDIAS CHIONE E2,,1800,800 - 1800 RPM,Black,Black,120 mm,120 mm,0
GAMDIAS CHIONE M3,102.17,800,2000,800 - 2000 RPM,White,White,240 mm,240 mm,0
Asus TUF GAMING LC 240 RGB ZAKU II EDITION,,800,2000,800 - 2000 RPM,29 dB,Red / Black,240 mm,240 mm,0
ID-COOLING FROSTFLOW 240 XT SNOW,,https://cdna.pcpartpicker.com/static/forever/images/product/acb112cb4df04f3b1cfd8bb3a57be134.256p.jpg,700 - 1800 RPM,15.2 - 35.2 dB,White,240 mm,240 mm,0
In Win BR36,127,400,1800,400 - 1800 RPM,35.5 dB,Black / White,360 mm,360 mm,0
ARCTIC Freezer A35,84.02,https://cdna.pcpartpicker.com/static/forever/images/product/992e3ae1ab4140931cce18dc106c2e40.256p.jpg,200 - 1800 RPM,Black / White,Black / White,,,5
Enermax AQUAFUSION ADV 360,,https://cdna.pcpartpicker.com/static/forever/images/product/522217d5a8e4f820be08aafefd8bdfa1.256p.jpg,500 - 2000 RPM,15 - 32.6 dB,Black,360 mm,360 mm,0
Alphacool Eisbaer Extreme,216.6,https://cdna.pcpartpicker.com/static/forever/images/product/5a9a5770828416da229f487e4fbecf14.256p.jpg,1000 RPM,18.8 dB,Black,280 mm,280 mm,0
GAMDIAS CHIONE P3-240U,,800,2000,800 - 2000 RPM,10 - 31 dB,Black,240 mm,240 mm,4
Jonsbo HP400S,,https://cdna.pcpartpicker.com/static/forever/images/product/2b1e288601316f8f19b888a7be6429b8.256p.jpg,900 - 2800 RPM,20.2 - 34 dB,Blue / Silver,,,0
