name,price,image,fan_rpm,noise_level,color,radiator_size,size,rating
Fractal Design Celsius S36 Blackout,,https://cdna.pcpartpicker.com/static/forever/images/product/c9aebc15771ac48fd38e67ec847ca4c3.256p.jpg,500 - 2000 RPM,32.2 dB,Black,360 mm,360 mm,5
Deepcool GAMMAXX 400 EX,,https://cdna.pcpartpicker.com/static/forever/images/product/a18cf718a54ebd272edf9dff575578df.256p.jpg,500 - 1500 RPM,27.6 dB,Black,,,0
ID-COOLING SE-207-XT ADVANCED,,https://cdna.pcpartpicker.com/static/forever/images/product/4826b2545b3a310be3181662fe62d982.256p.jpg,700 - 1800 RPM,15.2 - 35.2 dB,,,,0
Phanteks Glacier One 360 T30 Gen2,388.42,https://cdna.pcpartpicker.com/static/forever/images/product/c15d4aa5798798c624d22b483f23223a.256p.jpg,1200 - 3000 RPM,11.1 - 39.7 dB,Black / Gray,360 mm,360 mm,0
ID-COOLING FROZN A400 ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/0da6251685795c16921c0e84d5be670b.256p.jpg,600 - 2200 RPM,25.8 dB,Black,,,0
Thermaltake TOUGHLIQUID 420 EX Pro ARGB Sync,121.87,https://cdna.pcpartpicker.com/static/forever/images/product/c6f74efb5dc1c10d48557b7842376b48.256p.jpg,500 - 2000 RPM,31.6 dB,Black,420 mm,420 mm,0
ID-COOLING SE-214-XT V2,,https://cdna.pcpartpicker.com/static/forever/images/product/8ff6b5e6e49d9bc907217f06ee555372.256p.jpg,300 - 2000 RPM,27.2 dB,Black / Silver,,,0
Thermaltake UX200 ARGB,31.9,https://cdna.pcpartpicker.com/static/forever/images/product/1d87a6d070c19217787815a75d76c8bd.256p.jpg,300 - 1500 RPM,26.33 dB,Black,,,3
Cooler Master MasterLiquid ML360 Sub-Zero,229.13,https://cdna.pcpartpicker.com/static/forever/images/product/e0712fe4ad5208d0765c03fe76f76ba7.256p.jpg,650 - 1900 RPM,8 - 26 dB,Black,360 mm,360 mm,0
Thermaltake CLP0607,,1000,2000,1000 - 2000 RPM,20 - 39.9 dB,,,,4.5
Xilence M403PRO,31.02,https://cdna.pcpartpicker.com/static/forever/images/product/ea3178cf96c4597df70e91feb7a9123f.256p.jpg,500 - 1800 RPM,14.2 - 25.6 dB,Red / Black,,,0
Thermaltake Floe Riing RGB 240 TT Premium Edition,104.98,https://cdna.pcpartpicker.com/static/forever/images/product/5ed857fe3daba5b1fd05de1d25e73f76.256p.jpg,500 - 1400 RPM,19.8 - 24.7 dB,240,240 mm,240 mm,4
Cougar Forza 50 Essential,,600,2000,600 - 2000 RPM,34.5 dB,Black / Silver,,,0
Cooler Master Hyper T4,,https://cdna.pcpartpicker.com/static/forever/images/product/4d58c487629ec1b501e8da5ae00c0832.med.256p.jpg,1800 RPM,15.1 - 31.6 dB,,,,4
Thermalright AXP-100,,900,2500,900 - 2500 RPM,22 - 30 dB,,,,0
Deepcool CAPTAIN 360,,https://cdna.pcpartpicker.com/static/forever/images/product/8dbebf5a4a571e4f26ad9390512e1149.256p.jpg,600 - 2200 RPM,17.6 - 39.29 dB,360,360 mm,360 mm,4.5
CRYORIG M9i,,https://cdna.pcpartpicker.com/static/forever/images/product/dd043782b9ddb767f5ecaeebeb1ad72d.256p.jpg,600 - 2200 RPM,26.4 dB,,,,4.5
Cooler Master Hyper 212 LED Turbo (Black),,https://cdna.pcpartpicker.com/static/forever/images/product/1cfa5394aded76ecec7668a6d50b3194.256p.jpg,600 - 1600 RPM,9 - 31 dB,,,,4.5
Cooler Master MasterAir MA410P,166.32,650,2000,650 - 2000 RPM,6 - 30 dB,,,,4.5
GameMax Iceberg 240,,https://cdna.pcpartpicker.com/static/forever/images/product/228d508232de5cde29ae7b95f5d7e2f1.256p.jpg,600 - 1800 RPM,25 - 32 dB,Black,240 mm,240 mm,0
Deepcool GAMMAXX GTE,,https://cdna.pcpartpicker.com/static/forever/images/product/ec6355a19672436f66437a40c5c8cfb0.256p.jpg,500 - 1500 RPM,27 dB,Black / Silver,,,4.5
Asus ROG STRIX LC 120 RGB,124.99,https://cdna.pcpartpicker.com/static/forever/images/product/ab44824b145b59071a50ff754b1dc552.256p.jpg,800 - 2500 RPM,37.6 dB,Black,120 mm,120 mm,5
Cooler Master MasterAIR G200P,84.99,https://cdna.pcpartpicker.com/static/forever/images/product/c5743893f0c92993a02dd61d3f195eb0.256p.jpg,800 - 2000 RPM,6 - 28 dB,Black / Silver,,,3
Enermax Liqmax III 360 ARGB,165,https://cdna.pcpartpicker.com/static/forever/images/product/bf5608dbc8dfdced660474b856e224f0.256p.jpg,500 - 1600 RPM,14 - 27 dB,Black,360 mm,360 mm,4
Cooler Master Hyper 212 LED Turbo White Edition,,https://cdna.pcpartpicker.com/static/forever/images/product/96a583c2559c54b1358546e847f987d5.256p.jpg,600 - 1600 RPM,9 - 31 dB,White,,,5
ID-COOLING SE-224-XT,,700,1800,700 - 1800 RPM,15.2 - 32.5 dB,Black,,,4.5
Phanteks Glacier One 240MPH,,https://cdna.pcpartpicker.com/static/forever/images/product/3af69ce5b6bc107e2eb062f95c79efcf.256p.jpg,500 - 2200 RPM,18 - 34.2 dB,White / Black,240 mm,240 mm,5
ID-COOLING ZOOMFLOW X,,700,1500,700 - 1500 RPM,18 - 26.4 dB,White,240 mm,240 mm,4
Thermalright Frost Spirit 140 V3 BLACK,,1500,1500 RPM,25.6 dB,Black,,,4
Vetroo U6 Pro,,https://cdna.pcpartpicker.com/static/forever/images/product/02b7826b490055dc815e7e7b33446f89.256p.jpg,700 - 1500 RPM,18.1 - 30.5 dB,Black,,,4.5
Gigabyte AORUS WATERFORCE 360,,https://cdna.pcpartpicker.com/static/forever/images/product/3f6f3ab6e605c0fbe91cb09d59f3be09.256p.jpg,950 - 2150 RPM,16.9 - 31 dB,Black,360 mm,360 mm,0
ID-COOLING ZOOMFLOW 360 XT,,https://cdna.pcpartpicker.com/static/forever/images/product/ac39c7cde00facda15dd461753f4766b.256p.jpg,500 - 1500 RPM,13.8 - 30.5 dB,Black,360 mm,360 mm,5
Deepcool AG500 WH ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/05ecc3639ae7229411c6b514e9387ff7.256p.jpg,300 - 1850 RPM,29.4 dB,White,,,4.5
Thermalright Frozen Vision 240,,https://cdna.pcpartpicker.com/static/forever/images/product/3938d2aca5b291915d70950ffb5f6e70.256p.jpg,2150 - 21500 RPM,27 dB,Black,240 mm,240 mm,0
Chillblast Cryo Storm,113.94,https://cdna.pcpartpicker.com/static/forever/images/product/a40560a206611449324921aef50edfc0.256p.jpg,500 - 3000 RPM,15 - 33.1 dB,Black,240 mm,240 mm,0
Silverstone NovaPeak 240,111.51,600,2200,600 - 2200 RPM,35.1 dB,Black,240 mm,240 mm,0
Sunbeam CR-CCTF,19.22,https://cdna.pcpartpicker.com/static/forever/images/product/1e86c94eda06c9369ab0f832aa489a2e.256p.jpg,1000 - 2000 RPM,16 - 20 dB,,,,0
Fractal Design Celsius+ S28 Prisma PWM ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/c816c7ddd77dd96bfb07cc1626f70ef4.256p.jpg,500 - 1700 RPM,34.1 dB,Black,280 mm,280 mm,4
Zalman CNPS20X,28.99,https://cdna.pcpartpicker.com/static/forever/images/product/11236f9d033c7ee8802447c0dae3db55.256p.jpg,800 - 1500 RPM,29 dB,Black / Silver,,,0
Jonsbo HX6250,95.83,https://cdna.pcpartpicker.com/static/forever/images/product/635c74773b116c7eff7aa830b3a74710.256p.jpg,400 - 1800 RPM,28 - 38 dB,Black,,,5
Silverstone NT07-AM2,21.28,1500,2500,1500 - 2500 RPM,15 - 25 dB,,,,0
Asus ROG Strix LC 240,,https://cdna.pcpartpicker.com/static/forever/images/product/1e598317057912fa7cbc429221a41026.256p.jpg,800 - 2500 RPM,37.6 dB,Black,240 mm,240 mm,5
Enermax ETS-T50 AXE ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/96652f51aeefa4b98af2d67681958869.256p.jpg,500 - 1600 RPM,14 - 24 dB,White,,,4.5
Cooler Master Hyper TX3,,https://cdna.pcpartpicker.com/static/forever/images/product/cf3a72593b16cf8fda76564c62ba1d93.256p.jpg,800 - 2800 RPM,17 - 35 dB,,,,4
Cooler Master Seidon 120M,,600,2400,600 - 2400 RPM,19 - 40 dB,120,120 mm,120 mm,4.5
Corsair H90,,1500,1500 RPM,35 dB,140,140 mm,140 mm,4
Titan TTC-NC95TZ(RB),,150,1500,150 - 1500 RPM,28.6 dB,,,,4
Corsair H105,,800,2700,800 - 2700 RPM,37.7 dB,240,240 mm,240 mm,4.5
RAIJINTEK TRITON GREEN,,https://cdna.pcpartpicker.com/static/forever/images/product/9957e85a46b9417ae647428a00fe2442.256p.jpg,1000 - 2600 RPM,21.6 - 36.6 dB,240,240 mm,240 mm,3
Cooler Master Hyper 103,,800,2200,800 - 2200 RPM,17 - 30 dB,,,,4
Enermax LIQTECH TR4 II 360,,https://cdna.pcpartpicker.com/static/forever/images/product/d1755898de79fbe4a30318ed91e4d354.256p.jpg,500 - 2300 RPM,14 - 28 dB,Black,360 mm,360 mm,4
Asus ROG RYUO 120 RGB,239,https://cdna.pcpartpicker.com/static/forever/images/product/861f34a66801d528df38bac737f7d327.256p.jpg,800 - 2500 RPM,37 dB,Black,120 mm,120 mm,4
ARCTIC Freezer 34 CO,,https://cdna.pcpartpicker.com/static/forever/images/product/6c2ed7f0696b9e6b9f7accec2691f33a.256p.jpg,200 - 1800 RPM,Black / Silver,Black / Silver,,,4.5
Thermalright AXP-100 Full Copper,,900,2500,900 - 2500 RPM,Orange,Orange,,,4.5
Deepcool CASTLE 360EX WHITE,,https://cdna.pcpartpicker.com/static/forever/images/product/5f7a4f6e6b497e081b617942c5df189e.256p.jpg,500 - 1800 RPM,32.1 dB,White / Black,360 mm,360 mm,4.5
be quiet! Pure Loop 120,62.49,https://cdna.pcpartpicker.com/static/forever/images/product/8d457a5d5f306108e44f1b0fa8cfeda8.256p.jpg,18.9,36.1,18.9 - 36.1 dB,Black,120 mm,120 mm,4
Deepcool CASTLE 360EX RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/43e9e7e89107e40e0f531f62bda0dc35.256p.jpg,500 - 1800 RPM,35 dB,Black,360 mm,360 mm,5
Phanteks Glacier One 360MPH,330,https://cdna.pcpartpicker.com/static/forever/images/product/f02077eb725d937ab8b105fed8c73e84.256p.jpg,500 - 2200 RPM,18 - 34.2 dB,White,360 mm,360 mm,5
Iceberg Thermal IceFLOE T65,,https://cdna.pcpartpicker.com/static/forever/images/product/54f4ec87536508efaad874110c6b4930.256p.jpg,1000 - 3000 RPM,31.5 dB,Silver / Teal,,,0
Cooler Master MasterAir MA624 Stealth,195.49,https://cdna.pcpartpicker.com/static/forever/images/product/8e7643f1b312b88f2f87384ffddb949b.256p.jpg,650 - 1400 RPM,10 - 27 dB,Black,,,0
MSI MPG CORELIQUID K240 V2,156.38,https://cdna.pcpartpicker.com/static/forever/images/product/71dd94e5068cc397e8309c6476ba6fe5.256p.jpg,39.9,39.9 dB,Black,240 mm,240 mm,0
Thermaltake TH240 ARGB Sync,83.6,"https://cdna.pcpartpicker.com/static/forever/images/product/b8acde12de94203ad5783f69b8821f14.256p.jpg",1500 RPM,28.2 dB,White,240 mm,240 mm,0
Thermalright Frozen Magic 360,,1500,1500 RPM,25.6 dB,Black,360 mm,360 mm,0
Xilence M705D,70.16,700,1600,700 - 1600 RPM,18 - 32.5 dB,Black,,,0
Enermax LIQMAXFLO SR 120,95.27,500,1800,500 - 1800 RPM,23.46 dB,Black,120 mm,120 mm,0
Silverstone IceMyst 360,149.99,https://cdna.pcpartpicker.com/static/forever/images/product/3ae398d8c04d2f6c39217d6bb7a315cc.256p.jpg,500 - 2200 RPM,12.1 - 33.1 dB,Silver / Black,360 mm,360 mm,5
Antec FrigusAir 400 RGB,105.28,https://cdna.pcpartpicker.com/static/forever/images/product/0bcd1189641b121518b8c1737eb3a538.256p.jpg,800 - 1600 RPM,20 - 36 dB,Black / Silver,,,0
Jonsbo CR-3000E ARGB,,600,1600,600 - 1600 RPM,22 - 34 dB,Black,,,0
ARCTIC Freezer 36-S A-RGB,20.69,https://cdna.pcpartpicker.com/static/forever/images/product/24473f1b8e3c911921f360dd915bb304.256p.jpg,600 - 3000 RPM,,Black,,,0
Antec A40PRO,61.79,https://cdna.pcpartpicker.com/static/forever/images/product/6c8f8675884e4c4003d5a66d8bf99faa.256p.jpg,800 - 2200 RPM,16 - 23 dB,,,,5
Dynatron R15,48.95,,,,,,,0
Thermaltake TH240 V2 Ultra EX ARGB Sync,94.61,,,Black,Black,240 mm,240 mm,0
MSI MPG CORELIQUID D240,184.99,https://cdna.pcpartpicker.com/static/forever/images/product/104ca9a1a3e9d9ca8e7f850cc825d2c4.256p.jpg,,Black,Black,240 mm,240 mm,0
Jonsbo HX6280,59.99,https://cdna.pcpartpicker.com/static/forever/images/product/0144e280615567f7cf1e30c57d7edd28.256p.jpg,800 - 2200 RPM,18.2 - 32.1 dB,Black,,,0
TEAMGROUP SIREN GD360E,,600,2200,600 - 2200 RPM,14.3 - 35.6 dB,Black,360 mm,360 mm,0
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync,120.52,https://cdna.pcpartpicker.com/static/forever/images/product/c9079244083d5b64e2b29f70173608e5.256p.jpg,500 - 2000 RPM,22.6 dB,Black,360 mm,360 mm,0
Thermaltake Floe Riing RGB 280 TT Premium Edition,131.96,https://cdna.pcpartpicker.com/static/forever/images/product/37e681f2b6e4bb45bfa34e10ec909167.256p.jpg,500 - 1400 RPM,19.8 - 27.2 dB,280,280 mm,280 mm,4
Cooler Master MasterAir G100M RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/5500b63f5ee2a70a8466fe8dae5cc81a.256p.jpg,600 - 2400 RPM,30 dB,Black / Multicolor,,,4
Cooler Master MasterLiquid ML240P Mirage,256.41,https://cdna.pcpartpicker.com/static/forever/images/product/383c36908955e3164fdc12291538c3f1.256p.jpg,2000 RPM,27 dB,Black,240 mm,240 mm,3
Noctua NH-C14,,https://cdna.pcpartpicker.com/static/forever/images/product/da11417237d9e404a5c1a71c2a616e3e.256p.jpg,750 - 1200 RPM,10.1 - 19.6 dB,,,,4.5
Cooler Master Hyper D92,,https://cdna.pcpartpicker.com/static/forever/images/product/f44957ac75c9ecd4e2e0d07be0d9642c.med.256p.jpg,800 - 2800 RPM,18 - 33 dB,,,,4
Corsair H110i GT,,2100,2100 RPM,43 dB,280,280 mm,280 mm,4
NZXT Kraken X52 Rev 2,,500,2000,500 - 2000 RPM,21 - 36 dB,240,240 mm,240 mm,4.5
Deepcool GAMMAXX GT,,https://cdna.pcpartpicker.com/static/forever/images/product/16285f8da8bcae04e8fcaba8d0d78d7c.256p.jpg,500 - 1500 RPM,17.8 - 29.5 dB,,,,4.5
ID-COOLING FROSTFLOW+ 240,,https://cdna.pcpartpicker.com/static/forever/images/product/db09b1e4a7c6a33ff799f68598c7e92f.256p.jpg,700 - 1800 RPM,18 - 35.2 dB,Black / White,240 mm,240 mm,0
Aerocool P7-L240,,600,1800,600 - 1800 RPM,10.5 - 31.8 dB,Black,240 mm,240 mm,5
SilentiumPC Spartan 3 LT HE1012,,800,2000,800 - 2000 RPM,Black / Silver,Black / Silver,,,0
Rosewill PB120,,https://cdna.pcpartpicker.com/static/forever/images/product/6b333c049d812ff8750f698fb5ec3d9f.256p.jpg,600 - 1800 RPM,34.1 dB,Black,120 mm,120 mm,0
Fractal Design Celsius+ S36 Prisma PWM ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/1ae9b0d35fc86b81d0b5d748ef46eb0f.256p.jpg,500 - 2000 RPM,32.7 dB,Black,360 mm,360 mm,5
Deepcool CASTLE 120R,,https://cdna.pcpartpicker.com/static/forever/images/product/a3aa19d6a4e092c38761686a49340014.256p.jpg,500 - 1800 RPM,32 dB,Black,120 mm,120 mm,0
Alpenföhn Glacier Water High Speed 240,109.99,https://cdna.pcpartpicker.com/static/forever/images/product/a5844314f57079cdb17fb84a707e8658.256p.jpg,500 - 2200 RPM,36.8 dB,White,240 mm,240 mm,0
Scythe Mugen 5 Rev.C,,300,1500,300 - 1500 RPM,4 - 28.6 dB,Black / Silver,,,5
ID-COOLING ZOOMFLOW 240 XT SNOW,,https://cdna.pcpartpicker.com/static/forever/images/product/46546b24730a0172b58a9b29afd0706e.256p.jpg,500 - 1500 RPM,13.8 - 30.5 dB,White,240 mm,240 mm,4
MSI MAG CORELIQUID C240 EVA e-PROJECT,,https://cdna.pcpartpicker.com/static/forever/images/product/75bd55f889fba20a3e31d24878d83ec6.256p.jpg,500 - 2000 RPM,14.3 - 34.3 dB,Black,240 mm,240 mm,0
Deepcool AS500 PLUS WH,,https://cdna.pcpartpicker.com/static/forever/images/product/d9d9fab7d14f042b5bb77b38723085fe.256p.jpg,500 - 1200 RPM,31.5 dB,White / Silver,,,5
Montech METAL DT24 PREMIUM,120.98,https://cdna.pcpartpicker.com/static/forever/images/product/34a88647085222ec46b1fb9465482576.256p.jpg,800 - 1950 RPM,26 dB,Black / Silver,,,4.5
Phanteks Glacier One 240 T30 Gen2,,https://cdna.pcpartpicker.com/static/forever/images/product/18fd64074d82b66030614ec06573f7b7.256p.jpg,1200 - 3000 RPM,11.1 - 39.7 dB,Black / Gray,240 mm,240 mm,4
Silverstone IceMyst 420,187.56,https://cdna.pcpartpicker.com/static/forever/images/product/7c6a674b7d9388645b7fda8ef7e1acd2.256p.jpg,400 - 1750 RPM,13.3 - 30.8 dB,Silver / Black,420 mm,420 mm,0
FSP Group NP5 ARGB,,800,1600,800 - 1600 RPM,28 dB,Black / Silver,,,0
FSP Group MP7 ARGB,54.99,800,1800,800 - 1800 RPM,32 dB,Black / Silver,,,0
Zalman Alpha2 DS A36,102.77,https://cdna.pcpartpicker.com/static/forever/images/product/28dbe7e804e260f2041dc2ec69ad7fac.256p.jpg,600 - 2000 RPM,29.7 dB,Black,360 mm,360 mm,0
RAIJINTEK Orcus 140 RGW,108.93,https://cdna.pcpartpicker.com/static/forever/images/product/0e033730a60548e42e49c9cbcd5d9095.256p.jpg,400 - 1800 RPM,28 dB,Black,140 mm,140 mm,0
Dynatron A49,60.28,800,1800,800 - 1800 RPM,10.8 - 21.3 dB,Silver,,,5
ARCTIC Freezer A35 CO,76.06,https://cdna.pcpartpicker.com/static/forever/images/product/078851f1ba4d5e1aaced6c65dc62c59e.256p.jpg,200 - 1800 RPM,Black / Silver,Black / Silver,,,4
Jonsbo CR-1000 EVO Color White,24.99,https://cdna.pcpartpicker.com/static/forever/images/product/38101037d0e40f4127b5baabc16d612e.256p.jpg,600 - 1500 RPM,22 - 32 dB,White,,,2
Jonsbo PISA A5,,https://cdna.pcpartpicker.com/static/forever/images/product/c93923174b3c05e7aa666b76c79817bb.256p.jpg,800 - 1850 RPM,36.8 dB,White,,,0
Sapphire NITRO+ S360-A,,https://cdna.pcpartpicker.com/static/forever/images/product/e35e1e22ff43c34d06f204f770533eab.256p.jpg,405 - 2400 RPM,17.9 - 36.2 dB,Black / Silver,360 mm,360 mm,0
Phanteks PH-TC12ST4_DBK01,,https://cdna.pcpartpicker.com/static/forever/images/product/df93ce477ce0765ece004b737758b7a7.256p.jpg,400 - 2000 RPM,35.7 dB,,,,0
Phanteks PH-TC12ST5_DBK01,,https://cdna.pcpartpicker.com/static/forever/images/product/1943879f9ed6319bade55ef6d3ad82b3.256p.jpg,400 - 2000 RPM,35.7 dB,,,,0
iTek Hydro Cube,,2000,2000 RPM,31.6 dB,White,240 mm,240 mm,0
Mars Gaming MCPU-X5,,800,2000,800 - 2000 RPM,9 - 28 dB,Black,,,0
Rosewill RCX-Z90-CP,,600,3000,600 - 3000 RPM,13.5 - 26.5 dB,,,,5
Prolimatech PRO-SAM17,,https://cdna.pcpartpicker.com/static/forever/images/product/8d5102240056afa9207856348bc9f986.256p.jpg,,,,,,4.5
RAIJINTEK TRITON,,https://cdna.pcpartpicker.com/static/forever/images/product/1cbf947a0309875dac9e80b3bd97c26c.256p.jpg,1000 - 2600 RPM,21.6 - 36.6 dB,240,240 mm,240 mm,2
Cooler Master Nepton 240M,,https://cdna.pcpartpicker.com/static/forever/images/product/31c24a72bb6d1d997d1a2442b7159c15.256p.jpg,2400 RPM,6.5 - 27 dB,240,240 mm,240 mm,4.5
Alpenföhn Brocken 3,,https://cdna.pcpartpicker.com/static/forever/images/product/1ddc39b750eb63fb5f09b750ffa1cf50.256p.jpg,400 - 1050 RPM,22 dB,Black,,,0
Deepcool Gamerstorm Captain 240 PRO,,https://cdna.pcpartpicker.com/static/forever/images/product/5927e872f1f2947b0213ab13429457c5.256p.jpg,500 - 1800 RPM,30 dB,Black,240 mm,240 mm,4.5
Zalman CNPS16X,42.76,https://cdna.pcpartpicker.com/static/forever/images/product/13800c4324866f3815fee11c23546194.256p.jpg,800 - 1500 RPM,27 dB,White,,,4
Alpenföhn Glacier Water High Speed 360,206.33,https://cdna.pcpartpicker.com/static/forever/images/product/b475b2dc6625754d4f0b764363be225d.256p.jpg,500 - 2200 RPM,36.8 dB,White,360 mm,360 mm,0
Asus TUF Gaming LC 120 RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/b583e238ca990cc04e5f90d4a8b5a01f.256p.jpg,800 - 2000 RPM,Black,Black,120 mm,120 mm,5
Asus TUF Gaming LC 120 ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/bbdb46ebccbe24c69508aaad308d57aa.256p.jpg,800 - 2000 RPM,Black,Black,120 mm,120 mm,0
ID-COOLING SE-904-XT SLIM,,https://cdna.pcpartpicker.com/static/forever/images/product/97e1c2f31d70e45e6aded55332d549f2.256p.jpg,600 - 2200 RPM,14 - 25.8 dB,,,,0
Deepcool GAMMAXX 400 XT,,https://cdna.pcpartpicker.com/static/forever/images/product/5ea3289bf9685268b824cec2e7190681.256p.jpg,500 - 1500 RPM,27 dB,Black,,,0
Gelid Solutions Liquid 240,,750,1800,750 - 1800 RPM,29.6 dB,Black,240 mm,240 mm,0
ID-COOLING FX360 ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/6d0ddf4674f36d5bc37426c5bb41d4d0.256p.jpg,500 - 1800 RPM,35.2 dB,Black,360 mm,360 mm,0
Deepcool AG620 Digital,,300,1950,300 - 1950 RPM,29.4 dB,Black / Silver,,,0
MSI MAG CORELIQUID E360 MONSTER HUNTER EDITION,,https://cdna.pcpartpicker.com/static/forever/images/product/961d28810410ffec1a45000210d2797d.256p.jpg,,Black,Black,360 mm,360 mm,0
Xilence M403PRO.ARGB,33.26,https://cdna.pcpartpicker.com/static/forever/images/product/4e0f53ff9df8c182469f684a331f678d.256p.jpg,500 - 1800 RPM,14.2 - 25.6 dB,Black / Silver,,,0
Silverstone PF240-ARGB V2,,https://cdna.pcpartpicker.com/static/forever/images/product/3f90b31c9dcd5658fada0f4a2fd5ee4e.256p.jpg,600 - 2200 RPM,7.4 - 35.6 dB,Black,240 mm,240 mm,0
Silverstone PF360-ARGB V2,125.99,https://cdna.pcpartpicker.com/static/forever/images/product/906f1b88d03f6dcd12f4419710523a6e.256p.jpg,600 - 2200 RPM,7.4 - 35.6 dB,White,360 mm,360 mm,0
ALPHAGEAR AirChill PRISM 60DXD PRO,,https://cdna.pcpartpicker.com/static/forever/images/product/cb7f35e4d011ba655d517cc908bc0aa2.256p.jpg,800 - 1800 RPM,33.1 dB,Black,,,0
Dynatron R8,42.95,,,,,,,0
Mars Gaming MCPU-XU9,58.4,https://cdna.pcpartpicker.com/static/forever/images/product/1664ad2382546023da08d7de555b8745.256p.jpg,800 - 2000 RPM,9 - 23 dB,White,,,0
Phanteks GLACIER ONE 240D30,,https://cdna.pcpartpicker.com/static/forever/images/product/e0fd110486fc6aaebe99a611f158ec5b.256p.jpg,250 - 2000 RPM,30.2 dB,White,240 mm,240 mm,0
Jonsbo CR-1400 EVO ARGB White,,https://cdna.pcpartpicker.com/static/forever/images/product/449444305d5a7f3110ac9a32c188c4ff.256p.jpg,800 - 2200 RPM,22.3 - 33.8 dB,White,,,3
YEYIAN VATN ARGB 360,109.99,https://cdna.pcpartpicker.com/static/forever/images/product/5e9eb7cf9ab5e2d738ca9b3d4af0fe2d.256p.jpg,800 - 2000 RPM,25 - 32 dB,Black,360 mm,360 mm,0
Corsair H100i GTX,,https://cdna.pcpartpicker.com/static/forever/images/product/44984054ee6f3d41a7d85a8c7f05f9ee.256p.jpg,2435 RPM,37.7 dB,240,240 mm,240 mm,4.5
YEYIAN VATN 120 ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/79cc38f397c0a4856c91117fbbaa28d1.256p.jpg,800 - 2000 RPM,25 - 32 dB,Black,120 mm,120 mm,0
Xilence I404T,30.8,https://cdna.pcpartpicker.com/static/forever/images/product/77b94a2914fa6e23b2dd2f71844c594a.256p.jpg,600 - 2200 RPM,14 - 21.8 dB,Red / Black,,,0
Zalman CNPS9700 LED,,1250,2800,1250 - 2800 RPM,19.5 - 35 dB,,,,4.5
StarTech FAN7751U,,https://cdna.pcpartpicker.com/static/forever/images/product/756d8408dc9b3a79bd6034692df5e530.256p.jpg,4500 RPM,39 dB,,,,0
ARCTIC Freezer 13 Pro,,300,1350,300 - 1350 RPM,,,,,3.5
Corsair H50,,https://cdna.pcpartpicker.com/static/forever/images/product/c8f84d0425043fd2c4da9077dec838a6.256p.jpg,1700 RPM,30.32 dB,120,120 mm,120 mm,4.5
NZXT Kraken X40,,800,2000,800 - 2000 RPM,21 - 37 dB,140,140 mm,140 mm,4.5
Dynatron R25,44.95,https://cdna.pcpartpicker.com/static/forever/images/product/eee17dd08a49ec5885c3e8593b20e809.med.256p.jpg,1000 - 7000 RPM,21.5 - 59.14 dB,,,,3
Thermalright TRUE Spirit 120M(BW) Rev.A,,600,1300,600 - 1300 RPM,25.4 dB,,,,5
Cooler Master Nepton 120XL,,https://cdna.pcpartpicker.com/static/forever/images/product/c3389deb17c11def3b46f696b08c3c1e.med.256p.jpg,2400 RPM,6.5 - 27 dB,120,120 mm,120 mm,4.5
CRYORIG M9a,,https://cdna.pcpartpicker.com/static/forever/images/product/fbd814f76856756dbfeefe36e119f42a.256p.jpg,600 - 2200 RPM,26.4 dB,,,,5
Antec C400,,https://cdna.pcpartpicker.com/static/forever/images/product/effe6f5707bb2aec52589381afb577ac.256p.jpg,800 - 1900 RPM,20.3 - 34.5 dB,,,,0
Deepcool GAMMAXX 400 White,,900,1500,900 - 1500 RPM,17.8 - 30 dB,White,,,4.5
Deepcool Castle 240 RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/675036636704a5532fbc94c31fbb7169.256p.jpg,500 - 1800 RPM,17.8 - 30 dB,Black,240 mm,240 mm,4.5
Deepcool GAMMAXX L120,,https://cdna.pcpartpicker.com/static/forever/images/product/4b277c56c529f7ee256fc8b5f8902f5d.256p.jpg,500 - 1800 RPM,17.8 dB,Black,120 mm,120 mm,4
Fractal Design Celsius+ S24 Dynamic X2 PWM,,https://cdna.pcpartpicker.com/static/forever/images/product/529aaa9ce6a2a5abd071e47a600170bf.256p.jpg,500 - 2000 RPM,32.2 dB,Black,240 mm,240 mm,4.5
Thermaltake Floe DX RGB 240 TT Premium Edition,189.99,https://cdna.pcpartpicker.com/static/forever/images/product/5e54f319d628a8af92c45af80289bc00.256p.jpg,500 - 1500 RPM,19 - 23.9 dB,Black / Gray,240 mm,240 mm,0
darkFlash Shadow PWM,,800,2500,800 - 2500 RPM,29.6 dB,Black,,,3
ARCTIC Freezer i13 X,29.99,https://cdna.pcpartpicker.com/static/forever/images/product/49f72b50ac4182e8db6674a76ea98cf0.256p.jpg,300 - 2000 RPM,Black / White,Black / White,,,5
