web_scraper_order,web_scraper_start_url,pagination,name,capacity,interface,rating,price,price2,price_gb,cache,name3,type,form_factor,price3,price4,capacity2,price_gb2,type2,form_factor2,interface2,cache2,name2,name4
"1784217497-1962","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Samsung Spinpoint M7E","Capacity250 GB","InterfaceSATA 3.0 Gb/s","(1)","Add","","Price / GB","Cache8 MB","(1)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217497-1975","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Hitachi Deskstar","Capacity1 TB","InterfaceSATA 3.0 Gb/s","(3)","Add","","Price / GB","Cache32 MB","(3)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41VnoBYjdtL.jpg","https://m.media-amazon.com/images/I/41VnoBYjdtL.jpg"
"1784217497-1976","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Samsung Spinpoint M5","Capacity160 GB","InterfacePATA 44-Pin 100","(0)","Add","","Price / GB","Cache8 MB","(0)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217497-1977","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital Caviar Green","Capacity2 TB","InterfaceSATA 3.0 Gb/s","(1)","Add","","Price / GB","Cache32 MB","(1)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217497-1978","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Seagate BarraCuda","Capacity1.5 TB","InterfaceSATA 3.0 Gb/s","(8)","Add","","Price / GB","Cache32 MB","(8)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51b8v0qs8fL.jpg","https://m.media-amazon.com/images/I/51b8v0qs8fL.jpg"
"1784217497-1979","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Seagate BarraCuda","Capacity750 GB","InterfaceSATA 3.0 Gb/s","(5)","£121.21Add","","Price / GB£0.162","Cache32 MB","(5)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217497-1980","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital Caviar Blue","Capacity250 GB","InterfacePATA 100","(1)","£80.29Add","","Price / GB£0.321","Cache8 MB","(1)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41TLcIiWnHL.jpg","https://m.media-amazon.com/images/I/41TLcIiWnHL.jpg"
"1784217497-1982","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital AV-GP","Capacity1.5 TB","InterfaceSATA 3.0 Gb/s","(1)","Add","","Price / GB","Cache64 MB","(1)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51yl2DEVzkL.jpg","https://m.media-amazon.com/images/I/51yl2DEVzkL.jpg"
"1784217497-1983","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital RE4-GP","Capacity1.5 TB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217497-1984","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital Caviar Blue","Capacity320 GB","InterfaceSATA 6.0 Gb/s","(13)","Add","","Price / GB","Cache16 MB","(13)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/61dWQ-61VmL.jpg","https://m.media-amazon.com/images/I/61dWQ-61VmL.jpg"
"1784217497-1985","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital Caviar Blue","Capacity750 GB","InterfaceSATA 6.0 Gb/s","(4)","£95.51Add","","Price / GB£0.127","Cache32 MB","(4)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51fy1j4TtYL.jpg","https://m.media-amazon.com/images/I/51fy1j4TtYL.jpg"
"1784217497-1998","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital Caviar Green","Capacity3 TB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51ZLlqd0b0L.jpg","https://m.media-amazon.com/images/I/51ZLlqd0b0L.jpg"
"1784217497-2006","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital Caviar Green","Capacity2.5 TB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://images-na.ssl-images-amazon.com/images/I/514ZHp5skvL.jpg","https://images-na.ssl-images-amazon.com/images/I/514ZHp5skvL.jpg"
"1784217497-2013","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Samsung Spinpoint F4EG","Capacity1.5 TB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache32 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://images-na.ssl-images-amazon.com/images/I/414RnfC05TL.jpg","https://images-na.ssl-images-amazon.com/images/I/414RnfC05TL.jpg"
"1784217497-2014","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Hitachi 0Y30051","Capacity160 GB","InterfaceSATA 3.0 Gb/s","(1)","Add","","Price / GB","Cache8 MB","(1)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://images-na.ssl-images-amazon.com/images/I/41Z%2Bd4lPvZL.jpg","https://images-na.ssl-images-amazon.com/images/I/41Z%2Bd4lPvZL.jpg"
"1784217497-2015","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Seagate Momentus 7200.4","Capacity320 GB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache16 MB","(0)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217497-2016","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Seagate Constellation.2","Capacity250 GB","InterfaceSATA 6.0 Gb/s","(1)","£72.00Add","","Price / GB£0.288","Cache64 MB","(1)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/6bf68ff8bd51c260ce20265c4ba7c5a9.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6bf68ff8bd51c260ce20265c4ba7c5a9.256p.jpg"
"1784217497-2017","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Seagate Momentus 7200.4","Capacity250 GB","InterfaceSATA 3.0 Gb/s","(1)","Add","","Price / GB","Cache16 MB","(1)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://images-na.ssl-images-amazon.com/images/I/51ZUAGyhrhL.jpg","https://images-na.ssl-images-amazon.com/images/I/51ZUAGyhrhL.jpg"
"1784217497-2018","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Seagate EE25.2","Capacity40 GB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache8 MB","(0)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217497-2026","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Toshiba MK1656GSY","Capacity160 GB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache16 MB","(0)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://images-na.ssl-images-amazon.com/images/I/41RjoEEMhWL.jpg","https://images-na.ssl-images-amazon.com/images/I/41RjoEEMhWL.jpg"
"1784217497-2027","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Toshiba MK5061GSYN","Capacity500 GB","InterfaceSATA 3.0 Gb/s","(2)","£99.00Add","","Price / GB£0.198","Cache16 MB","(2)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51fj-F5CcoL.jpg","https://m.media-amazon.com/images/I/51fj-F5CcoL.jpg"
"1784217497-2028","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Toshiba MK5056GSY","Capacity500 GB","InterfaceSATA 3.0 Gb/s","(2)","Add","","Price / GB","Cache16 MB","(2)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217497-2029","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Toshiba MK5076GSX","Capacity500 GB","InterfaceSATA 3.0 Gb/s","(2)","Add","","Price / GB","Cache8 MB","(2)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41IouZ7epYL.jpg","https://m.media-amazon.com/images/I/41IouZ7epYL.jpg"
"1784217497-2031","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital Scorpio Blue","Capacity1 TB","InterfaceSATA 3.0 Gb/s","(2)","Add","","Price / GB","Cache8 MB","(2)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217497-2035","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital VelociRaptor","Capacity300 GB","InterfaceSATA 6.0 Gb/s","(5)","£129.74Add","","Price / GB£0.432","Cache32 MB","(5)","Type10000 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51MsxVILk6L.jpg","https://m.media-amazon.com/images/I/51MsxVILk6L.jpg"
"1784217497-2036","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Hitachi Travelstar Z5K320","Capacity160 GB","InterfaceSATA 3.0 Gb/s","(1)","Add","","Price / GB","Cache8 MB","(1)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/213T275V--L.jpg","https://m.media-amazon.com/images/I/213T275V--L.jpg"
"1784217497-2041","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital Caviar Green","Capacity2.5 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/0dbaa03abf0ec23faea1a4c627237f11.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/0dbaa03abf0ec23faea1a4c627237f11.256p.jpg"
"1784217497-2042","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Hitachi Deskstar 7K1000.D","Capacity1 TB","InterfaceSATA 6.0 Gb/s","(5)","Add","","Price / GB","Cache32 MB","(5)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51c355apQFL.jpg","https://m.media-amazon.com/images/I/51c355apQFL.jpg"
"1784217497-2043","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital VelociRaptor","Capacity150 GB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache32 MB","(0)","Type10000 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/516Xji7NQoL.jpg","https://m.media-amazon.com/images/I/516Xji7NQoL.jpg"
"1784217497-2044","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Western Digital AV-25","Capacity500 GB","InterfaceSATA 3.0 Gb/s","(1)","£65.00Add","","Price / GB£0.130","Cache16 MB","(1)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://images-na.ssl-images-amazon.com/images/I/519GYksaOtL.jpg","https://images-na.ssl-images-amazon.com/images/I/519GYksaOtL.jpg"
"1784217497-2045","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=38","Toshiba MK6461GSYN","Capacity640 GB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache16 MB","(0)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217508-2068","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Seagate IronWolf NAS","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type5900 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217508-2070","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Toshiba X300 Pro","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/411j1wspvAL.jpg","https://m.media-amazon.com/images/I/411j1wspvAL.jpg"
"1784217508-2078","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Seagate Exos 7E10 512e/4Kn","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Out of stock£251.47Add","Out of stock£251.47","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","Out of stock","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/3a9d75be0c9602f7ac4c34f0d8235f29.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3a9d75be0c9602f7ac4c34f0d8235f29.256p.jpg"
"1784217508-2079","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Seagate Exos 7E10 512e/4Kn","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/ebb301af1b98908c41af5b3e2698facb.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ebb301af1b98908c41af5b3e2698facb.256p.jpg"
"1784217508-2093","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Toshiba V300","Capacity500 GB","InterfaceSATA 6.0 Gb/s","(0)","£68.13Add","","Price / GB£0.136","Cache","(0)","Type5700 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/b8144da8bf1801cf21a193bf4e7c1a9f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b8144da8bf1801cf21a193bf4e7c1a9f.256p.jpg"
"1784217508-2099","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Toshiba N300","Capacity14 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache512 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/39c29122c62d152f962c9f115d4e7523.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/39c29122c62d152f962c9f115d4e7523.256p.jpg"
"1784217508-2100","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Toshiba X300","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(1)","£385.84Add","","Price / GB£0.064","Cache256 MB","(1)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/1b4ffd70339576c06b556fccedb92d91.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1b4ffd70339576c06b556fccedb92d91.256p.jpg"
"1784217508-2101","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Toshiba X300","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(1)","Out of stock£310.95Add","Out of stock£310.95","Price / GB","Cache256 MB","(1)","Type7200 RPM","Form Factor3.5""","Add","Out of stock","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/77dddbf92e0e37a3cccbf183abcb4c31.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/77dddbf92e0e37a3cccbf183abcb4c31.256p.jpg"
"1784217508-2102","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Toshiba MG08","Capacity16 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache512 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/d5f034c28d8b789319398a564176f393.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d5f034c28d8b789319398a564176f393.256p.jpg"
"1784217508-2103","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Toshiba MG08","Capacity16 TB","InterfaceSATA 6.0 Gb/s","(1)","Add","","Price / GB","Cache512 MB","(1)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217508-2107","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Seagate Exos X16","Capacity14 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217508-2141","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Toshiba MG09 4Kn SED","Capacity14 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache512 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217508-2142","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=36","Toshiba MG09 512e SED","Capacity12 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache512 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217520-2154","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Western Digital Gold","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","£424.27Add","","Price / GB£0.053","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41iIAlw7L8L.jpg","https://m.media-amazon.com/images/I/41iIAlw7L8L.jpg"
"1784217520-2166","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Western Digital WD Red Pro","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","£735.53Add","","Price / GB£0.092","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/e35346b54d298dd44b751b74ff306ed3.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e35346b54d298dd44b751b74ff306ed3.256p.jpg"
"1784217520-2180","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Toshiba X300","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(4)","Add","","Price / GB","Cache128 MB","(4)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/bcd622deb79c7d1dac79926b0c40b185.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/bcd622deb79c7d1dac79926b0c40b185.256p.jpg"
"1784217520-2181","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Toshiba MD04ACA500","Capacity5 TB","InterfaceSATA 6.0 Gb/s","(1)","Add","","Price / GB","Cache128 MB","(1)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/318-LaL1XNL.jpg","https://m.media-amazon.com/images/I/318-LaL1XNL.jpg"
"1784217520-2192","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Toshiba X300","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(0)","£562.37Add","","Price / GB£0.056","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/9b9d2921c2127c8b1b28fcfbee253fd6.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/9b9d2921c2127c8b1b28fcfbee253fd6.256p.jpg"
"1784217520-2194","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Seagate Enterprise Capacity","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41SdkAgFK5L.jpg","https://m.media-amazon.com/images/I/41SdkAgFK5L.jpg"
"1784217520-2196","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Toshiba X300","Capacity12 TB","InterfaceSATA 6.0 Gb/s","(0)","£603.42Add","","Price / GB£0.050","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41jfVrdvQFL.jpg","https://m.media-amazon.com/images/I/41jfVrdvQFL.jpg"
"1784217520-2207","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Toshiba S300 Pro","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(0)","£420.00Add","","Price / GB£0.042","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/b5e4d30efcb4da5ae4cbd20ec2062574.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b5e4d30efcb4da5ae4cbd20ec2062574.256p.jpg"
"1784217520-2213","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Seagate Exos X14","Capacity12 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/6c803d5be91e00884d9c8946f0e37c8a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6c803d5be91e00884d9c8946f0e37c8a.256p.jpg"
"1784217520-2220","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Seagate EXOS Enterprise","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/b0da777f3bf3913426cf3119d69eef5f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b0da777f3bf3913426cf3119d69eef5f.256p.jpg"
