web_scraper_order,web_scraper_start_url,pagination,name,rating,price,bd_write,data,dvd,data2,dvd_write,cd_write,name3,price2,dvd2,bd_write2,dvd_write2,cd_write2,data3,data4,name2,name4
"1784223759-1","https://uk.pcpartpicker.com/products/optical-drive/","","Lite-On iHAS124-14","(108)","£54.67Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/5","CD Write48/24","(108)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/1c0c6739ed6544996749709d5555442a.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1c0c6739ed6544996749709d5555442a.med.256p.jpg"
"1784223759-2","https://uk.pcpartpicker.com/products/optical-drive/","","LG WH14NS40","(168)","Add","BD Write14/12/2/2","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/5","CD Write48/24","(168)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/f01ff4c3a2b299c6c8ee623bab52413b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f01ff4c3a2b299c6c8ee623bab52413b.256p.jpg"
"1784223759-3","https://uk.pcpartpicker.com/products/optical-drive/","","LG GH24NSD5","(4)","£29.50Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/8/6/12/12","CD Write48/24","(4)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/ee4cd07587af9f2e4deb310a780677ea.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ee4cd07587af9f2e4deb310a780677ea.256p.jpg"
"1784223759-4","https://uk.pcpartpicker.com/products/optical-drive/","","Plextor PX-891SAF","(0)","£101.57Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31liZUVKCwL.jpg","https://m.media-amazon.com/images/I/31liZUVKCwL.jpg"
"1784223759-5","https://uk.pcpartpicker.com/products/optical-drive/","","Asus BW-16D1HT","(34)","Add","BD Write16/12/2/2","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/5","CD Write48/24","(34)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/84369136093ebb9b87331107edd2b211.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/84369136093ebb9b87331107edd2b211.256p.jpg"
"1784223759-6","https://uk.pcpartpicker.com/products/optical-drive/","","Asus DRW-24B1ST/BLK/B/AS","(934)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/32","(934)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/6f533c54d93b7bd4228c572edab0748c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6f533c54d93b7bd4228c572edab0748c.256p.jpg"
"1784223759-7","https://uk.pcpartpicker.com/products/optical-drive/","","Asus BW-14D1XT","(3)","£355.84Add","BD Write14/12/2/2","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/5","CD Write48/24","(3)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31zm-Q36laL.jpg","https://m.media-amazon.com/images/I/31zm-Q36laL.jpg"
"1784223759-8","https://uk.pcpartpicker.com/products/optical-drive/","","Silverstone TOB04","(0)","Add","BD Write6/6/6/4","BD6","DVD8","CD24","DVD Write8/8/8/8/8/8/8","CD Write24/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/3b145455724206a79efa94f828d8c77f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3b145455724206a79efa94f828d8c77f.256p.jpg"
"1784223759-9","https://uk.pcpartpicker.com/products/optical-drive/","","LG WH16NS40","(62)","Add","BD Write16/12/2/2","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/5","CD Write48/24","(62)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31MwMD20rxL.jpg","https://m.media-amazon.com/images/I/31MwMD20rxL.jpg"
"1784223759-10","https://uk.pcpartpicker.com/products/optical-drive/","","Pioneer BDR-212DBK","(1)","Add","BD Write16/14/2/2","BD","DVD","CD","DVD Write16/8/8/16/6/8/5","CD Write40/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/7b613943a786696c861cbddfb6417b50.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/7b613943a786696c861cbddfb6417b50.256p.jpg"
"1784223759-11","https://uk.pcpartpicker.com/products/optical-drive/","","LG WH16NS60","(4)","Add","BD Write16/12/-/-","BD","DVD","CD","DVD Write-/-/-/-/-/-/5","CD Write48/24","(4)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/61fc99a0c56fdde1947feaf47a43b663.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/61fc99a0c56fdde1947feaf47a43b663.256p.jpg"
"1784223759-12","https://uk.pcpartpicker.com/products/optical-drive/","","Pioneer BDR-S12XLT","(0)","Add","BD Write16/14/2/2","BD16","DVD16","CD40","DVD Write16/8/8/16/6/8/5","CD Write40/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223759-13","https://uk.pcpartpicker.com/products/optical-drive/","","Pioneer BDR-209DBK","(40)","Add","BD Write16/14/2/2","BD12","DVD16","CD40","DVD Write16/8/8/16/6/8/-","CD Write40/24","(40)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/8c6cd79b52ef1c6f8eb2b5209e80bb27.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/8c6cd79b52ef1c6f8eb2b5209e80bb27.256p.jpg"
"1784223759-14","https://uk.pcpartpicker.com/products/optical-drive/","","HP QS208AA","(6)","Add","BD Write","BD","DVD16","CD48","DVD Write16/8/8/-/6/8/-","CD Write48/32","(6)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/cd7785e58f68a8fe82aba50968bb9859.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/cd7785e58f68a8fe82aba50968bb9859.256p.jpg"
"1784223759-15","https://uk.pcpartpicker.com/products/optical-drive/","","LG GTB0N","(0)","Add","BD Write","BD","DVD8","CD24","DVD Write8/6/6/8/6/6/5","CD Write24/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31b+snyOmcL.jpg","https://m.media-amazon.com/images/I/31b+snyOmcL.jpg"
"1784223759-16","https://uk.pcpartpicker.com/products/optical-drive/","","LG GH24NSD1","(13)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/16/24/6/12/12","CD Write48/32","(13)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/c210b881597668e190fa0744bd73119b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c210b881597668e190fa0744bd73119b.256p.jpg"
"1784223759-17","https://uk.pcpartpicker.com/products/optical-drive/","","Panasonic UJ-265","(3)","Add","BD Write6/6/-/-","BD6","DVD8","CD24","DVD Write8/8/6/8/8/6/-","CD Write24/16","(3)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41TkQKkGfaL.jpg","https://m.media-amazon.com/images/I/41TkQKkGfaL.jpg"
"1784223759-18","https://uk.pcpartpicker.com/products/optical-drive/","","Asus DRW-24F1ST","(148)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/5","CD Write48/24","(148)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/e705f32ef0def6cd23e9773e5502e189.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e705f32ef0def6cd23e9773e5502e189.256p.jpg"
"1784223759-19","https://uk.pcpartpicker.com/products/optical-drive/","","Pioneer BDR-211UBK","(0)","Add","BD Write16/14/2/2","BD12","DVD16","CD40","DVD Write16/8/8/16/6/8/5","CD Write40/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/b689802f6793c593b3f99be46a48531f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b689802f6793c593b3f99be46a48531f.256p.jpg"
"1784223759-20","https://uk.pcpartpicker.com/products/optical-drive/","","Asus BC-12D2HT","(8)","Add","BD Write12/8/8/6","BD","DVD","CD","DVD Write16/8/8/6/12/8/5","CD Write48/24","(8)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/e4e9d271107c7a4ea812d825454ec64c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e4e9d271107c7a4ea812d825454ec64c.256p.jpg"
"1784223759-21","https://uk.pcpartpicker.com/products/optical-drive/","","Pioneer BDR-S13UBK","(1)","Add","BD Write16/14/2/2","BD12","DVD16","CD48","DVD Write","CD Write48/40","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/f5c85d7a7872db7e78308b9dc1597fd1.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f5c85d7a7872db7e78308b9dc1597fd1.256p.jpg"
"1784223759-22","https://uk.pcpartpicker.com/products/optical-drive/","","LG BU40N","(1)","Add","BD Write6/6/2/6","BD","DVD","CD","DVD Write8/8/6/8/6/6/5","CD Write24/16","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/1e666affd5018e87920154a7b454f3d6.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1e666affd5018e87920154a7b454f3d6.256p.jpg"
"1784223759-23","https://uk.pcpartpicker.com/products/optical-drive/","","LG BH12LS38","(0)","Add","BD Write12/12/2/2","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31SOmHyyMBL.jpg","https://m.media-amazon.com/images/I/31SOmHyyMBL.jpg"
"1784223759-24","https://uk.pcpartpicker.com/products/optical-drive/","","LG GH24NSB0","(187)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/5","CD Write48/24","(187)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31WMgvt2orL.jpg","https://m.media-amazon.com/images/I/31WMgvt2orL.jpg"
"1784223759-25","https://uk.pcpartpicker.com/products/optical-drive/","","Asus BC-12B1ST/BLK/B/AS","(99)","Add","BD Write","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(99)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/03a876662b3c8953dc45962b027c466b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/03a876662b3c8953dc45962b027c466b.256p.jpg"
"1784223759-26","https://uk.pcpartpicker.com/products/optical-drive/","","Lite-On iHAS124-04","(278)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/-/12","CD Write48/32","(278)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/31V9+HnKAuL.jpg","https://m.media-amazon.com/images/I/31V9+HnKAuL.jpg"
"1784223759-27","https://uk.pcpartpicker.com/products/optical-drive/","","Asus BW-12B1ST/BLK/G/AS","(88)","Add","BD Write12/4/2/2","BD8","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(88)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41-hwnFVitL.jpg","https://m.media-amazon.com/images/I/41-hwnFVitL.jpg"
"1784223759-28","https://uk.pcpartpicker.com/products/optical-drive/","","Asus DRW-24D5MT","(24)","£39.95Add","BD Write","BD","DVD16","CD48","DVD Write16/13/12/16/8/12/5","CD Write48/40","(24)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/dc969f6e1ecf57495d250df2def9d027.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/dc969f6e1ecf57495d250df2def9d027.256p.jpg"
"1784223759-29","https://uk.pcpartpicker.com/products/optical-drive/","","LG BH16NS40","(27)","Add","BD Write16/12/2/-","BD12","DVD16","CD48","DVD Write16/8/8/16/6/8/5","CD Write48/24","(27)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/d0152119d2618d6ea1662eafa763e9f1.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d0152119d2618d6ea1662eafa763e9f1.256p.jpg"
"1784223759-30","https://uk.pcpartpicker.com/products/optical-drive/","","Sony BD-5300S","(3)","Add","BD Write12/8/2/2","BD8","DVD16","CD48","DVD Write16/8/8/16/6/8/12","CD Write48/24","(3)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://images-na.ssl-images-amazon.com/images/I/11imFrwetgL.jpg","https://images-na.ssl-images-amazon.com/images/I/11imFrwetgL.jpg"
"1784223759-31","https://uk.pcpartpicker.com/products/optical-drive/","","LG GS40N","(4)","Add","BD Write","BD","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/16","(4)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/3e7085ac26a034deb88fdd6a014d8cda.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3e7085ac26a034deb88fdd6a014d8cda.256p.jpg"
"1784223759-32","https://uk.pcpartpicker.com/products/optical-drive/","","Pioneer DVR-216D","(0)","Add","BD Write","BD","DVD16","CD40","DVD Write20/8/12/20/32/12/-","CD Write40/32","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223759-33","https://uk.pcpartpicker.com/products/optical-drive/","","LG GUD0N","(0)","£26.95Add","BD Write","BD","DVD","CD","DVD Write8/6/6/8/6/6/5","CD Write24/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41XF+sto9-L.jpg","https://m.media-amazon.com/images/I/41XF+sto9-L.jpg"
"1784223759-34","https://uk.pcpartpicker.com/products/optical-drive/","","Lite-On DS-8ABSH-01","(1)","£33.90Add","BD Write","BD","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/05ff9e8b515a962a6d35fbf051c0bb47.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/05ff9e8b515a962a6d35fbf051c0bb47.256p.jpg"
"1784223759-35","https://uk.pcpartpicker.com/products/optical-drive/","","LG GH24NSC0","(21)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/8/24/6/8/5","CD Write48/24","(21)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/a94dc2fa2fa957dabb2201dee9911def.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/a94dc2fa2fa957dabb2201dee9911def.256p.jpg"
"1784223759-36","https://uk.pcpartpicker.com/products/optical-drive/","","Lite-On DS-8A8SH","(2)","Add","BD Write","BD","DVD8","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/24","(2)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/4146elboREL.jpg","https://m.media-amazon.com/images/I/4146elboREL.jpg"
"1784223759-37","https://uk.pcpartpicker.com/products/optical-drive/","","Asus DRW-24B3ST/BLK/G/AS","(53)","Add","BD Write","BD","DVD16","CD48","DVD Write24/8/12/24/6/12/12","CD Write48/24","(53)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/51yFFH8NiqL.jpg","https://m.media-amazon.com/images/I/51yFFH8NiqL.jpg"
"1784223759-38","https://uk.pcpartpicker.com/products/optical-drive/","","LG BH12LS35","(1)","Add","BD Write12/12/2/2","BD","DVD","CD","DVD Write16/12/12/16/12/12/12","CD Write48/24","(1)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/21mXWjnD88L.jpg","https://m.media-amazon.com/images/I/21mXWjnD88L.jpg"
"1784223759-39","https://uk.pcpartpicker.com/products/optical-drive/","","Silverstone SOB03","(0)","Add","BD Write6/6/2/2","BD6","DVD8","CD24","DVD Write8/8/4/8/6/4/5","CD Write24/10","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/f5c7e3f0977e85b06951f0b9245f93b4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f5c7e3f0977e85b06951f0b9245f93b4.256p.jpg"
"1784223759-40","https://uk.pcpartpicker.com/products/optical-drive/","","Lite-On DH-16AFSH","(2)","£42.99Add","BD Write","BD","DVD","CD","DVD Write16/8/8/16/6/8/-","CD Write48/24","(2)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41N9nHznLYL.jpg","https://m.media-amazon.com/images/I/41N9nHznLYL.jpg"
"1784223759-41","https://uk.pcpartpicker.com/products/optical-drive/","","Samsung SH-222AB","(9)","Add","BD Write","BD","DVD16","CD48","DVD Write22/8/16/22/6/12/12","CD Write48/24","(9)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41vfXvmeVqL.jpg","https://m.media-amazon.com/images/I/41vfXvmeVqL.jpg"
"1784223759-42","https://uk.pcpartpicker.com/products/optical-drive/","","LG BH16NS55.AUAR10B","(5)","Add","BD Write8/8/8/6","BD","DVD","CD40","DVD Write16/12/12/16/12/12/5","CD Write48/40","(5)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41Ogsz4RutL.jpg","https://m.media-amazon.com/images/I/41Ogsz4RutL.jpg"
"1784223759-43","https://uk.pcpartpicker.com/products/optical-drive/","","Pioneer BDC-207DBK","(20)","Add","BD Write","BD8","DVD16","CD40","DVD Write16/8/8/16/6/8/5","CD Write40/24","(20)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://m.media-amazon.com/images/I/41iOJW+r+AL.jpg","https://m.media-amazon.com/images/I/41iOJW+r+AL.jpg"
"1784223759-44","https://uk.pcpartpicker.com/products/optical-drive/","","Asus SDRW-08U1MT","(0)","£27.94Add","BD Write","BD","DVD","CD24","DVD Write8/8/6/8/6/6/5","CD Write24/24","(0)","Add","DVD","BD Write","DVD Write","CD Write","BD","CD","https://cdna.pcpartpicker.com/static/forever/images/product/bb95c092d7de2c7a91357073efeac24a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/bb95c092d7de2c7a91357073efeac24a.256p.jpg"
