name,price,image,chipset,memory,core_clock,boost_clock,color,length,rating
Gigabyte GV-N750OC-2GI,,GeForce GTX 750,2,1059,1137,Black / Silver,184,,
Gigabyte GV-N960WF2OC-2GD,,GeForce GTX 960,2,1216,1279,Black,257,,
Gigabyte GV-N98TG1 GAMING-6GD,,GeForce GTX 980 Ti,6,1190,1291,Black / Silver,295,,
MSI QUICK SILVER OC,,GeForce GTX 1070,8,1506,1797,Black / Silver,279,,
PNY VCGGTX1050T4XGPB-OC,,GeForce GTX 1050 Ti,4,1366,1480,Black / Red,245,,
PNY VCGGTX10603PB,,GeForce GTX 1060 3GB,3,1506,1708,Black,250,,
KFA2 OC,,GeForce GTX 1070,8,1518,1708,Silver,195,,
NVIDIA VCQM5000-PB,,Quadro M5000,8,861,1038,Black / Green,267,,
PNY VCGGTX1070T8PB,,GeForce GTX 1070 Ti,8,1607,1683,Black,252,,
MSI RX 550 4GT LP OC,,Radeon RX 550 - 512,4,1100,1203,Black,170,,
Asus DUAL EVO Advanced,,GeForce RTX 2070 SUPER,8,1635,1815,Black,267,,
EVGA XC HYBRID GAMING,1899.21,GeForce RTX 2080 SUPER,8,1650,1830,Transparent / Black,266,,
GALAX EX White,,GeForce RTX 2060,6,1365,1725,White,245,,
Inno3D Gaming X2 OC,,GeForce RTX 2060 SUPER,8,1470,1695,Black,264,,
MSI GT,,Radeon RX 580,8,1257,1360,Black,237,,
Asus ROG STRIX GAMING V2,,GeForce RTX 3080 10GB LHR,10,1440,1740,Black,318,,
Lenovo 4X61F99433,,RTX A2000 6GB,6,562,1200,Black,170,,
Asus GTXTITAN-6GD5,595,GeForce GTX Titan,6,836,,Black / Silver,267,,
Asus ENGTX550 TI DC/DI/1GD5,,GeForce GTX 550 Ti,1,910,,Black / Red,242,,
Gigabyte GV-R67XT-12GD-B,,Radeon RX 6700 XT,12,2321,,Black / Silver,267,,
EVGA 04G-P4-2686-KR,,GeForce GTX 680,4,1019,,Black / Silver,254,,
MSI N660Ti-PE-2GD5/OC,,GeForce GTX 660 Ti,2,1019,,Black / Blue,264,,
Sapphire 100366L R7 260X,,Radeon R7 260X,2,1150,,Black / Silver,216,,
Asus GT740-2GD3-CSM,,GeForce GT 740,2,993,,Black / Red,180,,
Gigabyte GV-N730-2GI,,GeForce GT 730,2,700,,Black / Blue,186,,
Palit NE5X970014G2F,,GeForce GTX 970,4,1051,1178,Black / Gold,247,,
Asus STRIX-R9390X-DC3OC-8GD5-GAMING,,Radeon R9 390X,8,1070,,Black / Red,300,,
EVGA SSC ACX 2.0,299.99,GeForce GTX 950,2,1190,1393,Black,257,,
Asus STRIX-GTX980TI-DC3-6GD5-GAMING,,GeForce GTX 980 Ti,6,1000,1075,Black / Red,305,,
Asus TURBO-GTX960-OC-4GD5,,GeForce GTX 960,4,1190,1253,White / Red,264,,
Sapphire 11256-00,,Radeon RX 470,4,932,1216,Black,243,,
EVGA FTW GAMING,389,GeForce GTX 1060 6GB,6,1620,1847,Black,267,,
EVGA XC BLACK EDITION GAMING,,GeForce RTX 2070,8,1410,1620,Black / Clear,270,,
Zotac ZT-T20800G-10P,,GeForce RTX 2080,8,1515,1710,Black,268,,
Zotac GAMING AMP Extreme,,GeForce RTX 2060 SUPER,8,1470,1710,Black,308,,
Asus Expedition,,GeForce GTX 1060 6GB,6,1569,1809,Black / Red,240,,
XFX THICC III Pro,,Radeon RX 5600 XT,6,1247,1750,Black,326,,
MSI GeForce RTX 3090 Ti SUPRIM 24G,,GeForce RTX 3090 Ti,24,1560,1935,Silver / Black,338,,
Asus TUF Gaming TOP,,Radeon RX 6900 XT,16,1825,2390,Black / Black,320,,
KFA2 EX Gamer White,,GeForce RTX 4070,12,1920,2550,White,323,,
MSI D6 VENTUS XS,,GeForce GTX 1650 G6,4,1410,1590,Black / Silver,178,,
Asus ROG STRIX GAMING Advanced,,GeForce RTX 4060 Ti,16,2310,2580,Black / Red,311,,
Gigabyte AORUS MASTER TYPE C,,Radeon RX 6800 XT,16,1825,2310,Black,324,,
KFA2 SG (1-Click OC),,GeForce RTX 4080 SUPER,16,2210,2625,Black,336,,
XFX PV-T95G-ZNF2,119.99,GeForce 9500 GT,1,550,,Black / Green,167,,
PNY LED Verto,,GeForce RTX 4070 Ti,12,2310,2610,White,305,,
AMD FirePro W4100,149.96,FirePro W4100,2,630,,Black / Red,171,,
EVGA 01G-P1-N948-LR,181.98,GeForce 9400 GT,1,,,,,,
HP C2J94AT,136.99,Quadro K4000,3,810,,Black / Silver,241,,
Inno3D iChill Black,,GeForce RTX 4080 SUPER,16,2210,2610,Black,280,,
XFX HD-577X-ZNFC,,Radeon HD 5770,1,850,,Black / Red,215,,
EVGA 03G-P3-1584-AR,,GeForce GTX 580,3,772,,Black / Green,266,,
Gigabyte GV-N650OC-2GI,,GeForce GTX 650,2,1110,,Black / Blue,187,,
MSI GTX 970 4GD5 OC,,GeForce GTX 970,4,1076,1216,Black / Blue,269,,
Gigabyte GV-N960IXOC-2GD,,GeForce GTX 960,2,1165,1228,Black,170,,
PNY VCQ295NVS-X1-PB,,Quadro NVS 295,0.25,540,,Black / Green,168,,
MSI GTX 980Ti 6GD5T OC,,GeForce GTX 980 Ti,6,1102,1190,Black / White,277,,
MSI RADEON RX 460 2G OC,,Radeon RX 460,2,1090,1210,Black / White,172,,
EVGA FTW2 DT Gaming iCX,,GeForce GTX 1080,8,1607,1733,Black / Gray,267,,
Sapphire PULSE ITX,,Radeon RX 570,4,1168,1244,Black,170,,
Asus POSEIDON,,GeForce GTX 1080 Ti,11,1620,1733,Black,298,,
GALAX 60NNH7DSL9C3,,GeForce GTX 1060 3GB,3,1518,1733,Silver / Blue,228,,
EVGA SC2 Gaming,,GeForce GTX 1080,8,1708,1847,Silver / Black,267,,
Asus MATRIX,,GeForce RTX 2080 Ti,11,1350,1815,Black / Silver,310,,
MSI GeForce RTX 2080 Ti LIGHTNING Z,,GeForce RTX 2080 Ti,11,1350,1770,Black / Gold,328,,
Sapphire 21291-01-40G,,Radeon VII,16,1400,1750,Silver,268,,
XFX RX-57XL8MFGR,,Radeon RX 5700,8,1465,1725,Silver,267,,
PowerColor AXRX 5700 8GBD6-3DH/OC,,Radeon RX 5700,8,1515,1750,Black,230,,
EVGA XC ULTRA BLACK GAMING,,GeForce GTX 1660 Ti,6,1500,1770,Black,268,,
XFX RX-68XTACBD9,,Radeon RX 6800 XT,16,1925,2360,Black,340,,
MSI GeForce RTX 3080 SEA HAWK X 10G LHR,,GeForce RTX 3080 10GB LHR,10,1440,1785,Black / Silver,271,,
MSI GeForce GTX 1630 AERO ITX 4G OC,,GeForce GTX 1630,4,1740,,Black,170,,
XFX RS XXX Edition,,Radeon RX 570,4,1168,,Black / Red,243,,
XFX Speedster MERC 319 Limited,,Radeon RX 6900 XT,16,1825,2495,Black,340,,
Colorful NB EX-V,,GeForce RTX 4070 Ti,12,2310,2580,Black / Red,326,,
MSI VENTUS 2X 8GD6X,,GeForce RTX 3060 Ti,8,1410,1665,Black / Silver,232,,
GALAX Hydro,,GeForce RTX 4090,24,2235,2580,Black,203,,
AMD 100-505956,499,Radeon Pro WX 8200,8,1200,1530,Blue,267,,
PNY VCGGTX9804XPB-CG,248.45,GeForce GTX 980,4,1126,1216,Black / Silver,267,,
XFX RX-VEGMLBFX6,449,Radeon RX VEGA 56,8,1156,1471,Black / Red,280,,
EVGA 12G-P4-3990-KR,899,GeForce GTX Titan Z,12,705,876,Black / Silver,267,,
PNY VCQM5000-PB,370,Quadro M5000,8,861,1038,Black / Green,267,,
Sapphire PULSE UEFI,,Radeon RX 570,4,1168,1284,Black,230,,
KFA2 EX Gamer,,GeForce RTX 4070,12,1920,2550,Black,323,,
EVGA 02G-P4-2663-KR,299,GeForce GTX 660,2,1072,,Black / Silver,241,,
Asus 710-1-SL,203,GeForce GT 710,1,954,,Blue / Silver,134,,
Gigabyte GV-N285OC-2GI,,GeForce GTX 285,2,,,,,,
Gigabyte GV-N98TSL-1GI,,GeForce 9800 GT,1,600,,Black,,,
Sapphire 100283-3L,,Radeon HD 5770,1,,,Black / Red,,,
VisionTek 900270,76.26,Radeon HD 4350,0.5,575,,,,,
Gigabyte GV-N210D3-1GI REV5.0,,GeForce 210,1,520,,Black / Blue,197,,
EVGA 03G-P4-2781-KR,,GeForce GTX 780,3,863,,Black / Silver,266,,
EVGA Dual FTW ACX,,GeForce GTX 770,4,1085,1137,Black / Gold,266,,
Sapphire 100369DDR5L R7 240,,Radeon R7 240,1,730,780,Black,149,,
Asus R9295X2-8GD5,,Radeon R9 295X2,8,1018,,Black / Silver,308,,
MSI N730-4GD3,,GeForce GT 730,4,700,,Black,152,,
MSI GAMING LE,,GeForce GTX 970,4,1076,1216,Black / Red,269,,
MSI LIGHTNING,,GeForce GTX 980 Ti,6,1203,1304,Black / Yellow,330,,
PowerColor Red Devil Golden Sample,,Radeon RX 580,8,1257,1425,Black / Red,255,,
Gigabyte D5,,Radeon RX 550 - 512,2,1100,1195,Black / Orange,170,,
MSI GAMING X+,,GeForce GTX 1060 6GB,6,1594,1809,Black / Red,277,,
Asus ROG-STRIX-RX560-O4G-EVO-GAMING,,Radeon RX 560 - 896,4,1149,1197,Black,194,,
MSI Radeon RX 560 4GT LP OC,,Radeon RX 560 - 1024,4,1196,1275,Black,,,
MSI GeForce RTX 2070 GAMING X 8G,,GeForce RTX 2070,8,1410,1710,Black,307,,
GALAX 26NRL7HPX7OC,,GeForce RTX 2060,6,1365,1710,Black,228,,
XFX FATBOY,,Radeon RX 590,8,1469,1580,Black / Red,270,,
MSI RX 5700 XT 8G,,Radeon RX 5700 XT,8,1605,1905,Silver / Black,270,,
XFX THICC III Ultra 2,,Radeon RX 5700 XT,8,1810,2025,Black / Silver,315,,
ASRock Radeon RX 6800 16G,,Radeon RX 6800,16,1700,2105,Black / Silver,267,,
PowerColor AXRX 6900XT 16GBD6-M2DHC,,Radeon RX 6900 XT,16,1825,,Black / Silver,267,,
MSI GeForce RTX 3080 SUPRIM 10G,,GeForce RTX 3080 10GB,10,1440,1830,Black / Silver,336,,
Asus RX6900XT-16G,,Radeon RX 6900 XT,16,1825,,Silver / Black,267,,
Colorful iGame Vulcan OC-V,,GeForce RTX 3080 Ti,12,1365,1710,Black,323,,
Zotac GAMING AMP AIRO,,GeForce RTX 4070,12,1920,2535,Black,308,,
MSI BLACK TRIO,,GeForce RTX 3090 Ti,24,1560,1860,Black,325,,
EVGA 02G-P3-2717-KR,119.99,GeForce GT 710,2,954,,Black,115,,
PNY VCQ450NVS-X16-PB,108.99,Quadro NVS 450,0.5,,,Black / Green,,,
EVGA FTW,,GeForce GT 740,1,1202,,Black / Silver,153,,
AMD FirePro V7900 SDI,224.06,FirePro V7900 SDI,2,725,,Black / Red,279,,
Lenovo 4X61J52232,,RTX A2000 12GB,12,562,1200,Black,170,,
ATI FirePro RG220A,120,FirePro RG220A,0.5,800,,Black / Red,168,,
Gigabyte GV-N295-18I-B,527.36,GeForce GTX 295,1.75,,,Black / Blue,,,
Sapphire 11200-00-20G,,Radeon HD 7850,2,860,,Black / Blue,210,,
Sparkle 700042,,GeForce GT 610,1,810,,Black / Green,153,,
Asus GTX980-4GD5,,GeForce GTX 980,4,1127,1216,Black / Silver,268,,
PNY VCQK5200-PB,,Quadro K5200,8,667,,Black,267,,
Zotac ZT-90308-10M,,GeForce GTX 960,4,1177,1240,Black / Silver,206,,
MSI R7 370 2GD5T OC,,Radeon R7 370,2,970,1020,Black / White,255,,
Zotac ZT-90105-10P,,GeForce GTX 970,4,1050,1178,Black,244,,
Asus STRIX-R9380X-OC4G-GAMING,,Radeon R9 380X,4,1030,,Black / Red,271,,
AMD 100-505989,,FirePro W9100,32,930,,Black / Red,275,,
GALAX EX OC White,,GeForce GTX 1060 6GB,6,1556,1771,White,251,,
PNY VCGGTX10606PB-CG,,GeForce GTX 1060 6GB,6,1506,1708,Black,,,
PNY VCGGTX10808PB,,GeForce GTX 1080,8,1607,1733,Black / Red,267,,
XFX GTR-S,,Radeon RX 580,8,1364,1450,Black / White,280,,
MSI GTX 1050 2GT OC,,GeForce GTX 1050,2,1404,1518,Black / White,215,,
PowerColor AXRX 570 8GBD5-3DHD/OC,,Radeon RX 570,8,1168,1250,Black / Red,255,,
Diamond RX580D58G,,Radeon RX 580,8,1340,1340,Black / Red,267,,
XFX XXX,,Radeon RX 570,4,1264,1284,Black / Red,243,,
Gigabyte GV-N710SL-2GL,,GeForce GT 710,2,945,954,Black,151,,
Zotac Twin,,GeForce RTX 2080 Ti,11,1350,1545,Black,268,,
EVGA FTW3 ULTRA+,,GeForce RTX 2070 SUPER,8,1605,1815,Black,302,,
Gigabyte GAMING MI,,Radeon RX 580,8,1340,1355,Black / Orange,232,,
Gigabyte GV-R69XT-16GC-B,,Radeon RX 6900 XT,16,1825,2250,Black / Silver,267,,
Asus Noctua,,GeForce RTX 3070 LHR,8,1500,1755,Brown / Black,310,,
Asus ROG-STRIX-RTX3080-12G-GAMING,,GeForce RTX 3080 12GB LHR,12,1260,1740,Black / Silver,318,,
MSI GeForce RTX 3090 Ti GAMING TRIO 24G,,GeForce RTX 3090 Ti,24,1560,1860,Black,325,,
XFX RX-69TMATFD8,,Radeon RX 6900 XT,16,1825,2250,Black / Silver,267,,
Sapphire 21306-01-20G,,Radeon RX 6700 XT,12,2321,2581,Black / Silver,267,,
Asus LP OC,,GeForce GTX 1650 G5,4,1485,1740,Black,182,,
MSI GAMING SLIM MLG,,GeForce RTX 4070 SUPER,12,1980,2490,Black / Red,307,,
ATI FirePro 2450 Multi-View,109.95,FirePro 2450,0.5,600,,Black / Red,168,,
Gigabyte GV-R57XT-8GD-B,630,Radeon RX 5700 XT,8,1605,1905,Silver,270,,
EVGA 02G-P4-3660-KR,379,GeForce GTX 660 Ti,2,915,,Black / Silver,241,,
Zotac ZT-71113-20L,,GeForce GT 730,2,902,,Black / Gold,146,,
Gigabyte Radeon RX VEGA 56 8G,479,Radeon RX VEGA 56,8,1156,1471,Black / Red,280,,
EVGA 01G-P3-1557-KR,,GeForce GTX 550 Ti,1,981,,Black / Green,209,,
EVGA 025-P3-1579-AR,,GeForce GTX 570,2.5,732,,Black / Red,228,,
VisionTek 900374,,Radeon HD 3450,0.5,600,,Black / Red,,,
Asus ENGTX560 TI DC2 TOP/2DI/2GD5,,GeForce GTX 560 Ti,2,900,,Black / Red,258,,
Asus GTX670-DC2-2GD5,,GeForce GTX 670,2,915,,Black / Red,271,,
Asus GT610-SL-1GD3-L,,GeForce GT 610,1,810,,Black / Blue,185,,
Gigabyte GV-N630-2GI,,GeForce GT 630,2,810,,Black / Blue,,,
Gigabyte GV-N680SO-2GD,,GeForce GTX 680,2,1137,,Black,303,,
EVGA 06G-P4-2790-KR,,GeForce GTX Titan,6,836,,Black / Silver,267,,
VisionTek Radeon HD 7790 1GB,142.85,Radeon HD 7790,1,1000,,Black / Blue,224,,
Gigabyte GV-R725O5-2GI,,Radeon R7 250,2,1100,,Black / Blue,195,,
AMD FirePro W7000,,FirePro W7000,4,950,,Black / Red,242,,
EVGA K|NGP|N ACX 2.0+,,GeForce GTX 980,4,1304,1418,Black / Silver,279,,
Gigabyte GV-N950OC-2GD,,GeForce GTX 950,2,1064,1241,Black,186,,
Asus STRIX-GTX980-DC2-4GD5,,GeForce GTX 980,4,1126,1216,Black / Red,289,,
Asus STRIX-R9380-DC2OC-4GD5-GAMING,,Radeon R9 380,4,990,,Black / Red,271,,
EVGA 08G-P4-5180,,GeForce GTX 1080,8,1607,1733,Black / Silver,268,,
Zotac Founders Edition,,GeForce GTX 1070,8,1506,1683,Black / Silver,267,,
GALAX EX OC SNPR,,GeForce GTX 1070,8,1594,1784,White,296,,
Zotac ZT-P10700I-10P,,GeForce GTX 1070,8,1506,1683,Black / Silver,303,,
Sapphire 21275-00-40G,,Radeon RX VEGA 64,8,1406,1677,Silver / Red,283,,
XFX RX-550P4LFG5,,Radeon RX 550 - 512,4,1203,,Black / Red,178,,
KFA2 26NRL7HPX7OK,,GeForce RTX 2060,6,1365,1710,Black,228,,
Asus TUF,,GeForce GTX 1660,6,1530,1815,Black / Gray,205,,
Gainward Pegasus OC (DVI),,GeForce GTX 1650 G5,4,1485,1725,Black,145,,
Gigabyte GV-RX570GAMING-4GD-MI,,Radeon RX 570,4,1244,1255,Black / Orange,232,,
MSI TWIN FAN OC,,GeForce RTX 3060 Ti,8,1410,1695,Black / Silver,230,,
Asus RX6800-16G,,Radeon RX 6800,16,1700,2105,Blue / Silver,267,,
Gigabyte GAMING OC PRO Rev 2.0,,GeForce RTX 3060 Ti LHR,8,1410,1770,Black,281,,
MSI GeForce GTX 1630 VENTUS XS 4G OC,,GeForce GTX 1630,4,1740,,Silver / Black,178,,
AMD 100-435415,,Radeon RX 6950 XT,16,1890,2310,Black / Gray,270,,
XFX GTR-S XXX Edition,,Radeon RX 580,8,1257,,Black,280,,
Asus Phoenix EVO OC,325,GeForce GTX 1650 G6,4,1410,1635,Black,197,,
KFA2 ST V2 (1-Click OC),,GeForce RTX 4090,24,2235,2535,Black,352,,
MSI MECH 2X CLASSIC,,Radeon RX 7600,8,1720,2655,Black / Silver,235,,
MSI GAMING SLIM,,GeForce RTX 4070,12,1920,2490,White,307,,
Dell 469-4186,,Quadro K600,1,876,,Black / Green,160,,
PNY VCQ450NVS-X16-DVI-PB,134.96,Quadro NVS 450,0.5,550,,Black / Green,,,
MSI D3H LP,89,GeForce GT 710,1,954,,Black,146,,
EVGA 01G-P3-3736-KR,169,GeForce GT 730,1,700,,Black / Green,154,,
PNY VCQK5000-PB,169.95,Quadro K5000,4,706,,Black,267,,
Zotac ZT-90401-10P,,GeForce GTX Titan X,12,1000,1075,Black / Silver,282,,
XFX HD-697A-CNFC,,Radeon HD 6970,2,880,,Black / Red,287,,
Biostar V8502GT21,,GeForce 8500 GT,0.25,450,,,,,
Asus ENGTS450/DI/1GD5,,GeForce GTS 450,1,810,,Black / Red,199,,
EVGA 01G-P3-1303-KR,99,GeForce 8400 GS,1,520,,Black / Green,158,,
MSI Cyclone PE,,Radeon HD 6850,1,860,,Black / Silver,216,,
XFX HD-545X-ZQH2,,Radeon HD 5450,1,650,,,182,,
PNY VCGG2105XXB,,GeForce 210,0.5,589,,,,,
VisionTek VTK 9550128A,,Radeon 9550,0.125,250,,,,,
HIS H645H2GD1,,Radeon HD 6450,2,625,,Black / Blue,182,,
Asus HD7850-DC2-2GD5,,Radeon HD 7850,2,870,,Black / Red,259,,
Gigabyte GV-N670OC-2GD,,GeForce GTX 670,2,980,,Black / Blue,279,,
MSI R7770-PMD1GD5,,Radeon HD 7770 GHz Edition,1,1000,,Black / Blue,193,,
EVGA 01G-P3-N988-TR,,GeForce 9800 GT,1,550,,Black / Green,228,,
Zotac ZT-60901-10M,,GeForce GTX 660,2,993,,Black / Orange,191,,
Zotac ZT-61102-10M,,GeForce GTX 650 Ti,2,941,,Black / Orange,153,,
Asus GTX650TI-O-1GD5,,GeForce GTX 650 Ti,1,980,,Black / Red,213,,
Sapphire 11201-17-20G,,Radeon HD 7770 GHz Edition,1,1000,,Black / Blue,184,,
MSI N760-2GD5/OC,,GeForce GTX 760,2,1006,1072,Black,242,,
Sapphire Tri-X Toxic,,Radeon R9 280X,3,850,1150,Black / Red,308,,
MSI N720-1GD3HLP,,GeForce GT 720,1,797,,Black,162,,
GALAX Infinity Black Edition,,GeForce GTX 970,4,1178,1329,Black,271,,
Zotac ZT-90301-10M,,GeForce GTX 960,2,1177,1240,Gray / Black,206,,
Lenovo 0B47075,,Quadro 410,0.5,706,,Black / Green,176,,
PowerColor PCS+,,Radeon R9 390,8,1010,1100,Black / Silver,305,,
Sapphire 21246-00-40G,,Radeon R9 Fury X,4,1050,,Black / Red,195,,
EVGA ACX 2.0+,359,GeForce GTX 970,4,1050,1178,Black / Blue,257,,
MSI ARMOR 2X,,GeForce GTX 980,4,1190,1102,Black / White,277,,
Asus 710-2-SL-CSM,,GeForce GT 710,2,954,,Blue / Silver,135,,
Sapphire 11251-10,,Radeon R7 350,2,925,,Black / Blue,163,,
EVGA SC2 ELITE GAMING,,GeForce GTX 1080 Ti,11,1556,1670,Black,267,,
KFA2 HOF Limited Edition,,GeForce GTX 1080 Ti,11,1645,1759,White,313,,
XFX GTR XXX,,Radeon RX 580,8,1257,1386,Black / White,280,,
Colorful iGame GTX1080Ti Vulcan X OC,,GeForce GTX 1080 Ti,11,1480,1733,Black,317,,
Asus STRIX AC ORIGINS,,GeForce GTX 1080 Ti,11,1594,1708,Brown,298,,
Zotac ZT-T20700E-10P,,GeForce RTX 2070,8,1410,1620,Black,211,,
Inno3D HerculeZ Twin X2 V2,,GeForce GTX 1070 Ti,8,1607,1683,Black,200,,
Sapphire 21294-01-20G,,Radeon RX 5700,8,1465,1725,Silver,268,,
Asus ROG STRIX LC GAMING,,GeForce RTX 3080 Ti,12,1365,1695,Black / Silver,293,,
Zotac GAMING AMP Core Holo,,GeForce RTX 3090,24,1395,1755,Black,328,,
MSI VENTUS 2X V1,,GeForce RTX 3060 Ti LHR,8,1410,1665,Black / Gray,235,,
Sapphire PULSE LITE EDITION,,Radeon RX 6600,8,1626,2491,Black,193,,
SONNET Technologies S-RX6800XT-16G,,Radeon RX 6800 XT,16,1825,2250,Black,297,,
Asus ROG STRIX GUNDAM EDITION,,GeForce RTX 3090,24,1395,1890,White,318,,
MSI VENTUS 3X 8GD6X,,GeForce RTX 3060 Ti,8,1410,1665,Black / Silver,305,,
Acer Predator BiFrost,,Radeon RX 7600,8,1720,,Black,267,,
Biostar VA69T6AMP2,,Radeon RX 6900 XT,16,1825,2250,Black,315,,
GALAX SUPER EX Gaming (1-Click OC),,GeForce RTX 4070,12,1920,2580,Pink,336,,
PNY VCNVS810DVI-PB,645,NVS 810,4,1020,,Black / Silver,241,,
HP 5Z7D8AT,499,T1000 8GB,8,1065,1395,Black,156,,
EVGA 768-P3-1360-RX,447,GeForce GTX 460,0.75,675,,,209,,
Asus ENGTX570 DCII/2DIS/1280MD5,398,GeForce GTX 570,1.25,742,,Black / Red,292,,
PNY VCQK2000D-PB,168.75,Quadro K2000D,2,,,Black / Green,198,,
AMD FirePro W9000,344.96,FirePro W9000,6,975,,Black / Red,279,,
EVGA 12G-P4-2990-KR,,GeForce GTX Titan X,12,1000,1075,Black / Silver,282,,
MSI R9 380 2GD5T OC,,Radeon R9 380,2,980,,Black / White,254,,
PNY VCGGTX570XPB,,GeForce GTX 570,1.25,732,,Black / Gold,266,,
MSI R5670-PD512,80.08,Radeon HD 5670,0.5,775,,Black / Silver,,,
EVGA 01G-P3-1377-TR,228.18,GeForce GTX 460,1,850,,Black / Silver,209,,
MSI TWIN FROZR II,329.42,GeForce GTX 560 Ti,1,880,,Black / Silver,257,,
EVGA 01G-P3-1461-KR,,GeForce GTX 560,1,850,,Black / Yellow,209,,
Asus ENGTX590/3DIS/3GD5,,GeForce GTX 590,3,612,,,292,,
EVGA 03G-P3-1596-AR,,GeForce GTX 590,3,630,,Black,279,,
Asus HD7870-DC2-2GD5,,Radeon HD 7870,2,1010,,Black / Red,264,,
EVGA 02G-P4-2680-KR,,GeForce GTX 680,2,1006,,Black,254,,
EVGA 02G-P4-2678-KR,,GeForce GTX 670,2,1006,,Black,254,,
Asus HD7770-2GD5,,Radeon HD 7770,2,1020,,Black / Red,210,,
Gigabyte GV-R797TO-3GD,,Radeon HD 7970 GHz Edition,3,1100,,Black / Blue,284,,
EVGA 02G-P4-3651-KR,,GeForce GTX 650 Ti,2,928,,Black,152,,
Gigabyte GV-R785OC-1GD,174.99,Radeon HD 7850,1,900,,Black / Blue,241,,
Asus GTX650-E-2GD5,,GeForce GTX 650,2,1071,,Black / Red,197,,
Sapphire 100354OC-2L,,Radeon HD 7870 GHz Edition,2,1050,,Black / Blue,225,,
Gigabyte GV-N630D3-2GL,,GeForce GT 630,2,902,,Black / Blue,156,,
Zotac ZT-70304-10P,,GeForce GTX 770,4,1059,,Black / Orange,266,,
EVGA Dual Superclocked ACX,,GeForce GTX 770,4,1111,1163,Black / Gold,266,,
MSI N750-1GD5/OC,,GeForce GTX 750,1,1059,1137,Black,212,,
Gigabyte GV-N75TWF2BK-2GI,,GeForce GTX 750 Ti,2,1163,1242,Black / Silver,204,,
Asus R5230-SL-2GD3-L,,Radeon R5 230,2,650,,Black / Red,168,,
Gigabyte GV-R725OC-2GI REV3.0,,Radeon R7 250,2,700,720,Black / Blue,195,,
MSI N720-2GD3LP,,GeForce GT 720,2,797,,Black,146,,
AMD FirePro W5000,,FirePro W5000,2,825,,Black / Red,191,,
Asus GTX970-DCMOC-4GD5,,GeForce GTX 970,4,1088,1228,Black / Red,170,,
PNY VCQK420-PB,129.89,Quadro K420,1,876,,Black / Green,160,,
Zotac ZT-90601-10L,,GeForce GTX 950,2,1089,1266,Black,208,,
KFA2 80NSJ6DHK5VK,,GeForce GTX 1080,8,1607,1733,Black / Blue,267,,
Asus RX480-8G,,Radeon RX 480,8,1120,1266,Black / Red,240,,
GALAX EX OC,,GeForce GTX 1060 6GB,6,1544,1759,Black,268,,
MSI GT 1030 2G LP OCV1,,GeForce GT 1030,2,1265,1518,Black,159,,
XFX RX-VEGMTBFX6,,Radeon RX VEGA 64,8,1247,1546,Black / Red,283,,
MSI AIR BOOST,,Radeon RX VEGA 56,8,1156,1471,Black / Red,270,,
MSI GeForce GTX 1060 6GT V1,,GeForce GTX 1060 6GB,6,1506,1708,Black / White,243,,
Asus GTX1050TI-O4G-LP-BRK,,GeForce GTX 1050 Ti,4,1303,1442,,182,,
Asus AREZ STRIX OC,,Radeon RX 580,8,1257,1380,Black,298,,
Sapphire 11233-02-20G,,Radeon R5 230,2,1000,1050,Black / Blue,145,,
EVGA XC2 ULTRA GAMING,,GeForce RTX 2080 Ti,11,1350,1650,Clear / Black,270,,
XFX RX-57XT8MFD6,,Radeon RX 5700 XT,8,1605,1905,Silver,267,,
Inno3D iChill X3 V2,,GeForce GTX 1070 Ti,8,1607,1683,Silver / Black,302,,
Palit GameRock Premium,,GeForce RTX 2070 SUPER,8,1605,1830,Black / Silver,292,,
HIS HS-57XR8SSBR,,Radeon RX 5700 XT,8,1605,1905,,272,,
MSI EVOKE,,Radeon RX 5700 XT,8,1630,1905,Gold,254,,
PNY Dual Gaming OC,,GeForce RTX 2060 SUPER,8,1470,1680,Black,235,,
Inno3D Twin X2 OC RGB,,GeForce RTX 2060 SUPER,8,1470,1665,Black,220,,
Yeston LP D5,,Radeon RX 550 - 640,4,1071,1206,Pink,170,,
KFA2 SG,,GeForce RTX 3090,24,1395,1710,Black,329,,
Asus KO,,GeForce RTX 3060 Ti,8,1410,1695,Black / Silver,275,,
XFX GTR-S Black Edition,,Radeon RX 580,8,1257,,Black,280,,
XFX Double Dissipation,,Radeon RX 5700,8,1465,1750,Black,280,,
GALAX EX Gamer,,GeForce RTX 4070,12,1920,2550,Black,323,,
PowerColor ITX 2DH,,Radeon RX 5600 XT,6,1247,1620,Black,175,,
Asus ProArt Advanced,,GeForce RTX 4060 Ti,16,2310,2580,Black / Gold,300,,
MSI VENTUS 2X E,,GeForce RTX 4070,12,1920,2490,Silver / Black,245,,
Asus Phoenix OC V2,,GeForce GTX 1650 G6,4,1410,1635,Black,174,,
Matrox LUMA,,Arc A310,4,1750,,Black,168,,
Asus ENGTS250/DI/512MD3/WW,118.11,GeForce GTS 250,0.5,675,,Blue,241,,
ATI FirePro W5000,149.96,FirePro W5000,2,825,,Black / Red,191,,
ATI FirePro V7900 SDI,202,FirePro V7900 SDI,2,725,,Black / Red,279,,
EVGA Classified ACX 2.0,399,GeForce GTX 980,4,1291,1393,Black / Red,280,,
PNY VCQGP100-PB,,Quadro GP100,16,1380,1441,Black / Green,267,,
