name,price,image,chipset,memory,core_clock,boost_clock,color,length,rating
XFX RX-VEGMTSFX6,699,Radeon RX VEGA 64,8,1247,1546,Silver / Red,282,,
MSI GeForce RTX 3090 GAMING TRIO 24G,,GeForce RTX 3090,24,1395,,Black,335,,
Gigabyte GV-R585OC-1GD,,Radeon HD 5850,1,765,,Black / Blue,,,
XFX HD-485X-ZDFC,,Radeon HD 4850,1,625,,,,,
PowerColor AE4350 512MD2-H,,Radeon HD 4350,0.5,600,,Red / Silver,,,
XFX HD-687A-ZDFC,,Radeon HD 6870,1,900,,Black / Silver,261,,
Zotac ZT-40501-10L,,GeForce GTS 450,1,810,,Black / Orange,209,,
MSI TWIN FROZR III,,GeForce GTX 570,1.25,770,,,270,,
Gigabyte GV-N56GOC-1GI,,GeForce GTX 560,1,830,,Black / Blue,238,,
Asus MARS II/2DIS/3GD5,,GeForce GTX 580 X2,3,782,,,330,,
EVGA 02G-P3-1569-KR,,GeForce GTX 560 Ti X2,2,850,,Black / Yellow,292,,
Gigabyte GV-R667D3-1GI,,Radeon HD 6670,1,800,,Black / Blue,210,,
Diamond A4870PE5512,,Radeon HD 4870,0.5,750,,,,,
Gigabyte GV-N430-2GI,,GeForce GT 430,2,700,,Black / Blue,187,,
MSI R7770-2PMD1GD5/OC,,Radeon HD 7770,1,1000,,Black / Blue,234,,
HIS H795Q3G2M,,Radeon HD 7950,3,800,,Black / Blue,294,,
Asus ENGTX550 Ti/DI/1GD5,,GeForce GTX 550 Ti,1,900,,Black / Red,214,,
PNY VCQ400-PB,,Quadro 400,0.5,,,Black / Green,,,
Gigabyte GV-N680OC-2GD,,GeForce GTX 680,2,1071,,Black / Blue,284,,
EVGA 04G-P4-2673-KR,,GeForce GTX 670,4,967,,Black / Silver,241,,
Asus GTX690-4GD5,,GeForce GTX 690,4,915,,Black / Silver,279,,
EVGA 02G-P4-3662-KR,379,GeForce GTX 660 Ti,2,967,,Black / Silver,241,,
Zotac ZT-60601-10L,,GeForce GT 610,2,810,,Black / Orange,,,
EVGA Superclocked+,,GeForce GTX 660 Ti,3,980,,Black / Silver,241,,
Asus GTX660-DC2-2GD5,,GeForce GTX 660,2,980,,Black / Red,259,,
Gigabyte GV-N650OC-1GI,,GeForce GTX 650,1,1100,,Black / Blue,187,,
Asus GT640-DCSL-2GD3,,GeForce GT 640,2,901,,Black / Red,,,
Zotac ZT-61103-10M,,GeForce GTX 650 Ti,2,1033,,Black / Orange,153,,
Asus GTX660 TI-DC2OC-3GD5,,GeForce GTX 660 Ti,3,1006,,Black / Red,210,,
Asus GT630-SL-2GD3-L,,GeForce GT 630,2,902,,Black / Blue,136,,
XFX R7-240A-CLF2,,Radeon R7 240,2,750,780,Black,175,,
EVGA K|NGP|N,,GeForce GTX 780 Ti,3,1072,1137,Black / Silver,267,,
MSI R7 260X 2GD5 OCV1,,Radeon R7 260X,2,1050,,Black / Blue,202,,
PNY Enthusiast Edition,,GeForce GTX 750 Ti,2,1202,1281,Black,182,,
Sapphire 11232-00-20G,,Radeon R7 265,2,900,925,Black / Silver,228,,
Gigabyte GV-R724OC-2GI REV2.0,,Radeon R7 240,2,900,,Black / Silver,195,,
Club 3D royalQueen,,Radeon HD 7750,1,800,1000,Black / Purple,198,,
PNY VCGGT7301D5LXPB,,GeForce GT 730,1,902,,Black / Silver,149,,
Asus R7260X-OC-2GD5,,Radeon R7 260X,2,1075,,Black / Red,220,,
Gigabyte GV-N75TOC-2GL,,GeForce GTX 750 Ti,2,1033,1111,Black,161,,
Zotac ZT-90201-10P,,GeForce GTX 980,4,1126,1216,Black / Silver,267,,
Inno3D iChill HerculeZ X4 Air Boss Ultra,,GeForce GTX 970,4,1152,1279,Black / Red,300,,
AMD FirePro W8100,,FirePro W8100,8,824,,Black / Red,279,,
ATI FirePro W7000,199,FirePro W7000,4,950,,Black / Red,242,,
MSI GTX 980 4GD5 OCV1,,GeForce GTX 980,4,1152,1252,Black / White,278,,
PNY VCQ295NVS-X16-DVI-PB,,Quadro NVS 295,0.25,540,,Black / Green,168,,
PNY XLR8 PRO OC,,GeForce GTX 980,4,1228,1329,Black / Silver,285,,
Zotac ZT-71107-10L,,GeForce GT 730,1,902,,Black / Silver,,,
Asus 90YV0810-U0NA00,799,GeForce GTX Titan X,12,1000,1075,Black / Silver,282,,
PNY VCQM6000-PB,,Quadro M6000,12,988,,Black / Green,267,,
PNY VCGGTX9604XPB,,GeForce GTX 960,4,1140,1203,Black,241,,
EVGA 04G-P3-2739-KR,,GeForce GT 730,4,700,,Black / Green,168,,
Asus MINI-GTX950-2G,,GeForce GTX 950 75W,2,1026,1228,Red / Black,172,,
Gainward 426018336-3712,,GeForce GTX 1060 6GB,6,1506,1708,Black,252,,
GALAX HOF Limited Edition,,GeForce GTX 1080,8,1809,1961,White,330,,
EVGA FTW HYBRID,,GeForce GTX 1070,8,1607,1797,Black / Silver,267,,
Palit Founders Edition,,GeForce GTX 1080 Ti,11,1480,1582,Black / Silver,267,,
Asus RX550-2G,,Radeon RX 550 - 512,2,1100,1183,Black / Red,182,,
Zotac ZT-P10500E-10L,,GeForce GTX 1050,2,1354,1455,Black,160,,
VisionTek 900961,,Radeon RX 570,4,1168,1264,Black / Red,242,,
MSI RX 550 2GT LP OC,,Radeon RX 550 - 512,2,1100,1203,Black,170,,
AMD 100-506048,,Radeon Pro Duo Polaris,32,1243,,Blue,305,,
EVGA Black Edition,,GeForce GTX 1080 Ti,11,1480,1582,Black,270,,
PowerColor NANO,,Radeon RX VEGA 56,8,1156,1471,Black,170,,
PNY VCGGT7301D3LXPB-BB,,GeForce GT 730,1,400,,Black,127,,
Asus AREZ STRIX,,Radeon RX VEGA 56,8,1297,1573,Black,298,,
Gigabyte WINDFORCE OC D5X,,GeForce GTX 1060 6GB,6,1506,1797,Black / Orange,280,,
Sapphire 21294-01-40G,,Radeon RX 5700,8,1465,1725,Silver,268,,
PNY VCGGTX 10502PB-BB,,GeForce GTX 1050,2,1354,1455,Black,178,,
VisionTek OC Limited Edition,,Radeon RX 590,8,1469,1600,Black / Red,270,,
EVGA XC ULTRA+,,GeForce RTX 2070 SUPER,8,1605,1800,Black,270,,
ASRock RX5700 Phantom Gaming D 8G OC,,Radeon RX 5700,8,1610,1750,Black / Red,287,,
Inno3D Gaming OC X3,,GeForce RTX 2080 SUPER,8,1650,1845,Black,272,,
Inno3D N105T2-1SDV-M5CM,,GeForce GTX 1050 Ti,4,1290,1392,Black / Red,211,,
MSI Radeon RX 5700 GAMING,,Radeon RX 5700,8,1490,1725,Silver / Black,297,,
XFX RX-57XL828D6:,,Radeon RX 5700,8,1565,1750,Black,293,,
VisionTek 901316,,Radeon RX 5500 XT,8,1607,1845,Black,178,,
MSI GeForce RTX 3070 Ventus 3X 8G LHR,,GeForce RTX 3070 LHR,8,1500,1725,Black,305,,
Biostar VA6656TM81,,Radeon RX 6650 XT,8,2055,,Black,214,,
MSI GeForce RTX 3070 LHR 8GB SUPRIM x GODZILLA,,GeForce RTX 3070 LHR,8,1500,1920,Red / Black,335,,
XFX Thicc III,,Radeon RX 5700 XT,8,1605,1925,Black / Silver,315,,
Biostar VA7906AEF4,,Radeon RX 7900 XTX,24,1855,2499,Black,287,,
Inno3D AX Gaming X2W,,GeForce RTX 3060 12GB,12,1320,1777,White / Silver,229,,
Inno3D AX Gaming X3W,,GeForce RTX 4090,24,2235,2550,White / Blue,336,,
Asus Dual SSD,,GeForce RTX 4060 Ti,8,2310,2565,Black,227,,
Asus LP BRK,,GeForce RTX 4060,8,1830,2490,Black,188,,
GALAX LP,,GeForce RTX 3050 6GB,6,1040,1470,White,169,,
PNY Low Profile,,GeForce GT 710,2,954,,Black,130,,
HP 6E3Y8AA,,Arc Pro A40,6,1550,1700,Black,168,,
MSI INSPIRE 2X,,GeForce RTX 5060,8,2280,2512,Gold / Black,204,,
Lenovo 4X61J52233,542.79,T1000 8GB,8,1065,1395,Black,156,,
PNY VCQ6000-PB,349.77,Quadro 6000,6,,,Black / Silver,,,
PNY VCQK1200DVI-PB,137.42,Quadro K1200,4,1058,1124,Black / Green,160,,
XFX HD-467X-ZDF2,119.99,Radeon HD 4670,1,750,,Black,,,
Asus GT730-SL-1GD3-BRK,143.26,GeForce GT 730,1,902,,Black / Blue,137,,
GALAX HOF,,GeForce RTX 4090,24,2235,2610,White,360,,
Gigabyte GV-N275UD-896I,253.59,GeForce GTX 275,0.875,,,Black / Blue,,,
EVGA 02G-P4-3658-KR BOOST,,GeForce GTX 650 Ti Boost,2,1072,,Black / Silver,241,,
EVGA 03G-P4-2881-KR,,GeForce GTX 780 Ti,3,875,928,Black / Silver,266,,
EVGA Dual Classified ACX,,GeForce GTX 780 Ti,3,1020,1085,Black / Silver,279,,
BFG BFGE94512GTE,129.99,GeForce 9400 GT,0.5,,,Blue / White,,,
Sapphire 100280-4GTXSR,,Radeon HD 5970,4,,,Black / Blue,,,
Zotac ZT-72SEG7N-HSL,,GeForce 7200 GS,0.25,450,,,,,
Zotac ZT-40202-10P,,GeForce GTX 470,1.25,656,,Black / Orange,241,,
Diamond 5870PE52G,,Radeon HD 5870,2,850,,Black / Red,,,
Asus ENGTX560 TI DCII/2DI/1GD5,,GeForce GTX 560 Ti,1,830,,Black / Red,,,
EVGA 512-P3-N940-LR,,GeForce 9400 GT,0.5,550,,Black / Green,,,
Gigabyte GV-N560SO-1GI,,GeForce GTX 560 Ti,1,1000,,Black / Blue,,,
Sapphire 100322L,,Radeon HD 6450,1,,,Black / Blue,,,
Sapphire 100312-2SR,,Radeon HD 6950,2,800,,Black / Red,,,
EVGA 03G-P3-1595-AR,,GeForce GTX 580,3,900,,Black,279,,
Gigabyte GV-R795WF3-3GD,,Radeon HD 7950,3,900,,Black / Blue,289,,
Gigabyte GV-R785OC-2GD,,Radeon HD 7850,2,975,,Black / Blue,241,,
MSI N610GT-MD1GD3/LP,,GeForce GT 610,1,810,,Black,160,,
EVGA 04G-P4-3688-KR,,GeForce GTX 680,4,1111,,Black / Silver,266,,
XFX FX-787A-CDBC,,Radeon HD 7870 GHz Edition,2,1050,,Black / Silver,241,,
Gigabyte GV-N65TOC-2GI,,GeForce GTX 650 Ti,2,1032,,Black / Blue,187,,
Gigabyte GV-N66TOC-3GD,,GeForce GTX 660 Ti,3,1032,,Black / Blue,285,,
PNY VCGGTX680XPB-CG,,GeForce GTX 680,2,1006,,Black / Gold,254,,
Sapphire 11199-20-20G,,Radeon HD 7870 XT,2,925,,Black / Silver,260,,
Sapphire 21207-00-50G,,Radeon HD 7990,6,950,,Black / Red,304,,
Zotac ZT-70401-10P,,GeForce GTX 760,2,993,,Black / Orange,240,,
Zotac ZT-70303-10P,,GeForce GTX 770,2,1150,1202,Black / Orange,266,,
Asus GTX760-DCMOC-2GD5,,GeForce GTX 760,2,1006,1075,Black / Red,170,,
MSI N760 2GD5/OC,,GeForce GTX 760,2,1033,1098,Black / Red,170,,
PowerColor Devil,,Radeon R9 270X,2,1150,1180,Black / Red,254,,
Asus R7250X-2GD5,,Radeon R7 250X,2,1020,,Black / Red,211,,
Inno3D iChill HerculeZ,,GeForce GTX 760,2,1060,1124,Black / Silver,295,,
MSI N750-2GD5/OC,,GeForce GTX 750,2,1059,1137,Black / Blue,165,,
Zotac ZT-71006-10L,,GeForce GT 740,2,993,,Black / Orange,144,,
Gigabyte GV-N750OC-2GL,,GeForce GTX 750,2,1059,1137,Black,175,,
Gainward GS,,GeForce GTX 770,2,1085,1137,Black,280,,
EVGA 04G-P4-1972-KR,,GeForce GTX 970,4,1140,1279,Black / Gray,241,,
Zotac ZT-70605-10M,,GeForce GTX 750 Ti,2,1033,1111,Black / Orange,145,,
HIS H240F4G,,Radeon R7 240,4,730,780,Black / Blue,110,,
Gigabyte GV-N960G1 GAMING-2GD,,GeForce GTX 960,2,1241,1307,Black,300,,
Asus GT740-2GD3,,GeForce GT 740,2,993,,Black / Red,179,,
EVGA 01G-P3-N959,,GeForce 9500 GT,1,550,,Black / Green,165,,
Palit NE29500THHD01,,GeForce 9500 GT,1,550,,Black / Red,,,
EVGA Superclocked ACX 2.0+,,GeForce GTX 980 Ti,6,1102,1190,Black / Silver,267,,
PNY VCGGTX980T6XPB-CG,,GeForce GTX 980 Ti,6,1000,1076,Black / Silver,267,,
Zotac ArcticStorm,,GeForce GTX Titan X,12,1026,1114,Black,316,,
Asus R7360-OC-2GD5,,Radeon R7 360,2,1070,,Black / Red,220,,
XFX R9-FURY-4QFA,,Radeon R9 Fury X,4,1050,,Black / Red,195,,
Asus R9FURYX-4G,,Radeon R9 Fury X,4,1050,,Black / Red,195,,
MSI GTX 980Ti 6GD5 V1,,GeForce GTX 980 Ti,6,1000,1076,Black / Silver,281,,
Zotac ZT-90310-10M,,GeForce GTX 960,2,1140,1203,Black,174,,
Gigabyte GV-N970TTOC-4GD,379,GeForce GTX 970,4,1101,1241,Black / Blue,266,,
EVGA Superclocked+ ACX 2.0,,GeForce GTX 950,2,1165,1355,Black,257,,
Gigabyte GV-N75TOC2-2GI,,GeForce GTX 750 Ti,2,1059,1137,Black / Silver,197,,
MSI N730K-2GD3H/LP,,GeForce GT 730,2,902,,Black / White,146,,
Asus STRIX-R9380X-4G-GAMING,,Radeon R9 380X,4,970,,Black / Red,271,,
XFX DD XXX OC,,Radeon R9 380X,4,990,,Black / Silver,234,,
Gigabyte GV-N970XTREME-4GD,,GeForce GTX 970,4,1241,1342,Black / Silver,279,,
XFX R9-270X-EDJ4,,Radeon R9 270X,4,1000,1050,Black,220,,
Asus MATRIX-GTX980TI-P-6GD5-GAMING,,GeForce GTX 980 Ti,6,1317,1216,Black / Orange,296,,
EVGA 04G-P4-3960-KR,,GeForce GTX 960,4,1127,1178,Black / Gray,257,,
KFA2 Founders Edition,,GeForce GTX 1080,8,1607,1733,Black / Silver,267,,
Sapphire 21260-00-20G,,Radeon RX 480,8,1120,1266,Black / Red,242,,
Gigabyte GV-RX480D5-8GD-B,,Radeon RX 480,8,1120,1266,Black / Red,242,,
EVGA CLASSIFIED GAMING ACX 3.0,,GeForce GTX 1080,8,1721,1860,Black / Red,267,,
XFX RX-460P4SFG5,,Radeon RX 460,4,1090,1220,Black,178,,
KFA2 Virtual Edition,,GeForce GTX 1070,8,1506,1683,Black / Red,,,
Corsair CB-9060010-WW,,GeForce GTX 1080,8,1607,1847,Black / Silver,270,,
EVGA FTW+ DT GAMING,,GeForce GTX 1060 6GB,6,1506,1708,Black,280,,
Zotac ZT-P10510E-10L,,GeForce GTX 1050 Ti,4,1290,1392,Black,160,,
Asus EX-GTX1070-O8G,,GeForce GTX 1070,8,1592,1797,Gray,240,,
PowerColor Radeon RX VEGA 64,,Radeon RX VEGA 64,8,1247,1546,Black / Red,280,,
Sapphire 11256-31-21G,,Radeon RX 470,4,1140,1216,Black,230,,
Asus RX560-O4G-EVO,,Radeon RX 560 - 896,4,1149,1197,Black / Red,220,,
GALAX 30NPH4HVQ4ST,,GeForce GT 1030,2,1227,1468,Black / Blue,180,,
EVGA 08G-P4-5671-KB,,GeForce GTX 1070 Ti,8,1607,1683,Black / Silver,267,,
Asus AREZ STRIX OC Edition,,Radeon RX VEGA 64,8,1247,1590,,298,,
Gigabyte GV-RX560OC-4GD REV2.0,,Radeon RX 560 - 896,4,1176,1199,Black / Orange,170,,
XFX RX-560D4SFGR,,Radeon RX 560 - 896,4,1196,,Black / Red,,,
XFX RX-570P8DBDR,,Radeon RX 570,8,1328,,Red / Black,243,,
Asus RADEONVII-16G,,Radeon VII,16,1400,1750,Silver,267,,
Zotac AMP MAXX,,GeForce RTX 2080 Ti,11,1350,1665,Black,298,,
Gigabyte GV-R57-8GD-B,,Radeon RX 5700,8,1465,1725,Silver,270,,
ASRock Phantom Gaming U OC,,Radeon RX 590,8,1469,1560,Black,279,,
ASRock RX5700 XT 8G,,Radeon RX 5700 XT,8,1605,1905,Silver / Black,285,,
Gigabyte GV-N1050OC-3GL,,GeForce GTX 1050,3,1404,1569,Black,167,,
Gigabyte GV-N1050D5-3GD,,GeForce GTX 1050,3,1392,1556,Black / Orange,172,,
MSI GeForce RTX 2080 Ti VENTUS 11G OCV1,,GeForce RTX 2080 Ti,11,1350,1575,Silver / Black,268,,
Inno3D JET,,GeForce RTX 2080 SUPER,8,1650,1815,Black,268,,
MSI Radeon RX 5500 XT GAMING 4G,,Radeon RX 5500 XT,4,1647,1845,Black / Red,247,,
VisionTek 901281,,Radeon RX 5700,8,1465,1725,Silver / Black,268,,
Gigabyte MINI ITX OC Rev 2.0,,GeForce RTX 2060,6,1365,1695,Black / Gray,170,,
MSI TWIN FAN,,GeForce RTX 3060 Ti,8,1410,1665,Black / Silver,230,,
PowerColor AXRX-6800-16GBD6-M2DHC,,Radeon RX 6800,16,1700,2105,Black / Silver,267,,
GALAX ST (1-Click OC),,GeForce RTX 4080,16,2205,2520,Black,352,,
Palit GameRock Classic,,GeForce RTX 4070 Ti,12,2310,2610,Silver,314,,
Biostar VA7906AMF4,,Radeon RX 7900 XTX,24,1855,2499,Black,320,,
GALAX 1-Click OC 3X,,GeForce RTX 4070,12,1920,2505,Black,299,,
Inno3D TWIN X2 OC WHITE,,GeForce RTX 4070,12,1920,2505,White / Silver,250,,
Asus TUF Gaming EVO TOP,,GeForce GTX 1660 Ti,6,1500,1845,Black,206,,
PowerColor D6-3DHV2/OC,,Radeon RX 5600 XT,6,1247,1620,Black,230,,
Inno3D AX Gaming X3W OC,,GeForce RTX 4070,12,1920,2520,White / Blue,319,,
Lenovo 4X61K53577,,RTX A5500,24,1080,1665,Black,267,,
MSI INSPIRE 3X,,GeForce RTX 5070,12,2160,2527,Gold / Black,288,,
Asus ROG STRIX BTF GAMING,,GeForce RTX 4090,24,2235,2550,Black,358,,
HP J3G92AT,158.96,FirePro W5100,4,930,,Black / Red,171,,
EVGA 01G-P3-2731-KR,,GeForce GT 730,1,700,,Black / Green,167,,
HP C2J93AA,129.96,Quadro K2000,2,,,Black / Green,203,,
ATI FirePro 2270,129.75,FirePro 2270,1,600,,Black / Red,170,,
Gigabyte GV-N250OC-1GI,169.79,GeForce GTS 250,1,,,Black / Blue,,,
Gigabyte GV-N460OC-1GI,,GeForce GTX 460,1,715,,Black / Blue,,,
Gigabyte GV-R597D5-2GD-B,,Radeon HD 5970,2,725,,Black / Red,,,
Sapphire 100253HDMI,,Radeon HD 4650,0.5,600,,Black / Blue,,,
Asus EAH5870/2DIS/1GD5/V2,,Radeon HD 5870,1,850,,Black / Red,241,,
Gigabyte GV-N84STC-512I,,GeForce 8400 GS,0.5,450,,Blue,,,
EVGA 512-P3-1140-TR,,GeForce GTS 250,0.5,675,,Black / Green,241,,
Zotac ZT-96SES3P-FDL,,GeForce 9600 GSO,0.5,650,,Black / Blue,,,
Gigabyte GV-R697D5-2GD-B,,Radeon HD 6970,2,880,,Black / Red,,,
Asus EAH6870 DC/2DI2S/1GD5,,Radeon HD 6870,1,915,,Black / Red,276,,
XFX HD-685X-ZNBC,,Radeon HD 6850,1,820,,Black / Silver,234,,
Asus ENGTX460 DIRECTCU/2DI/1GD5,,GeForce GTX 460,1,675,,,248,,
XFX HD-583X-ZAFC,,Radeon HD 5830,1,800,,Black / Red,,,
EVGA 015-P3-1582-AR,,GeForce GTX 580,1.5,797,,Black / Green,,,
MSI HAWK,,GeForce GTX 460,1,780,1150,Black / Silver,237,,
MSI HAWK TALON ATTACK,,GeForce GTX 460,1,810,,Black / Silver,237,,
Sparkle SXX5801536D5NM,,GeForce GTX 580,1.5,772,,Black / Purple,267,,
Asus ENGT440/DI/1GD5,,GeForce GT 440,1,822,,Black / Red,214,,
Asus ENGTX580 DCII/2DIS/1536MD5,,GeForce GTX 580,1.5,782,,Black / Red,292,,
MSI CYCLONE OC,,GeForce GTX 550 Ti,1,950,,Black / Silver,210,,
MSI N550GTX-Ti-M2D1GD5/OC,,GeForce GTX 550 Ti,1,950,,Black / Red,210,,
HIS H467PR1GH,,Radeon HD 4670,1,750,,Blue / Silver,,,
HIS H467QR1GH,,Radeon HD 4670,1,750,,Blue / Silver,,,
Sapphire 100328L,,Radeon HD 6770,1,,,Black / Blue,,,
Sapphire 100324L,,Radeon HD 6570,2,,,Black / Blue,,,
Asus ENGTX560 DC/2DI/1GD5,,GeForce GTX 560,1,810,,Black / Red,248,,
MSI LIGHTNING X,,GeForce GTX 580,3,832,1683,Black / White,304,,
Sapphire 100312-3SR,,Radeon HD 6950,2,800,,Black / Blue,,,
Sapphire 100314-3L,,Radeon HD 6870,1,,,,,,
MSI R4350-MD1GD3H/LP,,Radeon HD 4350,1,600,,Black / Red,166,,
Zotac ZT-84GED2M-HSL,,GeForce 8400 GS,0.25,520,,Black / Blue,167,,
HIS H687QN1G2M,,Radeon HD 6870,1,900,,Translucent Blue,260,,
Sapphire 100311-3SR,,Radeon HD 6970,2,880,,,248,,
ECS NGT430C-2GQK-F,,GeForce GT 430,2,700,,,,,
Galaxy 21GGE8HX3BMW,,GeForce 210,1,475,,Black / Blue,169,,
VisionTek 900464,,Radeon HD 6570,1,650,,Black / Red,170,,
PowerColor AX7950 3GBD5-2DHPP,,Radeon HD 7950,3,880,,Black / Blue,275,,
Sapphire 11196-02-40G,,Radeon HD 7950,3,900,,Black / Blue,275,,
Galaxy 55NGH8HX4UXX,,GeForce GTX 550 Ti,1,900,,Black,184,,
PowerColor AX6670 2GBK3-H,,Radeon HD 6670,2,800,,Black / Red,182,,
EVGA 015-P3-1480-KR,,GeForce GTX 480,1.5,700,,Black,266,,
Asus HD7770-DC-1GD5-V2,,Radeon HD 7770,1,1020,,Black / Red,236,,
MSI N670GTX-PM2D2GD5/OC,,GeForce GTX 670,2,965,,Black,242,,
Sapphire 11197-06-40G,,Radeon HD 7970,3,925,,Black / Silver,279,,
Asus GT620-1GD3-L,,GeForce GT 620,1,700,,Black / Blue,168,,
ATI 100-505144,,FireGL V7300,0.5,,,Red / White,,,
EVGA 02G-P4-2687-KR,,GeForce GTX 680,2,1097,,Black / Silver,254,,
Zotac ZT-60605-10L,,GeForce GT 610,0.5,810,,Black / Orange,167,,
Asus GTX660 TI-DC2-2GD5,,GeForce GTX 660 Ti,2,915,,Black / Red,271,,
Zotac ZT-60802-10P,,GeForce GTX 660 Ti,2,928,,Black / Orange,191,,
Asus HD7850-DC2-2GD5-V2,,Radeon HD 7850,2,860,,Black / Red,,,
PNY VCGGTX660XPB,,GeForce GTX 660,2,980,,Black,254,,
EVGA 02G-P4-3664-KR,,GeForce GTX 660 Ti,2,1046,,Black,254,,
HIS H787QT2G2M,,Radeon HD 7870 GHz Edition,2,1100,,Black / Blue,296,,
MSI N650-MD1GD5/OC,,GeForce GTX 650,1,1071,,Black,145,,
MSI R7750-PMD2GD3,,Radeon HD 7750,2,800,,Black,167,,
Asus GTX680-DC2-4GD5,,GeForce GTX 680,4,1006,,Black / Red,299,,
PNY VCGGTX650XPB,,GeForce GTX 650,2,1058,,Black,,,
XFX FX-777A-ZNJ4,,Radeon HD 7770 GHz Edition,1,1000,,Black / Silver,167,,
MSI N640-4GD3,,GeForce GT 640,4,902,,Black / Blue,153,,
Asus GTX650TI-OC-2GD5,,GeForce GTX 650 Ti,2,980,,Black / Red,226,,
EVGA Superclocked Signature,,GeForce GTX Titan,6,876,,Black / Silver,266,,
Asus GTX780-3GD5,,GeForce GTX 780,3,863,,Black / Silver,274,,
EVGA 02G-P4-2762-KR,,GeForce GTX 760,2,1072,,Black / Silver,241,,
Zotac ZT-70406-10P,,GeForce GTX 760,4,993,1059,Black / Green,240,,
MSI R7 260X 2GD5 OC,,Radeon R7 260X,2,1175,,Black / Blue,202,,
Galaxy 77XPH6DV6KTZ,,GeForce GTX 770,2,1110,1163,Black,254,,
Gigabyte GV-N630-2GI REV3.0,,GeForce GT 630,2,700,,Black / Blue,185,,
PowerColor AXR9 290X 4GBD5-MDHG/OC,,Radeon R9 290X,4,1030,,Black / Red,267,,
Zotac ZT-70701-10M,,GeForce GTX 750,1,1033,1111,Black / Orange,144,,
Asus GTX750-PHOC-1GD5,,GeForce GTX 750,1,1059,1137,Black,185,,
Asus GTXTITANBLACK-6GD5,,GeForce GTX Titan Black,6,889,980,Black / Silver,274,,
Club 3D royalKing,,Radeon R9 280,3,827,960,Black / Red,223,,
Asus STRIKER-GTX760-P-4GD5,,GeForce GTX 760,4,1085,1150,Black / Red,287,,
Zotac ZT-70702-10M,,GeForce GTX 750,1,1033,,Black / Orange,145,,
MSI R7 250X 2GD5,,Radeon R7 250X,2,1000,,Black / Blue,201,,
MSI GTX 980 4GD5,,GeForce GTX 980,4,1126,1216,Black / Silver,280,,
GALAX SOC,,GeForce GTX 980,4,1228,1329,Black / Red,298,,
EVGA Dual ACX,,GeForce GTX 760,2,941,1085,Black,241,,
Zotac AMP Omega Core,,GeForce GTX 970,4,1152,1304,Black,280,,
HP C2J93AT,129.96,Quadro K2000,2,954,,Black / Green,202,,
Asus GTX960-MOC-2GD5,,GeForce GTX 960,2,1253,1190,Black / Red,170,,
Gigabyte GV-N730D5-2GI REV2.0,,GeForce GT 730,2,902,,Black / Blue,177,,
PNY XLR8 Elite OC,,GeForce GTX 960,2,1304,1367,Black / Yellow,241,,
Asus GTX960-DC2OC-2GD5-BLACK,,GeForce GTX 960,2,1279,1342,Black / Red,290,,
Gigabyte GV-N98TD5-6GD-B,,GeForce GTX 980 Ti,6,1000,1076,Gray,282,,
Zotac ZT-90501-10P,,GeForce GTX 980 Ti,6,1000,1076,Black / Silver,267,,
Asus R9390X-DC2-8GD5,,Radeon R9 390X,8,1050,,Black / Red,287,,
MSI R7 360 2GD5 OC,,Radeon R7 360,2,1100,,Black / White,165,,
Zotac AMP Omega,,GeForce GTX 980 Ti,6,1178,1279,Blue / Silver,329,,
HIS IceQ X² OC,,Radeon R9 380,4,990,1226,Black / Silver,270,,
MSI SEA HAWK,,GeForce GTX 980 Ti,6,1190,1291,Black / Silver,270,,
Inno3D iChill GF X3,,GeForce GTX 980 Ti,6,1152,1241,Black / Silver,300,,
XFX R9-390X-8BD6,,Radeon R9 390X,8,1050,,Black / Red,295,,
EVGA 02G-P3-2712-KR,,GeForce GT 710,2,954,,Black,115,,
Zotac ZT-71301-20L,,GeForce GT 710,1,954,,Black,146,,
EVGA 06G-P4-0998-KR,,GeForce GTX 980 Ti,6,1190,1291,Black / Silver,280,,
Asus GTX950-2GD5,,GeForce GTX 950,2,1026,1228,White,210,,
MSI GTX 950 2GD5 OCV1,,GeForce GTX 950,2,1076,1253,White,170,,
Gainward Founders Edition,,GeForce GTX 1070,8,1506,1683,Black / Silver,267,,
Gigabyte D5X,,GeForce GTX 1080,8,1607,1771,Black / Orange,280,,
XFX RX-550P4SFG5,,Radeon RX 550 - 512,4,1100,1203,Black / Red,170,,
MSI GT 1030 2GH OC,,GeForce GT 1030,2,1265,1518,Black,147,,
Gainward 426018336-3392,,GeForce GTX 960,2,1165,1228,Black,247,,
Gigabyte Radeon RX VEGA 64,,Radeon RX VEGA 64,8,1247,1546,Black / Red,280,,
Sapphire 21275-02-20G,,Radeon RX VEGA 64,8,1247,1546,Black / Red,280,,
EVGA SSC2 GAMING,,GeForce GTX 1060 6GB,6,1607,1835,Black / Silver,267,,
PNY VCNVS810DP-PB,,NVS 810,4,1020,,Black / Silver,241,,
Leadtek Quadro GP100,,Quadro GP100,16,1380,1441,Black / Green,267,,
GALAX EX SNPR,,GeForce GTX 1070 Ti,8,1607,1683,White,296,,
Gigabyte GV-RXVEGA64GAMING OC-8GD,,Radeon RX VEGA 64,8,1247,1560,Black / Orange,274,,
PowerColor AXRX 550 2GBD5-DHA/OC,,Radeon RX 550 - 640,2,1071,1190,Black,145,,
EVGA 02G-P4-6232-KR,,GeForce GT 1030 DDR4,2,1189,1460,Black,145,,
