web_scraper_order,web_scraper_start_url,pagination,name,capacity_(w),capacity_(va),rating,price,name3,price2,capacity_(va)2,capacity_(w)2,name2,name4
"1784223698-381","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SC620","Capacity (W)390 W","Capacity (VA)620 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://images-na.ssl-images-amazon.com/images/I/41MO0bOQBRL.jpg","https://images-na.ssl-images-amazon.com/images/I/41MO0bOQBRL.jpg"
"1784223698-382","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SC620I","Capacity (W)390 W","Capacity (VA)620 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/c81e93c7a9b15d3e27288fe21b9002fe.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c81e93c7a9b15d3e27288fe21b9002fe.256p.jpg"
"1784223698-383","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SC620X565","Capacity (W)410 W","Capacity (VA)620 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31I4WHFW39L.jpg","https://m.media-amazon.com/images/I/31I4WHFW39L.jpg"
"1784223698-384","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMC1000","Capacity (W)600 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/da27cb2edc169d044cb3089affd7dc54.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/da27cb2edc169d044cb3089affd7dc54.256p.jpg"
"1784223698-385","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMC1000-2U","Capacity (W)600 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/4cd9e129503cd3aceba1f13c26f0fe79.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4cd9e129503cd3aceba1f13c26f0fe79.256p.jpg"
"1784223698-386","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMC1000I","Capacity (W)600 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41nPrp0nc0L.jpg","https://m.media-amazon.com/images/I/41nPrp0nc0L.jpg"
"1784223698-387","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMC1000I-2U","Capacity (W)600 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/fab13b9052e3af71946978cbadc47923.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/fab13b9052e3af71946978cbadc47923.256p.jpg"
"1784223698-388","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMC1500","Capacity (W)900 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3c78920bef99940fb2324051cbe71755.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3c78920bef99940fb2324051cbe71755.256p.jpg"
"1784223698-389","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMC1500-2U","Capacity (W)900 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/7a335ba8bd1d9c4a9cecab099790ea5c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/7a335ba8bd1d9c4a9cecab099790ea5c.256p.jpg"
"1784223698-390","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMC1500I-2U","Capacity (W)900 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/0a0800f545273a2d362180b2697e0fac.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/0a0800f545273a2d362180b2697e0fac.256p.jpg"
"1784223698-391","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT1000I","Capacity (W)670 W","Capacity (VA)1000 VA","(0)","£700.00Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/e3b9dc223a1943f98bcee97ea8b91375.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e3b9dc223a1943f98bcee97ea8b91375.256p.jpg"
"1784223698-392","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT1000US","Capacity (W)700 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/bc198f6b56b95f9e9b343606bf54510a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/bc198f6b56b95f9e9b343606bf54510a.256p.jpg"
"1784223698-393","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT1500J","Capacity (W)980 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/f24b0263de32f86c051eace54305b365.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f24b0263de32f86c051eace54305b365.256p.jpg"
"1784223698-394","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT1500R2X122","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/17ad474337287102f9f806891adcd512.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/17ad474337287102f9f806891adcd512.256p.jpg"
"1784223698-395","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT1500R2X180","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31mmEu3-MLL.jpg","https://m.media-amazon.com/images/I/31mmEu3-MLL.jpg"
"1784223698-396","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT1500RM1U","Capacity (W)1000 W","Capacity (VA)1440 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/1821f825c6f62de2e8808fb21cde8daa.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1821f825c6f62de2e8808fb21cde8daa.256p.jpg"
"1784223698-397","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT1500RM2U","Capacity (W)1000 W","Capacity (VA)1440 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/b824b135d9ccf84a9b4d69d5e6e6485e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b824b135d9ccf84a9b4d69d5e6e6485e.256p.jpg"
"1784223698-398","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT1500RMI2U","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/a3d411dcb57aa07f78c62b46ab83dc82.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/a3d411dcb57aa07f78c62b46ab83dc82.256p.jpg"
"1784223698-399","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT1500RMUS","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/03150f1c657a254f65dfd397481cb4d9.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/03150f1c657a254f65dfd397481cb4d9.256p.jpg"
"1784223698-400","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT1500X413","Capacity (W)980 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41+e1+j+KKL.jpg","https://m.media-amazon.com/images/I/41+e1+j+KKL.jpg"
"1784223698-401","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT1500X448","Capacity (W)1000 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/847dd743850045d1151f8fef56469bae.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/847dd743850045d1151f8fef56469bae.256p.jpg"
"1784223698-402","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT2200R2X106","Capacity (W)1980 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/12a86f5ac345177b8bc7b123ca263136.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/12a86f5ac345177b8bc7b123ca263136.256p.jpg"
"1784223698-403","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT2200R2X180","Capacity (W)1980 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31kLbjvYZeL.jpg","https://m.media-amazon.com/images/I/31kLbjvYZeL.jpg"
"1784223698-404","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT2200RMI2U","Capacity (W)1980 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/7bbb93cae6d59a07b0d863f99af871dd.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/7bbb93cae6d59a07b0d863f99af871dd.256p.jpg"
"1784223698-405","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT3000R2X180","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/a894912c62f6dffd4b8d8b3817f56456.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/a894912c62f6dffd4b8d8b3817f56456.256p.jpg"
"1784223698-406","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT3000RMT2U","Capacity (W)2700 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/bddd1565437100285782cd0bd4786806.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/bddd1565437100285782cd0bd4786806.256p.jpg"
"1784223698-407","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT750R2-NMC","Capacity (W)500 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41StKHKtK6L.jpg","https://m.media-amazon.com/images/I/41StKHKtK6L.jpg"
"1784223698-408","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=4","APC SMT750RM2U","Capacity (W)500 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/415d3W-V4EL.jpg","https://m.media-amazon.com/images/I/415d3W-V4EL.jpg"
"1784223702-409","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite POS500","Capacity (W)300 W","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31-m3ar43JL.jpg","https://m.media-amazon.com/images/I/31-m3ar43JL.jpg"
"1784223702-410","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SM1000RM2UTAA","Capacity (W)700 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/48a1822fd3c7b6c11a705e71b9b1e663.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/48a1822fd3c7b6c11a705e71b9b1e663.256p.jpg"
"1784223702-411","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SM1050NAFTA","Capacity (W)705 W","Capacity (VA)1050 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223702-412","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SM2200NAFTA","Capacity (W)1700 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41kJ5v-0C6L.jpg","https://m.media-amazon.com/images/I/41kJ5v-0C6L.jpg"
"1784223702-413","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SM2200RMNAFTA","Capacity (W)1600 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41rq-4bK7yL.jpg","https://m.media-amazon.com/images/I/41rq-4bK7yL.jpg"
"1784223702-414","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SM3000NAFTA","Capacity (W)2400 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31lvNMQ08eL.jpg","https://m.media-amazon.com/images/I/31lvNMQ08eL.jpg"
"1784223702-415","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SM3000RM2UNTAA","Capacity (W)2250 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/2fb444c89dcdae692abc81a518dc46c3.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2fb444c89dcdae692abc81a518dc46c3.256p.jpg"
"1784223702-416","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SM3000RMNAFTA","Capacity (W)2250 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/974aa223ffa9b7c64837aee97acf7009.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/974aa223ffa9b7c64837aee97acf7009.256p.jpg"
"1784223702-417","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SM500RMNAFTA","Capacity (W)300 W","Capacity (VA)500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/11nb5mtBqsL.jpg","https://m.media-amazon.com/images/I/11nb5mtBqsL.jpg"
"1784223702-418","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1000LCDTAA","Capacity (W)500 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223702-419","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1000RM2U","Capacity (W)800 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/1983f046df565504f8b7b51b916270ec.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1983f046df565504f8b7b51b916270ec.256p.jpg"
"1784223702-420","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1000RMXL2U","Capacity (W)900 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/83090d649a8a67d12c64b8a01518d55f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/83090d649a8a67d12c64b8a01518d55f.256p.jpg"
"1784223702-421","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1050","Capacity (W)705 W","Capacity (VA)1050 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/b1a851ed123da562012e3e3de6412e0b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b1a851ed123da562012e3e3de6412e0b.256p.jpg"
"1784223702-422","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1050SLT","Capacity (W)670 W","Capacity (VA)1050 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/517tzLmxiJL.jpg","https://m.media-amazon.com/images/I/517tzLmxiJL.jpg"
"1784223702-423","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1050SLTAA","Capacity (W)650 W","Capacity (VA)1050 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223702-424","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1500","Capacity (W)980 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/6259324e249d466fd5334ee8a8ff9952.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6259324e249d466fd5334ee8a8ff9952.256p.jpg"
"1784223702-425","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1500CRMXL","Capacity (W)1440 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31wXDBLuh5L.jpg","https://m.media-amazon.com/images/I/31wXDBLuh5L.jpg"
"1784223702-426","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1500RM2UN","Capacity (W)1350 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/517e81f03d2cb53ffbbb4950f1513a45.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/517e81f03d2cb53ffbbb4950f1513a45.256p.jpg"
"1784223702-427","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1500RMXL2UA","Capacity (W)1350 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/aa7ac60ce7331fd36286998ee80f7493.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/aa7ac60ce7331fd36286998ee80f7493.256p.jpg"
"1784223702-428","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1500SLT","Capacity (W)950 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/0ae242ef8cf9ede47aa7186352354a9f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/0ae242ef8cf9ede47aa7186352354a9f.256p.jpg"
"1784223702-429","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1500XL","Capacity (W)980 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41FRJQ7-7kL.jpg","https://m.media-amazon.com/images/I/41FRJQ7-7kL.jpg"
"1784223702-430","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART1500XLTAA","Capacity (W)980 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41c2kA5tiYL.jpg","https://m.media-amazon.com/images/I/41c2kA5tiYL.jpg"
"1784223702-431","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART2200CRMXL","Capacity (W)1900 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/b1ff682bc53beecb140ebfe326f5ed94.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/b1ff682bc53beecb140ebfe326f5ed94.256p.jpg"
"1784223702-432","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite ECO750UPSTAA","Capacity (W)450 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/e3acc9b405dde39d88e4471e41f35d06.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e3acc9b405dde39d88e4471e41f35d06.256p.jpg"
"1784223702-433","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite TE1200","Capacity (W)940 W","Capacity (VA)1200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/314ZhcsSrqL.jpg","https://m.media-amazon.com/images/I/314ZhcsSrqL.jpg"
"1784223702-434","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite TE600","Capacity (W)425 W","Capacity (VA)600 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31IshqqSWIL.jpg","https://m.media-amazon.com/images/I/31IshqqSWIL.jpg"
"1784223702-435","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART2200SLT","Capacity (W)1600 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/e61ab333a80c037203b4e4f97d32bdc8.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e61ab333a80c037203b4e4f97d32bdc8.256p.jpg"
"1784223702-436","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART2200VSXL","Capacity (W)1600 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41wPzG17Z8L.jpg","https://m.media-amazon.com/images/I/41wPzG17Z8L.jpg"
"1784223702-437","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART2500XLHG","Capacity (W)1920 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/3262ed0ee3b9c0661ab48ab4757b4284.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3262ed0ee3b9c0661ab48ab4757b4284.256p.jpg"
"1784223702-438","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART2600RM2U","Capacity (W)1920 W","Capacity (VA)2600 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/0602ecb08ae3edea70a9c3768b29307d.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/0602ecb08ae3edea70a9c3768b29307d.256p.jpg"
"1784223702-439","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SMART3000CRMXL","Capacity (W)2880 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31z4RJ4f+PL.jpg","https://m.media-amazon.com/images/I/31z4RJ4f+PL.jpg"
"1784223702-440","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SU2200RTXL2UA","Capacity (W)1600 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31ITpZTHStL.jpg","https://m.media-amazon.com/images/I/31ITpZTHStL.jpg"
"1784223702-441","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SU2200RTXL2UN","Capacity (W)1600 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31KI4HyecvL.jpg","https://m.media-amazon.com/images/I/31KI4HyecvL.jpg"
"1784223702-442","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SU2200RTXLCD2U","Capacity (W)1800 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/c70883953bb962ec616a2854b8606753.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c70883953bb962ec616a2854b8606753.256p.jpg"
"1784223702-443","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SU2200XL","Capacity (W)1600 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/90571df0bcc1917b0c79f7fc02dd6bbc.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/90571df0bcc1917b0c79f7fc02dd6bbc.256p.jpg"
"1784223702-444","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SU2200XLA","Capacity (W)1600 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/684932828583298403fb5e92e9519c72.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/684932828583298403fb5e92e9519c72.256p.jpg"
"1784223702-445","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=6","Tripp Lite SU3000RTXL2U","Capacity (W)2500 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
