web_scraper_order,web_scraper_start_url,pagination,name,capacity_(w),capacity_(va),rating,price,name3,price2,capacity_(va)2,capacity_(w)2,name2,name4
"1784223694-241","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA750IX38","Capacity (W)500 W","Capacity (VA)750 VA","(0)","£303.08Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/e8c5c54e9329c22f07c633e183a00102.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e8c5c54e9329c22f07c633e183a00102.256p.jpg"
"1784223694-242","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA750R2IX38","Capacity (W)480 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31K9ersMOKL.jpg","https://m.media-amazon.com/images/I/31K9ersMOKL.jpg"
"1784223694-243","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA750R2X338","Capacity (W)480 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/e7c761f1054657269b545cc50fea032f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e7c761f1054657269b545cc50fea032f.256p.jpg"
"1784223694-244","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA750RMI2U","Capacity (W)480 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31rkJTQj9IL.jpg","https://m.media-amazon.com/images/I/31rkJTQj9IL.jpg"
"1784223694-245","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA750RMJ1UB","Capacity (W)480 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/428e8f5328feca133a110e252b4bec64.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/428e8f5328feca133a110e252b4bec64.256p.jpg"
"1784223694-246","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUA750XLI","Capacity (W)600 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41qC+Mh7aEL.jpg","https://m.media-amazon.com/images/I/41qC+Mh7aEL.jpg"
"1784223694-247","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUM1500RMXL2U","Capacity (W)1425 W","Capacity (VA)1440 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/9682229e2ffa82989c741c82020df819.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/9682229e2ffa82989c741c82020df819.256p.jpg"
"1784223694-248","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SUOL2000XLI","Capacity (W)1400 W","Capacity (VA)2000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://images-na.ssl-images-amazon.com/images/I/3114dSbjHtL.jpg","https://images-na.ssl-images-amazon.com/images/I/3114dSbjHtL.jpg"
"1784223694-249","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURT1000RMXLI","Capacity (W)700 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/f0b7c7577bde6d72a8f1bc9e84772736.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f0b7c7577bde6d72a8f1bc9e84772736.256p.jpg"
"1784223694-250","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURT1000XLI","Capacity (W)700 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/aaa0511a3c7f7bd6dc5f986712135124.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/aaa0511a3c7f7bd6dc5f986712135124.256p.jpg"
"1784223694-251","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURT2000RMXLI","Capacity (W)1400 W","Capacity (VA)2000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/3114dSbjHtL.jpg","https://m.media-amazon.com/images/I/3114dSbjHtL.jpg"
"1784223694-252","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURT2000XLI","Capacity (W)1400 W","Capacity (VA)2000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/3114dSbjHtL.jpg","https://m.media-amazon.com/images/I/3114dSbjHtL.jpg"
"1784223694-253","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURT6000RMXLT3U","Capacity (W)4200 W","Capacity (VA)6000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/1e5ab021540e109716e02a71b159653b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1e5ab021540e109716e02a71b159653b.256p.jpg"
"1784223694-254","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURT6000XLT","Capacity (W)4200 W","Capacity (VA)6000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41jMrLxYxaL.jpg","https://m.media-amazon.com/images/I/41jMrLxYxaL.jpg"
"1784223694-255","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTA1000RMXL2U","Capacity (W)800 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/21dyV9qW2eL.jpg","https://m.media-amazon.com/images/I/21dyV9qW2eL.jpg"
"1784223694-256","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTA1000XL","Capacity (W)800 W","Capacity (VA)1000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41KWfQDx18L.jpg","https://m.media-amazon.com/images/I/41KWfQDx18L.jpg"
"1784223694-257","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTA1500XL","Capacity (W)1050 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://images-fe.ssl-images-amazon.com/images/I/41SAyj7qZ3L.jpg","https://images-fe.ssl-images-amazon.com/images/I/41SAyj7qZ3L.jpg"
"1784223694-258","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTA2200RMXL2U","Capacity (W)1750 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/316kgrC9WWL.jpg","https://m.media-amazon.com/images/I/316kgrC9WWL.jpg"
"1784223694-259","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTA2200XL","Capacity (W)1750 W","Capacity (VA)2200 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/417+5AwybfL.jpg","https://m.media-amazon.com/images/I/417+5AwybfL.jpg"
"1784223694-260","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTA3000RMXL","Capacity (W)2100 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/9a9a5a1f054a389a3b9547a667909343.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/9a9a5a1f054a389a3b9547a667909343.256p.jpg"
"1784223694-261","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTA3000XL","Capacity (W)2100 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/07697b7f6a30b1a833461446bd44ebbe.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/07697b7f6a30b1a833461446bd44ebbe.256p.jpg"
"1784223694-262","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTD3000RMXLI","Capacity (W)2100 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784223694-263","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTD3000RMXLT3U","Capacity (W)2100 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31-rsVsp-OL.jpg","https://m.media-amazon.com/images/I/31-rsVsp-OL.jpg"
"1784223694-264","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTD3000XLI","Capacity (W)2100 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41UHTTP7nUL.jpg","https://m.media-amazon.com/images/I/41UHTTP7nUL.jpg"
"1784223694-265","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTD3KRMXL3U-TF5","Capacity (W)2100 W","Capacity (VA)3000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/df72817dacedeb089d828354f1ef6397.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/df72817dacedeb089d828354f1ef6397.256p.jpg"
"1784223694-266","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTD5000RMXLP3U","Capacity (W)4000 W","Capacity (VA)5000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://images-na.ssl-images-amazon.com/images/I/411hlKJzPJL.jpg","https://images-na.ssl-images-amazon.com/images/I/411hlKJzPJL.jpg"
"1784223694-267","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","APC SURTD5000XLI","Capacity (W)3500 W","Capacity (VA)5000 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41ZiokvFM7L.jpg","https://m.media-amazon.com/images/I/41ZiokvFM7L.jpg"
"1784223694-268","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite AVR650UM","Capacity (W)325 W","Capacity (VA)650 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/416P++lue5L.jpg","https://m.media-amazon.com/images/I/416P++lue5L.jpg"
"1784223694-269","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite AVR700UXRM","Capacity (W)350 W","Capacity (VA)700 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41FQ8zWAMlL.jpg","https://m.media-amazon.com/images/I/41FQ8zWAMlL.jpg"
"1784223694-270","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite AVR900UTAA","Capacity (W)480 W","Capacity (VA)900 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41ZQx4W05CL.jpg","https://m.media-amazon.com/images/I/41ZQx4W05CL.jpg"
"1784223694-271","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite AVRX550U","Capacity (W)300 W","Capacity (VA)550 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/14898ba24e48bf7af709399449366d7d.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/14898ba24e48bf7af709399449366d7d.256p.jpg"
"1784223694-272","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite AVRX750U","Capacity (W)450 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/d1471c5f5fc0913940b7a0eb13feec28.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d1471c5f5fc0913940b7a0eb13feec28.256p.jpg"
"1784223694-273","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite BC600SINE","Capacity (W)375 W","Capacity (VA)600 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41WX4wH4wUL.jpg","https://m.media-amazon.com/images/I/41WX4wH4wUL.jpg"
"1784223694-274","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite BCPERS300","Capacity (W)175 W","Capacity (VA)300 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31+Vzd+S4iL.jpg","https://m.media-amazon.com/images/I/31+Vzd+S4iL.jpg"
"1784223694-275","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite BCPERS450","Capacity (W)280 W","Capacity (VA)450 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31gkYGzHo-L.jpg","https://m.media-amazon.com/images/I/31gkYGzHo-L.jpg"
"1784223694-276","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite BCPERSONAL450","Capacity (W)280 W","Capacity (VA)450 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31gkYGzHo-L.jpg","https://m.media-amazon.com/images/I/31gkYGzHo-L.jpg"
"1784223694-277","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite BCPRO1050","Capacity (W)705 W","Capacity (VA)1050 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/31AQR4OXXRL.jpg","https://m.media-amazon.com/images/I/31AQR4OXXRL.jpg"
"1784223694-278","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite BCPRO1400","Capacity (W)940 W","Capacity (VA)1400 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/df7aae56a53b5b5264afa9fe2f8fbd00.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/df7aae56a53b5b5264afa9fe2f8fbd00.256p.jpg"
"1784223694-279","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite BCPRO600","Capacity (W)345 W","Capacity (VA)600 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/1fec8dadab8cb6cb6cf25c8d65bdeb65.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1fec8dadab8cb6cb6cf25c8d65bdeb65.256p.jpg"
"1784223694-280","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite ECO350UPS","Capacity (W)180 W","Capacity (VA)350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/f79d560babe3015e159e41d7935d40a3.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f79d560babe3015e159e41d7935d40a3.256p.jpg"
"1784223694-281","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite ECO550UPS","Capacity (W)300 W","Capacity (VA)550 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/a2c6e92876143c46e207b9a103b9cadc.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/a2c6e92876143c46e207b9a103b9cadc.256p.jpg"
"1784223694-282","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite ECO550UPSTAA","Capacity (W)300 W","Capacity (VA)550 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/419rRC9AywL.jpg","https://m.media-amazon.com/images/I/419rRC9AywL.jpg"
"1784223694-283","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite ECO650UPSM","Capacity (W)325 W","Capacity (VA)650 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/41-Enh1h+GL.jpg","https://m.media-amazon.com/images/I/41-Enh1h+GL.jpg"
"1784223694-284","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite ECO750UPS","Capacity (W)450 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/aa9dde7bae4103082d820519203f04d9.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/aa9dde7bae4103082d820519203f04d9.256p.jpg"
"1784223694-285","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite ECO900UPSM","Capacity (W)480 W","Capacity (VA)900 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/4512f0d5d214ed8e1d9d346235983468.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4512f0d5d214ed8e1d9d346235983468.256p.jpg"
"1784223694-286","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite HT850UPS","Capacity (W)450 W","Capacity (VA)750 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/410akF+khnL.jpg","https://m.media-amazon.com/images/I/410akF+khnL.jpg"
"1784223694-287","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite HTRL15UPS","Capacity (W)900 W","Capacity (VA)1500 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://m.media-amazon.com/images/I/11wmbqlJURL.jpg","https://m.media-amazon.com/images/I/11wmbqlJURL.jpg"
"1784223694-288","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite INTERNET350SER","Capacity (W)180 W","Capacity (VA)350 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/e8960c92053cb2d0cc94e3e8e489ae9a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e8960c92053cb2d0cc94e3e8e489ae9a.256p.jpg"
"1784223694-289","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite INTERNET550SER","Capacity (W)300 W","Capacity (VA)550 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/d724da8e74527a0b5033dd15db5201d2.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d724da8e74527a0b5033dd15db5201d2.256p.jpg"
"1784223694-290","https://uk.pcpartpicker.com/products/ups/","https://uk.pcpartpicker.com/products/ups/#page=5","Tripp Lite INTERNETOFFICE300","Capacity (W)150 W","Capacity (VA)300 VA","(0)","Add","(0)","Add","Capacity (VA)","Capacity (W)","https://cdna.pcpartpicker.com/static/forever/images/product/d499fe8fa234b112f1fcbe5a68fd8cb3.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/d499fe8fa234b112f1fcbe5a68fd8cb3.256p.jpg"
