name,price,image,type,wattage,efficiency,modular,color,rating
EVGA SuperNOVA 850 P2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/0f2c0a7aa202d2be52dd352d178f7b84.256p.jpg,ATX,850 W,80+ Platinum,Full,,4.5
Silverstone SX1000-LPT,214.98,https://cdna.pcpartpicker.com/static/forever/images/product/7eb5273ec88fa51b14edb4ccaf0f9119.256p.jpg,SFX,1000 W,80+ Platinum,Full,Black,4.5
Silverstone SX650-G,,https://cdna.pcpartpicker.com/static/forever/images/product/8dd0a8fb704d1fedf6b22afd773cff97.256p.jpg,SFX,650 W,80+ Gold,Full,Black,4
Thermalright TR-SGFX 650,,https://cdna.pcpartpicker.com/static/forever/images/product/3f167d102247b63d73d2951a4a81f8b8.256p.jpg,SFX,650 W,80+ Gold,Full,Black,0
Corsair Vengeance 650M,79.98,https://cdna.pcpartpicker.com/static/forever/images/product/fd74dc1f836bfa5e87349a2ecc82ffb3.256p.jpg,ATX,650 W,80+ Silver,Semi,Black,5
Thermalright TP,Add,https://cdna.pcpartpicker.com/static/forever/images/product/2b67dce79197cd3eafbbcdbd00ed1e33.256p.jpg,ATX,850 W,80+ Platinum,Full,Black,0
SeaSonic FOCUS Plus 550 Gold,Add,ATX,ATX,550 W,80+ Gold,Full,,4.5
FSP Group HV PRO,Add,ATX,ATX,650 W,80+,No,Black,4
Corsair AX1200i,Add,https://cdna.pcpartpicker.com/static/forever/images/product/13031f8f694817b3315092e7cb985d9d.256p.jpg,ATX,1200 W,80+ Platinum,Full,,4.5
be quiet! Straight Power 11 650W,Out of stock£107.99Add,ATX,ATX,650 W,80+ Gold,Full,,4.5
Silverstone Strider Platinum S,149.99,https://cdna.pcpartpicker.com/static/forever/images/product/9b4784f0c87eaeaa10bc83491aa52422.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black,0
Xilence XP600R6,Add,https://cdna.pcpartpicker.com/static/forever/images/product/5b1ec52685b70f9f36d952da40e897e5.256p.jpg,ATX,600 W,false,No,Black / Red,0
Silverstone DA650 Gold,Out of stock£103.00Add,https://cdna.pcpartpicker.com/static/forever/images/product/c4b4fffc5784ca914212f163b83928c5.256p.jpg,ATX,650 W,80+ Gold,Full,Black / White,5
EVGA 500 GD,Add,https://cdna.pcpartpicker.com/static/forever/images/product/d0942c9c2e9216eccf77b6a59fbca6b0.256p.jpg,ATX,500 W,80+ Gold,No,Black,4.5
SeaSonic M12II,Add,https://cdna.pcpartpicker.com/static/forever/images/product/c1bcd231838c0181543f20e95f9680fd.256p.jpg,ATX,620 W,80+ Bronze,Full,,4.5
be quiet! Straight Power 11 850W,Out of stock£142.00Add,https://cdna.pcpartpicker.com/static/forever/images/product/39c4babc2909ab78720fa3010cf0be52.256p.jpg,ATX,850 W,80+ Gold,Full,,4.5
Thermaltake Toughpower Grand RGB,Add,https://cdna.pcpartpicker.com/static/forever/images/product/162e04ba3833a2563b77abea5b2f532c.256p.jpg,ATX,850 W,80+ Gold,Full,,4.5
PowerSpec GFM,Add,ATX,ATX,750 W,80+ Gold,Full,Black,3.5
Inter-Tech Argus RGB II,72.7,ATX,ATX,600 W,80+ Bronze,No,Black,0
ADATA XPG CORE Reactor 750,Add,https://cdna.pcpartpicker.com/static/forever/images/product/4209ee183a6b7cc2adae27739e2ade8c.256p.jpg,ATX,750 W,80+ Gold,Full,Black,4.5
Corsair TX850M Gold,Add,https://cdna.pcpartpicker.com/static/forever/images/product/a80cb70e1baac5de2239f4393afdb96e.256p.jpg,ATX,850 W,80+ Gold,Semi,,4.5
EVGA 430 W1,Add,ATX,ATX,430 W,80+,No,,4.5
Athena Power AP-MFATX40,,Mini ITX,Mini ITX,400 W,80+ Bronze,No,Silver,0
Corsair CX750 (2017),Add,ATX,ATX,750 W,80+ Bronze,No,,4
Corsair AX760,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ff7f60bf934176abc59a290342e1522a.256p.jpg,ATX,760 W,80+ Platinum,Full,,4.5
Corsair TX650M,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ce3656f89d1a4d937f4390362cdfab3a.256p.jpg,ATX,650 W,80+ Gold,Semi,Black,4.5
Corsair RMx SHIFT (2025),245.47,https://cdna.pcpartpicker.com/static/forever/images/product/95cc91e9737fe3643449f27fcfd5796e.256p.jpg,ATX,1000 W,,Full / Side,Black,5
SeaSonic VERTEX GX-850,Out of stock£199.00Add,https://cdna.pcpartpicker.com/static/forever/images/product/51419499a1bcb01da5cd42e00a08973e.256p.jpg,ATX,850 W,80+ Gold,Full,Black / Silver,4
Deepcool PL550D,Add,https://cdna.pcpartpicker.com/static/forever/images/product/9ee96af4fbfe40de451a9d3db9ba7e9a.256p.jpg,ATX,550 W,80+ Bronze,No,Black,0
SeaSonic Core GC,Out of stock£76.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/b95f70942887be6e60372bd500baafa4.256p.jpg,ATX,650 W,80+ Gold,No,Black,4
Aerocool LUX RGB 750M (230V EU),Add,https://cdna.pcpartpicker.com/static/forever/images/product/b95a6233f0134e16af6a6e1faefd043f.256p.jpg,ATX,750 W,80+ Bronze,Semi,Black,0
EVGA SuperNOVA 1200 P3,Add,ATX,ATX,1200 W,80+ Platinum,Full,Black / Silver,5
Corsair AX850,Add,ATX,ATX,850 W,80+ Titanium,Full,Black / Silver,4.5
Corsair HX850,Add,https://cdna.pcpartpicker.com/static/forever/images/product/e628209a5140343c1b84ac029eca34ac.256p.jpg,ATX,850 W,80+ Platinum,Full,Black,5
PC Cooler KN650,Add,,ATX,650 W,80+ Gold,Full,Black,4
High Power PG-750,Add,ATX,ATX,750 W,false,No,Black,0
Apex AL-8250SFX,83.71,https://cdna.pcpartpicker.com/static/forever/images/product/4ff48ca0b7afbdad8e8dd2ceddb9f31f.med.256p.jpg,SFX,250 W,false,No,Silver,2.5
EVGA 750 B5,Add,ATX,ATX,750 W,80+ Bronze,Full,Black,5
Thermalright KG-650,Add,,ATX,650 W,80+ Gold,Full,Black,0
SeaSonic FOCUS Plus Platinum,Add,https://cdna.pcpartpicker.com/static/forever/images/product/3f102f6accc41e69cdba76a63259abae.256p.jpg,ATX,750 W,80+ Platinum,Full,,4.5
EVGA 600 B1,Out of stock£85.00Add,ATX,ATX,600 W,80+ Bronze,No,,4
ASRock Steel Legend SL-1200GW,£154.16Add,https://cdna.pcpartpicker.com/static/forever/images/product/b05aa73cae30b3785615c2388e333175.256p.jpg,ATX,1200 W,80+ Gold,Full,White,0
FSP Group VITA GD,84.75,https://cdna.pcpartpicker.com/static/forever/images/product/4ea7d93243b25074ff601eac208b7e0a.256p.jpg,ATX,850 W,80+ Gold,No,Black,0
NZXT C1000 (2022),139.99,ATX,ATX,1000 W,80+ Gold,Full,Black,4.5
EVGA GE,Add,ATX,ATX,800 W,80+ Gold,No,Black,5
Cooler Master MWE BRONZE 750 V3,Out of stock£68.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/a38009ed384a072cdf5cb83be626c1b7.256p.jpg,ATX,750 W,80+ Bronze,No,Black,5
Fractal Design Ion SFX 650G,Add,SFX,SFX,650 W,80+ Gold,Full,Black,4.5
Corsair G800,Add,ATX,ATX,800 W,80+,No,,4.5
Montech TITAN GOLD 850W,89.99,https://cdna.pcpartpicker.com/static/forever/images/product/077f9e8de9568e193054b59a23d8d95a.256p.jpg,ATX,850 W,80+ Gold,Full,Black,5
SHARKOON Rebel P20 750,Add,https://cdna.pcpartpicker.com/static/forever/images/product/156a6530abcf9ca190cf809d689662f7.256p.jpg,ATX,750 W,Full,Full,Black,0
Phanteks Revolt SFX,179.99,https://cdna.pcpartpicker.com/static/forever/images/product/b08c7d229c10343a41a220d56b188268.256p.jpg,SFX,850 W,80+ Platinum,Full,Black,5
EVGA SuperNOVA 750 GM,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1a66c2484c144e3b5dd0d8f80ebbb036.256p.jpg,SFX,750 W,80+ Gold,Full,Black,4.5
Corsair CX450 (2017),Add,https://cdna.pcpartpicker.com/static/forever/images/product/dd6ceded5a518118407b00b140f71c1a.256p.jpg,ATX,450 W,80+ Bronze,No,,4.5
EVGA SuperNOVA 750 G+,Add,https://cdna.pcpartpicker.com/static/forever/images/product/31929d5b12294aac44aed9640786458b.256p.jpg,ATX,750 W,80+ Gold,Full,Black,4.5
Thermaltake Toughpower GF A3 ATX 3.0,Add,ATX,ATX,850 W,80+ Gold,Full,Black,4.5
Silverstone Extreme 1200R Platinum,316,https://cdna.pcpartpicker.com/static/forever/images/product/544607f455e930943377aec4e6689055.256p.jpg,SFX,1200 W,Full,Full,Black,0
Gigabyte UD1000GM PG5 (rev. 2.0),184.23,https://cdna.pcpartpicker.com/static/forever/images/product/57c3b482e6f4ab64bb5406715273ca8a.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,4.5
Chieftec Vega,Add,,ATX,850 W,80+ Gold,No,Black / Blue,0
Antec EarthWatts Platinum,178.94,ATX,ATX,550 W,80+ Platinum,No,,4
Cooler Master Elite NEX White W700 Black Mesh 230V,69.48,ATX,ATX,700 W,80+,No,Black,4
Thermalright KG-750,Add,,ATX,750 W,80+ Gold,Full,Black,0
Thermaltake Litepower,Add,https://cdna.pcpartpicker.com/static/forever/images/product/8e5221b2f3aa8a7c9d91e7e786b35799.256p.jpg,ATX,650 W,false,No,,4
Rosewill CMG1200G5,Add,ATX,ATX,1200 W,80+ Gold,Full,Black,0
NOX URANO VX,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ad5880d976356745ec039fd28c4c4fc3.256p.jpg,ATX,650 W,80+ Bronze,No,Black / Orange,0
GAMDIAS KRATOS M1 B,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1e88a2807ce5b6e9ea81b8665f6921b1.256p.jpg,ATX,600 W,80+ Bronze,No,Black,0
GAMDIAS KRATOS P1 G,Add,https://cdna.pcpartpicker.com/static/forever/images/product/13c1c9ee39bf5c9dc444173e90eee30a.256p.jpg,ATX,650 W,80+ Gold,No,Black,0
GameMax GP,41.95,https://cdna.pcpartpicker.com/static/forever/images/product/6d295e41983c7f231ee72748ec8f92d7.256p.jpg,ATX,400 W,80+ Bronze,No,Black,4.5
ADATA XPG CORE Reactor 650,Add,ATX,ATX,650 W,80+ Gold,Full,Black,5
Corsair AX860,Add,https://cdna.pcpartpicker.com/static/forever/images/product/2a54e0820b35796c6a1d1fb7df9a52af.256p.jpg,ATX,860 W,80+ Platinum,Full,,4.5
EVGA 610 BP,Add,ATX,ATX,610 W,80+ Bronze,No,Black,0
Corsair HX750,Add,https://cdna.pcpartpicker.com/static/forever/images/product/57aab50af13b108be9906418897fda34.256p.jpg,ATX,750 W,80+ Gold,Semi,,4.5
EVGA SuperNOVA 750 P2,779.64,https://cdna.pcpartpicker.com/static/forever/images/product/d70059fb4d0f5ba97dcd4d08728ea133.256p.jpg,ATX,750 W,80+ Platinum,Full,,4.5
Silverstone Triton 850Rx,Add,ATX,ATX,850 W,false,No,Black,0
Thermaltake Toughpower PF3,169.99,https://cdna.pcpartpicker.com/static/forever/images/product/afbc60e75c3880a5e5ecfff53789b8b7.256p.jpg,ATX,850 W,80+ Platinum,Full,Black,0
EVGA SuperNOVA 1300 G+,Add,ATX,ATX,1300 W,80+ Gold,Full,Black,5
Xigmatek NRP-PC602,Add,ATX,ATX,600 W,80+ Bronze,No,,0
Cooler Master G600,Add,ATX,ATX,600 W,80+ Gold,No,Black,5
LC-Power LC6 V2.31,102.13,https://cdna.pcpartpicker.com/static/forever/images/product/4c69ee0da1a6a5ee02d2b072d7f06251.256p.jpg,ATX,550 W,80+ Gold,Full,Black / Gray,0
YEYIAN Raiden,Add,https://cdna.pcpartpicker.com/static/forever/images/product/62e43817dec77d9cc350d123f8e13f51.256p.jpg,ATX,650 W,80+ Bronze,No,Black,0
Thermalright TB-750,Add,https://cdna.pcpartpicker.com/static/forever/images/product/291fd78c0199d0b031e0f8857ec612e6.256p.jpg,ATX,750 W,80+ Bronze,Full,Black,3
Silverstone ATTIS 650R,65.47,https://cdna.pcpartpicker.com/static/forever/images/product/b762d08de0eba1a712301fe2254de011.256p.jpg,ATX,650 W,80+ Bronze,No,Black,0
Thermalright KG-850,Add,,ATX,850 W,80+ Gold,Full,Black,0
EVGA SuperNOVA 1600 T2,699.99,https://cdna.pcpartpicker.com/static/forever/images/product/1ff8589edd029c2ea041f07e30a6ed91.256p.jpg,ATX,1600 W,80+ Titanium,Full,,5
Cooler Master V650 V2,Add,ATX,ATX,650 W,80+ Gold,Full,White,4.5
Cooler Master MWE White V2 230V,84.81,https://cdna.pcpartpicker.com/static/forever/images/product/25b04bd15445e49122eab536acaee519.256p.jpg,ATX,700 W,80+,No,Black,0
FSP Group FSP300-60LG,133.59,Mini ITX,Mini ITX,300 W,80+ Bronze,No,Black,0
Xilence XP650R12,72.08,ATX,ATX,650 W,80+ Gold,No,Black,0
SeaSonic Platinum,Add,https://cdna.pcpartpicker.com/static/forever/images/product/167bb299669bcf601a1668dfba6f1eca.256p.jpg,ATX,400 W,80+ Platinum,Full,,5
SeaSonic FOCUS Plus Gold,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6a8a616ad8c5c8328c602091299aa18f.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,4.5
Cougar VTE,Add,https://cdna.pcpartpicker.com/static/forever/images/product/d7fc06a72a9a445b18814b618cb9fe3f.256p.jpg,ATX,600 W,80+ Bronze,No,Black,3
GAMDIAS HELIOS P2-1000G,161.49,ATX,ATX,1000 W,80+ Gold,No,Black,0
SeaSonic FOCUS,Add,https://cdna.pcpartpicker.com/static/forever/images/product/5066a247491ec2339cc1343c977a12a7.256p.jpg,ATX,850 W,80+ Gold,Semi,Black,4.5
Gigabyte PW400,Add,https://cdna.pcpartpicker.com/static/forever/images/product/f0c8f1f8370785f58165de164bf0fcba.256p.jpg,ATX,400 W,80+,No,Black,5
Corsair CV750,Add,ATX,ATX,750 W,80+ Bronze,No,Black,4
EVGA SuperNOVA NEX650G Gold,Add,ATX,ATX,650 W,80+ Gold,Full,,4.5
NZXT C750 (2023),73.99,ATX,ATX,750 W,80+ Bronze,No,Black,0
Antec EARTHWATTS GOLD PRO 650,Add,https://cdna.pcpartpicker.com/static/forever/images/product/7560f38c69f6f149a4d33ad8999e6a02.256p.jpg,ATX,650 W,80+ Gold,Semi,Black,5
Corsair TX650,Add,ATX,ATX,650 W,80+,No,,4.5
Antec High Current Gamer Gold,309.42,https://cdna.pcpartpicker.com/static/forever/images/product/7863ebed8fe861fc2fd209a25f87035f.256p.jpg,ATX,750 W,80+ Gold,Full,Black,4.5
Xigmatek Vector,Add,ATX,ATX,650 W,80+ Gold,Semi,,0
EVGA 500 B1,Add,ATX,ATX,500 W,80+ Bronze,No,,4
Corsair AX1500i,,https://cdna.pcpartpicker.com/static/forever/images/product/318e2166cbcda98241a948750645fa1f.256p.jpg,ATX,1500 W,80+ Titanium,Full,,4.5
Thermaltake Smart BX1 650,Add,ATX,ATX,650 W,80+ Bronze,No,Black,3.5
EVGA SuperNOVA 1000 G6,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fc764228aa234156a7ad64073b72b702.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,4.5
Silverstone SX600-G,129.99,https://cdna.pcpartpicker.com/static/forever/images/product/4ff3b96bfe7ccbb291ee050adb10c3b5.256p.jpg,SFX,600 W,80+ Gold,Full,Black,4.5
Thermaltake Smart BM2,107.65,ATX,ATX,650 W,80+ Bronze,Semi,Black,4.5
EVGA SuperNOVA 850 P6,Add,ATX,ATX,850 W,80+ Platinum,Full,Black / Silver,5
GAMDIAS HELIOS P2-750G,Add,ATX,ATX,750 W,80+ Gold,No,Black,0
Deepcool DQ750-M-V2L,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fd62859c87471f45be49d9c88d1b43d6.256p.jpg,ATX,750 W,80+ Gold,Full,Black / Green,4.5
SHARKOON SilentStorm Icewind Black,Add,ATX,ATX,650 W,80+ Bronze,Semi,Black,0
PREYON Eagle Power Gaming,Add,,ATX,750 W,80+ Gold,Full,Black,0
EVGA SuperNOVA 650 G1,Add,https://cdna.pcpartpicker.com/static/forever/images/product/e0619f8ff14f54202408fedef67f372e.256p.jpg,ATX,650 W,80+ Gold,Full,,4.5
Cooler Master X Mighty 2000 230V,Out of stock£295.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/01ce1b2217f56323e96a173f0cea5277.256p.jpg,ATX,2000 W,80+ Platinum,Full,,0
Thermaltake TR2 S,76.01,https://cdna.pcpartpicker.com/static/forever/images/product/a2dbc1855aafadffeb4aedfb06e169f9.256p.jpg,ATX,600 W,80+,No,Black,4
Corsair AX1200,495,https://cdna.pcpartpicker.com/static/forever/images/product/f9120e77cff5f79a6e0f5b9e650c8a20.256p.jpg,ATX,1200 W,80+ Gold,Full,,4.5
be quiet! Dark Power Pro 12,Out of stock£337.00Add,ATX,ATX,1200 W,80+ Titanium,Full,Black,5
Corsair RM750i,Add,https://cdna.pcpartpicker.com/static/forever/images/product/5942dc5054650341ae8fc07633badb2c.256p.jpg,ATX,750 W,80+ Gold,Full,,4.5
SeaSonic ATX3-FOCUS-GX-850-WHITE,Add,ATX,ATX,850 W,80+ Gold,Full,White,5
Cooler Master MWE Bronze,Add,https://cdna.pcpartpicker.com/static/forever/images/product/02a69b2e464345c1eaf7d8bb9bc5f36d.256p.jpg,ATX,500 W,80+ Bronze,No,Black,4
ADATA XPG CYBERCORE,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1196eea43a85b6a3776208dfa80b3fb6.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black / Silver,5
Corsair HX1000i (2022),Add,https://cdna.pcpartpicker.com/static/forever/images/product/146e02bccb8a762200dfb2ba2e555011.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black,4
be quiet! Pure Power 11 FM 650,Out of stock£94.00Add,https://cdna.pcpartpicker.com/static/forever/images/product/c21749bdc459873bd52694d0d91907b6.256p.jpg,ATX,650 W,80+ Gold,Full,Black,5
EVGA 600 GQ,Add,https://cdna.pcpartpicker.com/static/forever/images/product/7204835be5ea6c77c647693ece49bfc0.256p.jpg,ATX,600 W,80+ Gold,Semi,Black,0
FSP Group Hydro G PRO ATX3.0(PCIe5.0),Add,https://cdna.pcpartpicker.com/static/forever/images/product/52e4516222c9b5bca3e053afded41848.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
SeaSonic PRIME 600 Titanium,Add,https://cdna.pcpartpicker.com/static/forever/images/product/5ac9eba4fe8d8a6f38b27eb91198158b.256p.jpg,ATX,600 W,80+ Titanium,Full,Black,5
EVGA SuperNOVA 650 P2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1a91d573afc204e9d77582972ef1c677.256p.jpg,ATX,650 W,80+ Platinum,Full,,4.5
Corsair TX750M,Add,https://cdna.pcpartpicker.com/static/forever/images/product/236fabe55702c530f97f31fc816e61a6.256p.jpg,ATX,750 W,80+ Gold,Semi,Black,5
Silverstone TX300,90.97,TFX,TFX,300 W,80+ Bronze,No,Black,0
Fractal Design Anode Bronze,82.9,SFX,SFX,450 W,80+ Bronze,No,Black,0
NZXT C (2019),Add,https://cdna.pcpartpicker.com/static/forever/images/product/801406fa0cd02e64085d789fd7a0fd7d.256p.jpg,ATX,650 W,80+ Gold,Full,Black,5
Thermaltake Toughpower iRGB PLUS 750,Add,https://cdna.pcpartpicker.com/static/forever/images/product/36c3f2162cb7c105b5aceb9d291a4ccc.256p.jpg,ATX,750 W,80+ Gold,Full,Black,3
SeaSonic FOCUS SPX (2021),Add,https://cdna.pcpartpicker.com/static/forever/images/product/2cdab139c680398d37160e200e546121.256p.jpg,SFX,750 W,80+ Platinum,Full,Black,3
Antec NeoECO Gold,184.9,https://cdna.pcpartpicker.com/static/forever/images/product/4d9810fac452be5b29a2f67ba60f87e5.256p.jpg,ATX,750 W,80+ Gold,Full,,0
SeaSonic S12II,Add,https://cdna.pcpartpicker.com/static/forever/images/product/5b77b436653afde75e865f2dbc7e8e83.256p.jpg,ATX,350 W,80+ Bronze,No,,5
Thermaltake Smart BX1 550,Add,ATX,ATX,550 W,80+ Bronze,No,Black,4.5
Silverstone DA1000R,175.47,https://cdna.pcpartpicker.com/static/forever/images/product/e0c76bfce9b868c98da1f7ae0851054d.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,0
Silverstone SX750-PT,159.99,SFX,SFX,750 W,80+ Platinum,Full,Black,3
FSP Group Hydro Pro,Add,https://cdna.pcpartpicker.com/static/forever/images/product/a1c1a3e084a04b6973ca703dfde86840.256p.jpg,ATX,500 W,80+ Bronze,No,Black,0
Apevia ATX-JP800W,,,ATX,800 W,80+ Bronze,No,Black,0
SeaSonic M12II EVO,Add,ATX,ATX,520 W,80+ Bronze,Full,Black,5
ARESGAME AGK,Add,ATX,ATX,850 W,80+ Gold,Full,Black / Red,4.5
Corsair CX550F,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fd4dd3c80698fbc02fbe7990598aec90.256p.jpg,ATX,550 W,80+ Bronze,Full,Black,4.5
Silverstone Essential,118.23,https://cdna.pcpartpicker.com/static/forever/images/product/8e362f9250f1d0c8a620e58dc740c14a.256p.jpg,ATX,550 W,80+ Bronze,No,Black,3
Thermaltake Toughpower TF1 - TT Premium,324.32,https://cdna.pcpartpicker.com/static/forever/images/product/13e4db8617ceca5e24b20be802bfb76b.256p.jpg,ATX,1550 W,80+ Titanium,Full,Black,5
Thermalright TR-SGFX 650W,,https://cdna.pcpartpicker.com/static/forever/images/product/6ffbc39426890ba9434d27139c14634f.256p.jpg,SFX,650 W,80+ Gold,Full,White,5
Corsair RM550x (2018),Add,https://cdna.pcpartpicker.com/static/forever/images/product/0255e6064c82e964e2f97a14c406624c.256p.jpg,ATX,550 W,80+ Gold,Full,Black / Silver,4.5
Phanteks AMP,Out of stock£128.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/cfee730bf98810ab82afed241e306420.256p.jpg,ATX,650 W,80+ Gold,Full,Black,5
be quiet! System Power 9 700 CM,Out of stock£80.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/6706a25e270992133bf9ed01ac38e124.256p.jpg,ATX,700 W,80+ Bronze,Semi,Black,4
Xilence XP750R6.2,61.8,ATX,ATX,750 W,80+,No,Black,0
Silverstone Strider Platinum,350.04,https://cdna.pcpartpicker.com/static/forever/images/product/988bcf7f327f782d7ec2fc8d3982f0a2.256p.jpg,ATX,1200 W,80+ Platinum,Full,,4
Silverstone SX1000R-PL,268,SFX,SFX,1000 W,80+ Platinum,Full,Black / White,0
Xilence XP850R12,85.1,ATX,ATX,850 W,80+ Gold,No,Black,4
PC Cooler KN750,Add,https://cdna.pcpartpicker.com/static/forever/images/product/7b90e367b2dafa0aa3da28c55af8fdaa.256p.jpg,ATX,750 W,80+ Gold,Full,Black,1
Deepcool PF550 230V,Add,https://cdna.pcpartpicker.com/static/forever/images/product/8e128ad38104be75c105cb3706e90e8f.256p.jpg,ATX,550 W,80+,No,Black,0
ADATA XPG CORE Reactor 850,Add,https://cdna.pcpartpicker.com/static/forever/images/product/be943f49cf991478f5dfa9598900c80d.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
SeaSonic G12 GC,Out of stock£67.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/e975ec51715848bfcc6cb9def3a23e91.256p.jpg,ATX,850 W,80+ Gold,No,Black / Blue,5
be quiet! Dark Power 12,Out of stock£256.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/0dbe2767c8cdae695c3d2bd4d039d18e.256p.jpg,ATX,850 W,80+ Titanium,Full,Black,5
Gigabyte AORUS P1200W,Add,https://cdna.pcpartpicker.com/static/forever/images/product/e47ce04db6298c9d5277ee6041de2c3b.256p.jpg,ATX,1200 W,80+ Platinum,Full,Black,0
Cooler Master V550 SFX GOLD,Add,SFX,SFX,550 W,80+ Gold,Full,Black,0
Thermaltake Toughpower GF1 PE,Add,https://cdna.pcpartpicker.com/static/forever/images/product/134c2df91872591a7ab32387f3aa5a1b.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4.5
Corsair CX850M,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6c302ebaed62732584f7f05366c8ed54.256p.jpg,ATX,850 W,80+ Bronze,Semi,,4
Gigabyte B700H,Add,https://cdna.pcpartpicker.com/static/forever/images/product/07fdd620e5783237a09d32168bf64e31.256p.jpg,ATX,700 W,80+ Bronze,Semi,Black,4.5
MSI MEG Ai1000P PCIE5,Add,https://cdna.pcpartpicker.com/static/forever/images/product/079a76061b22581a7ee2e5ae57548af7.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black / Copper,5
EVGA SuperNOVA 1000 G2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/880d4bee6e2f62593c1ad157fff9307a.256p.jpg,ATX,1000 W,80+ Gold,Full,,4.5
FSP Group FSP500-50FGGBN,,Flex ATX,Flex ATX,500 W,80+ Gold,No,Silver,3
Corsair RM850i,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6d9e7ebc15389c07838bba6f147ab626.256p.jpg,ATX,850 W,80+ Gold,Full,,4.5
1STPLAYER NGDP ATX 3.0,Add,ATX,ATX,1000 W,80+ Platinum,Full,Black,0
EVGA SuperNOVA 1000 P3,£518.10Add,ATX,ATX,1000 W,80+ Platinum,Full,Black / Silver,5
EVGA 750 N1,Add,https://cdna.pcpartpicker.com/static/forever/images/product/3fd0e3a90307eb0cf3700f8ff04632cc.256p.jpg,ATX,750 W,false,No,,4.5
Deepcool PN850M WH,Add,https://cdna.pcpartpicker.com/static/forever/images/product/f0ffed0b8e89c2af6cd731d3b3e495ec.256p.jpg,ATX,850 W,80+ Gold,Full,White,0
Corsair TX950,Add,ATX,ATX,950 W,80+ Bronze,No,,4
EVGA SuperNOVA 550 GA,Add,ATX,ATX,550 W,80+ Gold,Full,Black,4.5
Mars Gaming MPII650,Add,ATX,ATX,650 W,false,No,Black / Red,0
EVGA SuperNOVA 1000 T2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1c303037e5d94aba07796b210cd3de04.256p.jpg,ATX,1000 W,80+ Titanium,Full,,4.5
Cooler Master MWE Gold 750,Add,https://cdna.pcpartpicker.com/static/forever/images/product/90f03718eb0a27e17c69b314023bc839.256p.jpg,ATX,750 W,80+ Gold,Full,Black,4.5
GameMax GM,Out of stock£114.53Add,https://cdna.pcpartpicker.com/static/forever/images/product/e080902c13e542cd1b17029f9a0d1d13.256p.jpg,ATX,800 W,80+ Bronze,Semi,Black,5
