name,price,image,type,wattage,efficiency,modular,color,rating
Thermalright TB650S,Add,https://cdna.pcpartpicker.com/static/forever/images/product/029c3beeb5912c4f445fc76f5f5aa5ba.256p.jpg,ATX,650 W,80+ Bronze,No,Black,0
Xilence XP550R10,54.45,ATX,ATX,550 W,80+ Bronze,No,Black / Red,0
Xilence XP750R12,81.69,ATX,ATX,750 W,80+ Gold,No,Black,0
Cooler Master Elite NEX White W600 Black Mesh 230V,60.27,ATX,ATX,600 W,80+,No,Black,0
Thermaltake Toughpower,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fa07f378e67cc4bf3a6d7cd2600338ae.256p.jpg,ATX,750 W,80+ Gold,Semi,,4.5
SeaSonic VERTEX PX-850,Out of stock£211.62Add,https://cdna.pcpartpicker.com/static/forever/images/product/53793b9fe70a53ee620d376bc4db3e1d.256p.jpg,ATX,850 W,80+ Platinum,Full,Black / Silver,0
GameMax VP-600-RGB,Add,ATX,ATX,600 W,80+ Bronze,No,Black,0
PC Cooler YS850,Add,ATX,ATX,850 W,80+ Gold,Full,Black,0
Enermax MAXPRO,Add,ATX,ATX,500 W,80+,No,,0
Thermaltake Toughpower SFX 600W Gold,,SFX,SFX,600 W,80+ Gold,Full,Black,5
HEC HEC200SA-2FX,,https://cdna.pcpartpicker.com/static/forever/images/product/05dfbb51ab9efcd64e2ef492fa375e10.med.256p.jpg,Mini ITX,200 W,false,No,Silver,0
Aerocool AER-P7-P650W,Add,ATX,ATX,650 W,80+ Platinum,Full,,5
be quiet! System Power 9 500 CM,Out of stock£62.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/6bdaac89a1675f66238a17335eb22cd6.256p.jpg,ATX,500 W,80+ Bronze,Semi,Black,4.5
Thermaltake Toughpower GF1 Snow - TT Premium,Add,ATX,ATX,750 W,80+ Gold,Full,White,3
EVGA 750 B3,Add,ATX,ATX,850 W,80+ Bronze,Full,,5
Corsair CS850M,Add,https://cdna.pcpartpicker.com/static/forever/images/product/89781316578ff77d1a83204f7a94f184.256p.jpg,ATX,850 W,80+ Gold,Semi,,5
SHARKOON SilentStorm Cool Zero 750,Add,https://cdna.pcpartpicker.com/static/forever/images/product/24e1863d77642a93933b960607620266.256p.jpg,ATX,750 W,80+ Gold,Full,Black,4
Cooler Master G550M,Add,ATX,ATX,550 W,80+ Bronze,Semi,,4
Asus ROG-STRIX-850G-GUNDAM-EDITION,Add,https://cdna.pcpartpicker.com/static/forever/images/product/2746f559ac6e385a3f8d640ff5687c5f.256p.jpg,ATX,850 W,80+ Gold,Full,White,5
Enermax Platimax D.F.,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b8eec2ba376cbbd68178f2f48e719110.256p.jpg,ATX,1050 W,80+ Platinum,Full,Black,0
FSP Group Hydro PTM PRO,Gen5,Out of stock£229.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/097bf4e7725030b1f17d57eff72b7cfd.256p.jpg,ATX,1650 W,80+ Platinum,Full,Black,0
Antec True Power,Add,https://cdna.pcpartpicker.com/static/forever/images/product/425e461fd7da9aa2298be3609a9c85ca.256p.jpg,ATX,650 W,80+ Gold,No,,4.5
Fractal Design Ion+ 2 Platinum,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6cf1da0b9bcc00bfaddb61f82d60cb94.256p.jpg,ATX,660 W,80+ Platinum,Full,Black,5
Xilence XP650R10,61.38,ATX,ATX,650 W,80+ Bronze,No,Black / Red,0
SeaSonic PRIME Ultra Titanium,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b66d131c19d0ae925251f7c9f3cb0db3.256p.jpg,ATX,1000 W,80+ Titanium,Full,,4.5
be quiet! STRAIGHT POWER E9 | 480W CM,Add,ATX,ATX,480 W,80+ Gold,Full,,0
Deepcool PX1000G,Add,https://cdna.pcpartpicker.com/static/forever/images/product/351a0f0367d723ba6e01636d52a406b3.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,5
Fractal Design Ion+ 560P,Add,https://cdna.pcpartpicker.com/static/forever/images/product/c2a8cbfae3cc72e34af4e829d2d77e32.256p.jpg,ATX,560 W,80+ Platinum,Full,Black,5
Cooler Master MWE White V2,Add,,ATX,550 W,80+,No,Black,4.5
Cooler Master 600W MasterWatt Lite 230V,Add,https://cdna.pcpartpicker.com/static/forever/images/product/c6884124b32a02c13252387f3ad4a180.256p.jpg,ATX,600 W,80+,No,,4
Cooler Master V750 V2,Add,ATX,ATX,750 W,80+ Gold,Full,White,4.5
be quiet! Pure Power 9 CM,Add,ATX,ATX,600 W,80+ Bronze,Semi,Black,5
Thermalright TB750S,Add,https://cdna.pcpartpicker.com/static/forever/images/product/2fe02ab4241726bf04f8472fa9203024.256p.jpg,ATX,750 W,80+ Bronze,No,Black,0
Corsair HX620,Add,ATX,ATX,620 W,80+,Full,,5
Chieftec iArena,Add,,ATX,500 W,80+ Bronze,No,Silver / Black,5
Gigabyte P650G (US),Add,https://cdna.pcpartpicker.com/static/forever/images/product/c202e1ee728f17938772331e0ef7700c.256p.jpg,ATX,650 W,80+ Gold,No,Black,3
Silverstone Strider Plus,Add,https://cdna.pcpartpicker.com/static/forever/images/product/be6ac26cb6be2e77fc656296cb4a558c.256p.jpg,ATX,500 W,80+ Bronze,Full,,3.5
FSP Group Hydro K Pro ATX3.0,Add,https://cdna.pcpartpicker.com/static/forever/images/product/8ceef7235402a7ac369757ecd4d9c90a.256p.jpg,ATX,750 W,80+ Bronze,No,Black,4
Rosewill PHOTON-650,Add,ATX,ATX,650 W,80+ Gold,Full,,4.5
Cooler Master MWE GOLD 750 V2,Add,ATX,ATX,750 W,80+ Gold,No,Black,0
Cooler Master G750M,Add,ATX,ATX,750 W,80+ Bronze,Semi,,4.5
Cooler Master V850 Gold V2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/0c07888e8f46d6566618866bc01e00b4.256p.jpg,ATX,850 W,80+ Gold,Full,Black,4
Phanteks Revolt Pro,Out of stock£157.00Add,https://cdna.pcpartpicker.com/static/forever/images/product/99a38ce61da22dac8b77c17bc0b8d8b0.256p.jpg,ATX,850 W,80+ Gold,Full,Silver / Black,5
SeaSonic PRIME Platinum,Add,https://cdna.pcpartpicker.com/static/forever/images/product/7d86a9e941825a73c01e0b158d441adc.256p.jpg,ATX,1200 W,80+ Platinum,Full,,0
Azza PSAZ-750PT14,Add,ATX,ATX,750 W,80+ Platinum,Semi,,0
be quiet! TFX Power 3 300,69.89,https://cdna.pcpartpicker.com/static/forever/images/product/26f4e1e59c28ce6c0a4dd6e61845d41a.256p.jpg,TFX,300 W,80+ Gold,No,Black,0
EVGA 710 BP,Add,ATX,ATX,710 W,80+ Bronze,No,Black,0
Cooler Master XG750 Plus,Add,ATX,ATX,750 W,80+ Platinum,Full,Black,0
Chieftec Stealth,Add,https://cdna.pcpartpicker.com/static/forever/images/product/0d30b3352f3b131788dc37397801e0f2.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black,0
Cooler Master V750,Add,ATX,ATX,750 W,80+ Gold,Full,,4.5
Corsair CS450M,Add,ATX,ATX,450 W,80+ Gold,Semi,,4.5
Cooler Master G500,Add,ATX,ATX,500 W,80+ Gold,No,Black,0
SeaSonic PRIME 1300 Gold,Add,https://cdna.pcpartpicker.com/static/forever/images/product/0507a17b19d2080a2a8ce1119a204254.256p.jpg,ATX,1300 W,80+ Gold,Full,Black,4
Thermaltake Toughpower Grand RGB Platinum,Add,https://cdna.pcpartpicker.com/static/forever/images/product/375535efcb6d18a56a5f6a6f84299805.256p.jpg,ATX,1200 W,80+ Platinum,Full,Black,0
FSP Group HEXA+,Add,ATX,ATX,500 W,false,No,,4
Raidmax RX-530SS,Add,https://cdna.pcpartpicker.com/static/forever/images/product/556ec77a3181c96b79f63fac69511d51.256p.jpg,ATX,530 W,Semi,Semi,,4
Corsair VX550,Add,ATX,ATX,550 W,80+,No,,5
SeaSonic X,Add,https://cdna.pcpartpicker.com/static/forever/images/product/d78addf4029a1a9f8b53f6b24d5d3d79.med.256p.jpg,ATX,400 W,80+ Gold,Full,,5
Cooler Master i500,Add,ATX,ATX,500 W,80+ Bronze,No,,4
KOLINK KL-SFX250,,https://cdna.pcpartpicker.com/static/forever/images/product/7b90e04111ecadbc0ea19c5ba55b5d56.256p.jpg,SFX,250 W,80+ Bronze,No,Black / Green,0
Montech CENTURY G5,Add,ATX,ATX,750 W,80+ Gold,Full,Black,0
EVGA 450 W3,Add,https://cdna.pcpartpicker.com/static/forever/images/product/087891201c65c35758d329677b61fa20.256p.jpg,ATX,450 W,80+,No,Black,4.5
Super Flower Leadex Platinum SE,Add,https://cdna.pcpartpicker.com/static/forever/images/product/9d287b1a68e6c19aa0eb6d52eb82c7f8.256p.jpg,ATX,1000 W,80+ Platinum,Full,White,5
Cooler Master MWE GOLD 650 V2,Add,ATX,ATX,650 W,80+ Gold,No,Black,5
Corsair AX760i,Add,ATX,ATX,760 W,80+ Platinum,Full,,5
Cooler Master V650 Gold V2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/3c583ad4a6f97436479dee273a4f4104.256p.jpg,ATX,650 W,80+ Gold,Full,Black,5
Corsair CX450M (2021),258.14,https://cdna.pcpartpicker.com/static/forever/images/product/46c70321e790d26d25647200ab0f60d0.256p.jpg,ATX,450 W,80+ Bronze,Semi,Black,0
Super Flower Legion GX Pro,Add,https://cdna.pcpartpicker.com/static/forever/images/product/cb0037ff6bd5bcbf2374bc3934236468.256p.jpg,ATX,550 W,80+ Gold,Semi,Black,0
Chieftec Polaris,136,https://cdna.pcpartpicker.com/static/forever/images/product/6d3a297440ea57b5b266095cae952b2c.256p.jpg,ATX,750 W,80+ Gold,Full,Black,0
Deepcool PX1000P,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6e24c6b0dfc0c8afd87d5677d951b413.256p.jpg,ATX,1000 W,80+ Platinum,Full,Black / Silver,0
EVGA 650 N1,Add,https://cdna.pcpartpicker.com/static/forever/images/product/3a3df0d5abda15760f4d6222e5e1c5d0.256p.jpg,ATX,650 W,false,No,,4
Enermax PlatiGemini,Add,https://cdna.pcpartpicker.com/static/forever/images/product/699d4fd3b7a2b8d8c6e52ec42e3e855a.256p.jpg,ATX,1200 W,80+ Platinum,Full,Black,0
PC Cooler KN1000,Add,https://cdna.pcpartpicker.com/static/forever/images/product/7b90e367b2dafa0aa3da28c55af8fdaa.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,0
Cooler Master 700W MasterWatt Lite 230V,Add,https://cdna.pcpartpicker.com/static/forever/images/product/47dcbf60eadccf143a69f0253adb3b7c.256p.jpg,ATX,700 W,80+,No,,5
Cooler Master MasterWatt Lite 500W Full Range,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ddca9f92ecde70f1e5ae7480aa6edceb.256p.jpg,ATX,500 W,80+,No,,3
GAMDIAS ASTRAPE P1 G,Add,ATX,ATX,650 W,80+ Gold,Full,Black / Multicolor,0
Thermaltake Hamburg,Add,https://cdna.pcpartpicker.com/static/forever/images/product/bcc4cd512a2e682b80550b65f797b2da.256p.jpg,ATX,530 W,80+,No,Black,0
Corsair GS600,Add,ATX,ATX,600 W,80+ Bronze,No,,4
LC-Power OFFICE SERIES,Out of stock£80.99Add,ATX,ATX,600 W,false,No,Black,0
Antec VP,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6939629dac987a73288cec4492aba4ad.256p.jpg,ATX,700 W,false,No,,0
PC Power &amp; Cooling PM0600,,,ATX,600 W,80+ Bronze,Semi,Black / Red,0
be quiet! Pure Power 11 FM 550,Out of stock£79.99Add,https://cdna.pcpartpicker.com/static/forever/images/product/866ec250d1b658773695fa3782c155f0.256p.jpg,ATX,550 W,80+ Gold,Full,Black,5
Silverstone DA850 Gold,Out of stock£106.00Add,https://cdna.pcpartpicker.com/static/forever/images/product/d27d4b21a6c9f86a74da22673fa0a204.256p.jpg,ATX,850 W,80+ Gold,Full,Black / White,4
FSP Group HYPER K PRO,Add,ATX,ATX,600 W,80+,No,Black / Yellow,0
Fractal Design Ion+ 660P,Add,https://cdna.pcpartpicker.com/static/forever/images/product/858613a28125fded4ae29e8fe2659158.256p.jpg,ATX,660 W,80+ Platinum,Full,Black,5
EVGA SuperNOVA 850 B2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/12eb10f3eb27d4ccca09e6336e4cddff.256p.jpg,ATX,850 W,80+ Bronze,Semi,,4.5
EVGA 500 BA,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fa0e062f5074fdd223bc02875666a43a.256p.jpg,ATX,500 W,80+ Bronze,No,Black,4.5
Inter-Tech HA-1200BA4,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b76692a5fb7d1dc670209d0131bd79ea.256p.jpg,ATX,1200 W,80+ Gold,Full,Black,0
Antec Signature Platinum,160.99,https://cdna.pcpartpicker.com/static/forever/images/product/5f2a07632bcd9b87473cf66f7903bfb4.256p.jpg,ATX,1300 W,80+ Platinum,Full,Black,0
Enermax Revolution D.F. X,Add,https://cdna.pcpartpicker.com/static/forever/images/product/5afd8f41082bba02269179b91aff94dd.256p.jpg,ATX,1650 W,80+ Gold,Full,Black,0
NOX Hummer GD,Add,ATX,ATX,750 W,80+ Gold,No,,0
Xilence XP400R6,44.46,https://cdna.pcpartpicker.com/static/forever/images/product/0f8d20525e1ac771c5b7696bbee0d163.256p.jpg,ATX,400 W,false,No,Black / Red,1
Thermaltake Toughpower GX1,Add,ATX,ATX,600 W,80+ Gold,No,Black,4.5
EVGA SuperNOVA 1600 G2,599.99,https://cdna.pcpartpicker.com/static/forever/images/product/dc8f2b32533ea4411c8a31c83ce33e77.256p.jpg,ATX,1600 W,80+ Gold,Full,,4
Deepcool PM750D,Add,https://cdna.pcpartpicker.com/static/forever/images/product/eac8129c4d4f2b74be408ab713b5e005.256p.jpg,ATX,750 W,80+ Gold,No,Black,4
Deepcool GamerStorm PQ650G,Add,,ATX,650 W,80+ Gold,Full,Black,0
Gigabyte UD750GM-A,Add,https://cdna.pcpartpicker.com/static/forever/images/product/faebab673c316f501902eb6b1d9ca295.256p.jpg,ATX,750 W,80+ Gold,Full,Black,0
Inter-Tech Argus RGB CM II,124.99,https://cdna.pcpartpicker.com/static/forever/images/product/f42511ab13957f90e939d7284e326d48.256p.jpg,ATX,750 W,80+ Gold,Semi,Black,0
Deepcool PM850D,Add,https://cdna.pcpartpicker.com/static/forever/images/product/54d9364ab4b054f1ebff5be223b10353.256p.jpg,ATX,850 W,80+ Gold,No,Black,4
Antec High Current Gamer,Add,https://cdna.pcpartpicker.com/static/forever/images/product/c4db4d2e0b8495b5eb41f2d13c81b4d6.256p.jpg,ATX,520 W,80+ Bronze,Semi,,4.5
Deepcool PX1200G,Add,https://cdna.pcpartpicker.com/static/forever/images/product/f81881db5dbe58599a63c8064efe9ae0.256p.jpg,ATX,1200 W,80+ Gold,Full,Black,0
Thermalright TB850S,Add,https://cdna.pcpartpicker.com/static/forever/images/product/5b93e10e45f413570ce97e5ee239099c.256p.jpg,ATX,850 W,80+ Bronze,No,Black,0
XFX TS,Add,https://cdna.pcpartpicker.com/static/forever/images/product/5c26a00915ce687b8e85b4d522ba5109.256p.jpg,ATX,550 W,80+ Bronze,No,,4.5
Cougar GEX X2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6e93eac4100c5e04cb874cd223308434.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,0
G.Skill MB750G,Add,ATX,ATX,750 W,80+ Gold,Full,Black,5
Silverstone Strider,Add,https://cdna.pcpartpicker.com/static/forever/images/product/4aa8f9c679579cea1206531e6b21c964.256p.jpg,ATX,750 W,80+ Gold,Full,,4
Cooler Master G650M,Add,ATX,ATX,650 W,80+ Bronze,Semi,,4
Thermaltake Toughpower iRGB PLUS 1200 Platinum,£298.37Add,https://cdna.pcpartpicker.com/static/forever/images/product/99434f28060d257accfc2f696a9089ae.256p.jpg,ATX,1200 W,80+ Platinum,Full,Black,4.5
In Win IP-S300FF1-0,65.94,https://cdna.pcpartpicker.com/static/forever/images/product/61df1f3fc8988c22bd003548555fa518.256p.jpg,TFX,300 W,80+,No,Silver,0
SHARKOON Rebel P20 1200,211.95,https://cdna.pcpartpicker.com/static/forever/images/product/156a6530abcf9ca190cf809d689662f7.256p.jpg,ATX,1200 W,Full,Full,Black,0
Super Flower Leadex Platinum,Add,https://cdna.pcpartpicker.com/static/forever/images/product/9758ce0c385ec9392c94a8dd6d67b5c7.256p.jpg,ATX,1600 W,80+ Platinum,Full,Black,0
Sparkle FSP350-60GNV,140.63,SFX,SFX,350 W,false,No,Silver,0
Cooler Master GXII,Add,https://cdna.pcpartpicker.com/static/forever/images/product/3c31f16f06425c0ab09612936614fdef.256p.jpg,ATX,750 W,80+ Gold,Full,Black,0
FSP Group CANNON PRO (230V),Add,ATX,ATX,2000 W,80+ Gold,Full,Black,0
Cooler Master Silent Pro M,Add,ATX,ATX,600 W,80+,Full,,5
Lian Li PE,Add,https://cdna.pcpartpicker.com/static/forever/images/product/1a2c968707a136a2089549a8420819f9.256p.jpg,SFX,750 W,80+ Platinum,Full,Black,5
Corsair GS700,Add,https://cdna.pcpartpicker.com/static/forever/images/product/e3b051ec5dc3abbc5b69d19106eb18bb.256p.jpg,ATX,700 W,80+ Bronze,No,,3.5
FSP Group FSP500-50FSPT,198.99,https://cdna.pcpartpicker.com/static/forever/images/product/591ae053cea39e33e3c890e4beedd590.256p.jpg,Flex ATX,500 W,80+ Platinum,No,Silver,0
Antec NeoECO Classic,Add,https://cdna.pcpartpicker.com/static/forever/images/product/bc99d2a88e52097359759ceedf196ec3.256p.jpg,ATX,650 W,80+ Bronze,No,Black,5
Cooler Master B600 ver. 2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/8228800ccc0401b4f6a5f070fc5cae92.256p.jpg,ATX,600 W,80+,No,Black,0
Deepcool PQ1000M,Add,https://cdna.pcpartpicker.com/static/forever/images/product/bd4616d9981a170a99bf2f2960570ebd.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,5
ARESGAME AGS,Add,ATX,ATX,850 W,80+ Gold,Semi,Black / Red,0
Solid Gear SDGR-FLEX220,,https://cdna.pcpartpicker.com/static/forever/images/product/34e4be9c0665ec6e521713bf83b033e7.256p.jpg,Flex ATX,220 W,false,No,Silver,3
Deepcool DA600N,Add,https://cdna.pcpartpicker.com/static/forever/images/product/6ba771c0c21dcff56815ebbde155e78f.256p.jpg,ATX,600 W,80+ Bronze,No,Black,0
Fractal Design Ion+ 860P,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fcd9fccfad52e1a64842df93df303d05.256p.jpg,ATX,860 W,80+ Platinum,Full,Black,4.5
FSP Group FSP400-60GHS(85)-R,,SFX,SFX,400 W,80+ Bronze,No,Black,0
KOLINK Continuum V2,149.99,https://cdna.pcpartpicker.com/static/forever/images/product/d03324005639f4584a1a60f893e2eeff.256p.jpg,ATX,1200 W,80+ Platinum,Full,Black,0
Cooler Master MWE Gold V2 ATX3.0,289.45,https://cdna.pcpartpicker.com/static/forever/images/product/a50c59fb67b09abfb2fa581addea0621.256p.jpg,ATX,1250 W,80+ Gold,Full,White,0
Silverstone SST-TX400-G,,,TFX,400 W,80+ Gold,No,Black,0
SeaSonic PRIME Ultra Platinum 1000,Add,ATX,ATX,1000 W,80+ Platinum,Full,Black,5
Corsair HX1000,Add,https://cdna.pcpartpicker.com/static/forever/images/product/489649b2e95faa2873a5c4a2989d6e08.256p.jpg,ATX,1000 W,80+,Semi,,4.5
Montech GAMMA II,Add,ATX,ATX,650 W,80+ Gold,No,Black,0
Thermaltake Toughpower DPS G RGB Titanium,Add,ATX,ATX,1500 W,80+ Titanium,Full,,0
Cooler Master MWE Gold,Add,ATX,ATX,550 W,80+ Gold,Full,Black,4
FSP Group AU-400FL,Add,ATX,ATX,400 W,80+ Gold,Semi,,0
In Win P105II,Add,https://cdna.pcpartpicker.com/static/forever/images/product/621db9566f5e2c817b68c4ceef86dd95.256p.jpg,ATX,1050 W,80+ Platinum,Full,Black,0
Xigmatek ACXTNRP-PC502,Add,ATX,ATX,500 W,80+ Bronze,No,,3
Antec Earthwatts,Add,https://cdna.pcpartpicker.com/static/forever/images/product/05a6a9e8acb0312c8517315456276aad.256p.jpg,ATX,450 W,80+ Platinum,No,,4
Thermaltake Smart BX1 RGB 550,Add,https://cdna.pcpartpicker.com/static/forever/images/product/a04b925a61f5813382609c0b2b4bec89.256p.jpg,ATX,550 W,80+ Bronze,No,Black,5
be quiet! Power Zone 650W,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fbf4c4c02330f710f58f74d076f16d74.256p.jpg,ATX,650 W,80+ Bronze,Full,,0
EVGA SuperNOVA 1000 PS,Add,https://cdna.pcpartpicker.com/static/forever/images/product/eb719139210f436f86ef91f8f701bd30.256p.jpg,ATX,1000 W,80+ Platinum,Full,,5
SHARKOON SilentStorm Cool Zero 850,Add,https://cdna.pcpartpicker.com/static/forever/images/product/24e1863d77642a93933b960607620266.256p.jpg,ATX,850 W,80+ Gold,Full,Black,0
In Win A65,Add,ATX,ATX,650 W,80+,No,Black,0
Xilence XP700R6,Add,ATX,ATX,700 W,false,No,Black / Red,0
Fractal Design Ion+ 760P,Add,https://cdna.pcpartpicker.com/static/forever/images/product/c38cf451d121d331d5ab373a127403aa.256p.jpg,ATX,760 W,80+ Platinum,Full,Black,4.5
Enermax MarbleBron,Add,https://cdna.pcpartpicker.com/static/forever/images/product/f7b5ea2028f7ad8e9d71d888bcd9bf96.256p.jpg,ATX,750 W,80+ Bronze,Semi,Black,0
Gigabyte P1000GM,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fc62954202f5e034004e9ab0973a8789.256p.jpg,ATX,1000 W,80+ Gold,Full,Black,0
Antec EARTHWATTS GOLD PRO 550,Add,https://cdna.pcpartpicker.com/static/forever/images/product/aceb2cba02ffc92a1b5ef0c63016370c.256p.jpg,ATX,550 W,80+ Gold,Semi,Black,5
Cooler Master V550,Add,ATX,ATX,550 W,80+ Gold,Full,,5
BitFenix Formula Gold 650,98.84,https://cdna.pcpartpicker.com/static/forever/images/product/3bf5e735214e4c6b833ac57b4dd36bfb.256p.jpg,ATX,650 W,80+ Gold,No,,4.5
EVGA 550 BP,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b8588832d981fded17bc96283b817ee7.256p.jpg,ATX,550 W,80+ Bronze,No,Black,5
Enermax Revolution D.F.,Add,https://cdna.pcpartpicker.com/static/forever/images/product/d3f4902aae06eef53d07e364c3645bc8.256p.jpg,ATX,850 W,80+ Gold,Full,Black / Silver,4.5
Rosewill Glacier 500M,Add,ATX,ATX,500 W,80+ Bronze,Semi,,4.5
Corsair Vengeance 400,Add,ATX,ATX,400 W,80+ Bronze,No,,0
Deepcool PX850G WH,Add,https://cdna.pcpartpicker.com/static/forever/images/product/3a507dd59efe24e8b3ec4cc8dbbc5cd1.256p.jpg,ATX,850 W,80+ Gold,Full,White,0
Thermaltake Toughpower Grand,Add,https://cdna.pcpartpicker.com/static/forever/images/product/eecabbcc33062717781675d7bce826fb.256p.jpg,ATX,850 W,80+ Gold,Full,,5
Raidmax XT,Add,https://cdna.pcpartpicker.com/static/forever/images/product/a9b1011bcb16334fd00068ca7fabfe41.256p.jpg,ATX,300 W,false,No,,4
Zalman TXII,Add,https://cdna.pcpartpicker.com/static/forever/images/product/7905f1467130b80df4e29fb5ce1789a6.256p.jpg,ATX,600 W,80+,No,Black,0
Rosewill Capstone,Add,https://cdna.pcpartpicker.com/static/forever/images/product/b12738622ebf4ee23975e420241d3751.256p.jpg,ATX,650 W,80+ Gold,Semi,,4.5
Cougar GX-S,Add,https://cdna.pcpartpicker.com/static/forever/images/product/4b30dcdfd5513bbc0c4b4dc0356a4746.256p.jpg,ATX,750 W,80+ Gold,No,,5
In Win P65F,Add,ATX,ATX,650 W,80+ Gold,No,Black,0
SeaSonic TFX 350,,TFX,TFX,350 W,80+ Gold,Full,Black,0
FSP Group FSP220-60LE(80),79.98,Mini ITX,Mini ITX,220 W,80+,No,Silver,5
SHARKOON WPM Bronze,Add,ATX,ATX,700 W,80+ Bronze,Semi,,0
Thermaltake TPD-0550M,Add,ATX,ATX,550 W,80+ Gold,Semi,,5
EVGA SuperNOVA 1000 G1,Add,https://cdna.pcpartpicker.com/static/forever/images/product/9bfcdbe6cdfb701facaef36e5a9d43cd.256p.jpg,ATX,1000 W,80+ Gold,Full,,4.5
FSP Group Hydro M Pro ATX3.0(PCIe5.0),Add,https://cdna.pcpartpicker.com/static/forever/images/product/8af24ad5334eeb34628df6d6a5578fb1.256p.jpg,ATX,800 W,80+ Bronze,Semi,Black,0
Cooler Master V1300 Platinum,391.9,ATX,ATX,1300 W,80+ Platinum,Full,Black,0
Zalman TeraMax II,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fe5ee1894c4aa0598c1cf5326e9c8499.256p.jpg,ATX,850 W,80+ Gold,Full,White,0
EVGA 650 B3,Add,ATX,ATX,650 W,80+ Bronze,Full,,4.5
SeaSonic ATX3-FOCUS-GX-1000-WHITE,Add,ATX,ATX,1000 W,80+ Gold,Full,White,0
Cooler Master MWE GOLD 850 V2,,ATX,ATX,850 W,80+ Gold,No,Black,5
Thermalright TGFX650,,SFX,SFX,650 W,80+ Gold,Full,Black,0
EVGA SuperNOVA 850 G7,Add,https://cdna.pcpartpicker.com/static/forever/images/product/48c76fd0e4cba6f0f442c1941ada00c5.256p.jpg,ATX,850 W,80+ Gold,Full,Black / Blue,4
Fractal Design Integra R2,Add,https://cdna.pcpartpicker.com/static/forever/images/product/565d126e1a78024532134b189a6b78fb.med.256p.jpg,ATX,500 W,80+ Bronze,No,,5
GameMax GX-650 Modular,Add,ATX,ATX,650 W,80+ Gold,Full,Black,0
Insignia NS-PCW5508,,https://cdna.pcpartpicker.com/static/forever/images/product/105cd842b242f5d54b860055f9c02871.256p.jpg,ATX,550 W,80+ Bronze,No,Black,3
Silverstone NJ700,Add,https://cdna.pcpartpicker.com/static/forever/images/product/853c64e89cc2059ebe32cfeb7158812d.256p.jpg,ATX,700 W,80+ Titanium,Full,Silver,0
Thermaltake TR2 S 550W,Add,https://cdna.pcpartpicker.com/static/forever/images/product/ad8df795f118616d46de3c18f0999adb.256p.jpg,ATX,550 W,80+,No,,4
Thermalright TB-850,Add,https://cdna.pcpartpicker.com/static/forever/images/product/fd0702ede2906049d80079be1db87e8e.256p.jpg,ATX,850 W,80+ Bronze,Full,Black,0
Thermaltake Thermaltake TP-750M,Add,https://cdna.pcpartpicker.com/static/forever/images/product/89a958efbd71727bfea48d6634019e12.256p.jpg,ATX,750 W,80+ Gold,Semi,,4.5
Segotep GP700G,Add,https://cdna.pcpartpicker.com/static/forever/images/product/2235bad3d10ee4414d3cdfd4f89572e0.256p.jpg,ATX,700 W,80+ Gold,No,Black,0
Deepcool DQ750M-V3L,Add,ATX,ATX,750 W,80+ Gold,Full,Black,0
Kuroutoshikou KRPW-BR650W/85+,,ATX,ATX,650 W,80+ Bronze,No,Black,0
be quiet! Pure Power 10 CM,Add,https://cdna.pcpartpicker.com/static/forever/images/product/af3b36b1a3192c881b69c9e3fd3d1109.256p.jpg,ATX,400 W,80+ Silver,Semi,,5
Antec VP650P,Add,ATX,ATX,650 W,false,No,,0
Thermaltake Toughpower iRGB PLUS 850,Add,ATX,ATX,850 W,80+ Gold,Full,Black,0
SilentiumPC Vero M3,Add,ATX,ATX,600 W,80+ Bronze,Semi,Black,0
Thermaltake Toughpower Grand RGB 850 SE,Add,https://cdna.pcpartpicker.com/static/forever/images/product/e8e432561afd5b71e2a9d40829e0dd31.256p.jpg,ATX,850 W,80+ Gold,Full,Black,5
OCZ ModXStream Pro,Add,ATX,ATX,600 W,80+,Semi,,4
