name,overclockers_co_uk_price,box_co_uk_price,ebuyer_com_price,amazon_co_uk_price,cclonline_com_price,novatech_co_uk_price,awd_it_co_uk_price,aria_co_uk_price,lambda_tek_com_price,morecomputers_com_price,watercoolinguk_co_uk_price,price_sources,average_price,image
AMD FX-8320E,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_fx_8320e.jpg
Intel Xeon E5-1650 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_1650_v3.jpg
Intel Celeron G4900,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_celeron_g4900.jpg
Intel Xeon E-2286G,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e_2286g.jpg
Intel Core i7-960,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i7_960.jpg
Intel Xeon E3-1230 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1230_v3.jpg
Intel Xeon E3-1241 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1241_v3.jpg
Intel Core i9-9960X,,,,,,,,,,,,1,99.00
AMD Phenom II X6 1055T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_phenom_ii_x6_1055t.jpg
Intel Pentium G3220,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_g3220.jpg
AMD A6-7400K,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a6_7400k.jpg
Intel Core i7-2600S,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i7_2600s.jpg
Intel Celeron 440,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_celeron_440.jpg
Intel Core i3-3250,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_3250.jpg
Intel Xeon E5-2620 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2620_v3.jpg
Intel Xeon E5-2630 V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2630_v2.jpg
Intel Xeon E5-2660 V4,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2660_v4.jpg
Intel Pentium G2020,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_g2020.jpg
Intel Core i5-3350P,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_3350p.jpg
Intel Xeon E5-2667 V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2667_v2.jpg
Intel Core 2 Extreme QX9775,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_2_extreme_qx9775.jpg
AMD A10-6700,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a10_6700.jpg
AMD Athlon 220GE,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_athlon_220ge.jpg
Intel Core i3-9350KF,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_9350kf.jpg
Intel Core i5-2400S,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_2400s.jpg
Intel Xeon E3-1275 V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1275_v2.jpg
Intel Pentium G2030,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_g2030.jpg
Intel Xeon E5-2670,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2670.png
Intel Xeon E5-2650 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2650_v3.jpg
AMD Phenom II X4 955 Black,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_phenom_ii_x4_955_black.jpg
AMD A10-5800K,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a10_5800k.jpg
Intel Xeon E5-2650L V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2650l_v2.jpg
Intel Xeon E5-2640 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2640_v3.jpg
Intel Core i5-7640X,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_7640x.jpg
AMD A6-9500,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a6_9500.jpg
Intel Xeon E5-1680 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_1680_v3.jpg
AMD A12-9800E,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a12_9800e.jpg
Intel Core i3-9300,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_9300.jpg
Intel Core i3-540,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_540.jpg
AMD Athlon II X2 250,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_athlon_ii_x2_250.jpg
Intel Core i5-2300,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_2300.jpg
AMD A6-3670K,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a6_3670k.jpg
Intel Xeon E3-1240 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1240_v3.jpg
Intel Xeon E5-2695 V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2695_v2.jpg
Intel Xeon E3-1270 V5,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1270_v5.jpg
AMD A10-7890K,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a10_7890k.jpg
Intel Core i5-4460S,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_4460s.jpg
Intel Core i3-8300,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_8300.jpg
Intel Core i3-8100T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_8100t.jpg
Intel Core i7-9700T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i7_9700t.jpg
Intel Pentium G630,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_g630.jpg
Intel Xeon E5-2650L,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2650l.jpg
Intel Core i5-2310,,,,,,,,,,,,1,99.00
AMD FX-9370,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_fx_9370.jpg
Intel Xeon E5-2650 V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2650_v2.jpg
Intel Xeon E-2236,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e_2236.jpg
AMD A10-7870K,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a10_7870k.jpg
Intel Core i7-4790T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i7_4790t.jpg
AMD A12-9800,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a12_9800.jpg
Intel Core 2 Quad Q8400,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_2_quad_q8400.jpg
AMD FX-8120,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_fx_8120.jpg
Intel Xeon E3-1270 V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1270_v2.jpg
AMD Opteron 6378,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_opteron_6378.jpg
AMD Athlon X4 950,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_athlon_x4_950.jpg
Intel Celeron 430,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_celeron_430.jpg
Intel Xeon E5-1650 V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_1650_v2.jpg
Intel Core i7-880,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i7_880.jpg
Intel Core i5-3340,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_3340.jpg
Intel Xeon E5-2690 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2690_v3.jpg
Intel Xeon E5-2650L V4,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2650l_v4.jpg
Intel Core i5-4590T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_4590t.jpg
Intel Pentium Gold G5400T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_gold_g5400t.jpg
Intel Xeon E5-2698 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2698_v3.jpg
AMD A6-9500E,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a6_9500e.jpg
Intel Core 2 Duo E4300,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_2_duo_e4300.jpg
Intel Core 2 Duo E8600,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_2_duo_e8600.jpg
AMD Sempron 140,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_sempron_140.jpg
AMD FX-8150,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_fx_8150.jpg
Intel Xeon E3-1220 V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1220_v2.jpg
Intel Core i3-4330,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_4330.jpg
Intel Xeon E3-1245 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1245_v3.png
Intel Xeon E5-2687W V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2687w_v3.jpg
Intel Core i3-6100T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_6100t.jpg
Intel Xeon E5-2620 V4,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2620_v4.jpg
Intel Core i9-7940X,,,,,,,,,,,,1,99.00
Intel Xeon E3-1220 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1220_v3.jpg
AMD Athlon II X4 635,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_athlon_ii_x4_635.jpg
Intel Core i7-980,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i7_980.jpg
Intel Pentium E2160,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_e2160.jpg
Intel Core i5-3450S,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_3450s.jpg
AMD Phenom II X4 945,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_phenom_ii_x4_945.jpg
Intel Pentium E5300,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_e5300.jpg
Intel Core i7-930,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i7_930.jpg
AMD A8-5500,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a8_5500.jpg
AMD Athlon X2 370K,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_athlon_x2_370k.jpg
Intel Xeon E3-1271 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1271_v3.jpg
Intel Xeon E5-1650,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_1650.jpg
Intel Xeon E5-2637 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2637_v3.jpg
Intel Core i5-6400T,,,,,,,,,,,,1,99.00
Intel Xeon E3-1230 V6,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1230_v6.jpg
Intel Core i7-875K,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i7_875k.jpg
AMD Phenom II X4 955,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_phenom_ii_x4_955.jpg
Intel Celeron G440,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_celeron_g440.jpg
AMD A8-5600K,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a8_5600k.jpg
AMD A6-5400K,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a6_5400k.png
Intel Core i3-3210,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_3210.jpg
Intel Xeon E5-2670 V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2670_v2.jpg
Intel Core i5-4440S,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_4440s.jpg
AMD 3850,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_3850.jpg
Intel Xeon E-2278G,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e_2278g.jpg
Intel Core 2 Quad Q9550S,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_2_quad_q9550s.jpg
Intel Core i3-2100T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_2100t.jpg
Intel Xeon E5-2603 V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2603_v3.jpg
Intel Xeon E5-2609 V4,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2609_v4.png
Intel Core i3-550,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_550.jpg
AMD Phenom II X6 1075T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_phenom_ii_x6_1075t.jpg
AMD Phenom II X4 940 Black,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_phenom_ii_x4_940_black.jpg
Intel Pentium E5800,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_e5800.jpg
Intel Core i3-2130,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_2130.jpg
Intel Pentium G3240,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_g3240.jpg
AMD A4-7300,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a4_7300.jpg
Intel Xeon E3-1240 V5,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1240_v5.jpg
AMD A10-7860k,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a10_7860k.jpg
Intel Core i3-6098P,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_6098p.jpg
Intel Xeon E3-1285 V6,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1285_v6.jpg
Intel Xeon E5-4650,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_4650.jpg
AMD Athlon II X4 620,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_athlon_ii_x4_620.jpg
Intel Xeon E3-1245 V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1245_v2.jpg
Intel Xeon E5-2687W V2,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2687w_v2.jpg
Intel Core i5-5675C,,,,,,,,,,,,1,99.00
Intel Pentium E2140,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_e2140.jpg
Intel Core i5-4690S,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_4690s.jpg
Intel Pentium G3250,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_g3250.jpg
Intel Core i5-6600T,139.99,,,,,,,,,,,1,139.99,thumbnails/master-prices_intel_core_i5_6600t.jpg
Intel Xeon E3-1245 V5,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1245_v5.jpg
Intel Pentium G3260,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_g3260.jpg
Intel Xeon E-2176G,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e_2176g.jpg
Intel Core 2 Duo E6400,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_2_duo_e6400.jpg
Intel Core i7-940,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i7_940.jpg
AMD Athlon II X4 630,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_athlon_ii_x4_630.jpg
Intel Celeron G530,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_celeron_g530.jpg
Intel Celeron G1610,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_celeron_g1610.jpg
Intel Celeron G4930,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_celeron_g4930.jpg
Intel Core 2 Quad Q8200,,,,,,,,,,,,1,99.00
AMD Athlon II X2 270,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_athlon_ii_x2_270.jpg
Intel Pentium G640T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_g640t.jpg
AMD A4-5300,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a4_5300.jpg
AMD A8-6500,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a8_6500.jpg
AMD A10-5700,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a10_5700.jpg
Intel Celeron G4920,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_celeron_g4920.jpg
Intel Core 2 Quad Q9400,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_2_quad_q9400.jpg
AMD Phenom II X4 970 Black,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_phenom_ii_x4_970_black.jpg
AMD Phenom II X4 980 Black,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_phenom_ii_x4_980_black.jpg
Intel Pentium G620,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_g620.jpg
AMD Phenom II X6 1045T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_phenom_ii_x6_1045t.jpg
AMD A4-4000,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a4_4000.jpg
AMD Athlon X4 750K,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_athlon_x4_750k.jpg
Intel Pentium G3420,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_pentium_g3420.jpg
Intel Core i3-4160T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_4160t.jpg
AMD FX-8310,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_fx_8310.jpg
Intel Xeon E3-1230 V5,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e3_1230_v5.jpg
Intel Core i5-3570S,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_3570s.jpg
Intel Core i5-8600T,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i5_8600t.jpg
Intel Xeon E-2136,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e_2136.jpg
Intel Celeron G3920,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_celeron_g3920.jpg
Intel Core i3-3245,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_i3_3245.jpg
Intel Xeon E5-2630L V3,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e5_2630l_v3.jpg
AMD A10-9700E,,,,,,,,,,,,1,99.00,thumbnails/master-prices_amd_a10_9700e.jpg
Intel Xeon E-2274G,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_xeon_e_2274g.jpg
Intel Core 2 Duo E4600,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_2_duo_e4600.jpg
Intel Core 2 Duo E8500,,,,,,,,,,,,1,99.00,thumbnails/master-prices_intel_core_2_duo_e8500.jpg
Intel Core i7-970,,,,,,,,,,,,1,99.00
AMD Phenom II X4 965,,,,,,,,,,,,1,99.00
Intel Pentium G2120,,,,,,,,,,,,1,99.00
Intel Core i3-3225,,,,,,,,,,,,1,99.00
Intel Core i3-4130T,,,,,,,,,,,,1,99.00
Intel Xeon E5-2687W,,,,,,,,,,,,1,99.00
AMD FX-8370E,,,,,,,,,,,,1,99.00
Intel Xeon E3-1265L V3,,,,,,,,,,,,1,99.00
Intel Xeon E3-1280 V6,,,,,,,,,,,,1,99.00
Intel Core i3-8300T,,,,,,,,,,,,1,99.00
Intel Pentium Gold G5500,,,,,,,,,,,,1,99.00
Intel Core i5-3330S,,,,,,,,,,,,1,99.00
Intel Core i5-9400T,,,,,,,,,,,,1,99.00
Intel Pentium Gold G6605,,,,,,,,,,,,1,99.00
Intel Core i3-4340,,,,,,,,,,,,1,99.00
Intel Celeron G3930T,,,,,,,,,,,,1,99.00
AMD Phenom II X4 925,,,,,,,,,,,,1,99.00
Intel Pentium E6600,,,,,,,,,,,,1,99.00
Intel Core 2 Duo E6700,,,,,,,,,,,,1,99.00
Intel Core 2 Duo E7200,,,,,,,,,,,,1,99.00
Intel Core 2 Quad Q6700,,,,,,,,,,,,1,99.00
Intel Core 2 Quad Q8300,,,,,,,,,,,,1,99.00
Intel Core 2 Extreme QX9650,,,,,,,,,,,,1,99.00
AMD FX-8100,,,,,,,,,,,,1,99.00
Intel Core i5-2550K,,,,,,,,,,,,1,99.00
AMD FX-6200,,,,,,,,,,,,1,99.00
Intel Celeron G1840,,,,,,,,,,,,1,99.00
Intel Core i3-4370,,,,,,,,,,,,1,99.00
Intel Xeon E3-1276 V3,,,,,,,,,,,,1,99.00
Intel Xeon E3-1246 V3,,,,,,,,,,,,1,99.00
Intel Xeon E5-1620,,,,,,,,,,,,1,99.00
Intel Xeon E5-2643 V3,,,,,,,,,,,,1,99.00
Intel Core i7-4770T,,,,,,,,,,,,1,99.00
AMD Opteron 6320,,,,,,,,,,,,1,99.00
Intel Xeon E5-2603 V4,,,,,,,,,,,,1,99.00
Intel Core i3-7300,,,,,,,,,,,,1,99.00
Intel Xeon E5-2643 V4,,,,,,,,,,,,1,99.00
AMD Athlon X4 970,,,,,,,,,,,,1,99.00
Intel Core i9-9920X,,,,,,,,,,,,1,99.00
Intel Core i3-10325,,,,,,,,,,,,1,99.00
AMD EPYC 4484PX,,,,,,,,,,,,1,99.00
Intel Pentium Gold G5600,,,,,,,,,,,,1,99.00
Intel Celeron G5920,,,,,,,,,,,,1,99.00
Intel Xeon E5-1660 V2,,,,,,,,,,,,1,99.00
AMD Phenom II X2 555 Black,,,,,,,,,,,,1,99.00
Intel Pentium E5200,,,,,,,,,,,,1,99.00
Intel Core 2 Duo E6320,,,,,,,,,,,,1,99.00
Intel Core 2 Duo E7400,,,,,,,,,,,,1,99.00
Intel Pentium G6950,,,,,,,,,,,,1,99.00
Intel Pentium E5500,,,,,,,,,,,,1,99.00
AMD Phenom II X4 840,,,,,,,,,,,,1,99.00
AMD A8-3850,,,,,,,,,,,,1,99.00
Intel Core i5-2405S,,,,,,,,,,,,1,99.00
AMD A8-3870K,,,,,,,,,,,,1,99.00
AMD A4-3300,,,,,,,,,,,,1,99.00
AMD Athlon X4 760K,,,,,,,,,,,,1,99.00
Intel Xeon E3-1225 V3,,,,,,,,,,,,1,99.00
Intel Xeon E3-1275 V3,,,,,,,,,,,,1,99.00
Intel Celeron G1820,,,,,,,,,,,,1,99.00
Intel Xeon E5-2690,,,,,,,,,,,,1,99.00
Intel Xeon E5-2640 V2,,,,,,,,,,,,1,99.00
Intel Xeon E5-2660 V2,,,,,,,,,,,,1,99.00
Intel Core i3-4360,,,,,,,,,,,,1,99.00
AMD Sempron 150,,,,,,,,,,,,1,99.00
Intel Xeon E5-1630 V3,,,,,,,,,,,,1,99.00
Intel Core i7-3770T,,,,,,,,,,,,1,99.00
Intel Pentium G3470,,,,,,,,,,,,1,99.00
Intel Xeon E3-1220 V5,,,,,,,,,,,,1,99.00
Intel Xeon E3-1260L V5,,,,,,,,,,,,1,99.00
Intel Xeon E3-1225 V5,,,,,,,,,,,,1,99.00
Intel Xeon E3-1235L V5,,,,,,,,,,,,1,99.00
Intel Xeon E3-1270 V6,,,,,,,,,,,,1,99.00
Intel Xeon E-2174G,,,,,,,,,,,,1,99.00
Intel Xeon E-2246G,,,,,,,,,,,,1,99.00
AMD Phenom II X4 830,,,,,,,,,,,,1,99.00
AMD Phenom II X4 975,,,,,,,,,,,,1,99.00
Intel Pentium G870,,,,,,,,,,,,1,99.00
AMD A4-6300B,,,,,,,,,,,,1,99.00
Intel Core i3-6300T,,,,,,,,,,,,1,99.00
AMD Athlon II X2 250u,,,,,,,,,,,,1,99.00
AMD Phenom II X4 905e,,,,,,,,,,,,1,99.00
Intel Pentium E5400,,,,,,,,,,,,1,99.00
Intel Core 2 Duo E6550,,,,,,,,,,,,1,99.00
Intel Core i5-680,,,,,,,,,,,,1,99.00
Intel Core i7-965 Extreme Edition,,,,,,,,,,,,1,99.00
Intel Core i7-975 Extreme Edition,,,,,,,,,,,,1,99.00
Intel Core 2 Extreme QX6700,,,,,,,,,,,,1,99.00
Intel Pentium G850,,,,,,,,,,,,1,99.00
AMD Athlon II X4 631,,,,,,,,,,,,1,99.00
Intel Core i3-3220T,,,,,,,,,,,,1,99.00
Intel Xeon E3-1225,,,,,,,,,,,,1,99.00
Intel Xeon E3-1275,,,,,,,,,,,,1,99.00
Intel Xeon E3-1225 V2,,,,,,,,,,,,1,99.00
AMD FX-4130,,,,,,,,,,,,1,99.00
AMD 5150,,,,,,,,,,,,1,99.00
Intel Core i3-4350,,,,,,,,,,,,1,99.00
Intel Celeron G470,,,,,,,,,,,,1,99.00
AMD E2-3200,,,,,,,,,,,,1,99.00
Intel Xeon E5-2630L V2,,,,,,,,,,,,1,99.00
Intel Xeon E5-2609,,,,,,,,,,,,1,99.00
Intel Core i3-6320,,,,,,,,,,,,1,99.00
Intel Pentium G4500,,,,,,,,,,,,1,99.00
Intel Xeon E3-1275 V5,,,,,,,,,,,,1,99.00
Intel Celeron G4900T,,,,,,,,,,,,1,99.00
Intel Core i5-9600T,,,,,,,,,,,,1,99.00
Intel Xeon E-2244G,,,,,,,,,,,,1,99.00
Intel Xeon E-2276G,,,,,,,,,,,,1,99.00
Intel Xeon E-2124G,,,,,,,,,,,,1,99.00
Intel Xeon E5-2623 V3,,,,,,,,,,,,1,99.00
Intel Core i3-560,,,,,,,,,,,,1,99.00
AMD Athlon II X2 220,,,,,,,,,,,,1,99.00
AMD Athlon II X3 445,,,,,,,,,,,,1,99.00
AMD Phenom II X2 550 Black,,,,,,,,,,,,1,99.00
Intel Pentium E6500,,,,,,,,,,,,1,99.00
Intel Core 2 Duo E6750,,,,,,,,,,,,1,99.00
Intel Core 2 Duo E7600,,,,,,,,,,,,1,99.00
Intel Core 2 Extreme QX6850,,,,,,,,,,,,1,99.00
AMD Athlon II X4 645,,,,,,,,,,,,1,99.00
Intel Pentium E6700,,,,,,,,,,,,1,99.00
AMD A6-3650,,,,,,,,,,,,1,99.00
AMD Phenom II X6 1035T,,,,,,,,,,,,1,99.00
Intel Celeron G540,,,,,,,,,,,,1,99.00
AMD A6-3500,,,,,,,,,,,,1,99.00
Intel Core i3-2125,,,,,,,,,,,,1,99.00
AMD Phenom II X4 970,,,,,,,,,,,,1,99.00
Intel Xeon E3-1245,,,,,,,,,,,,1,99.00
Intel Xeon E3-1270,,,,,,,,,,,,1,99.00
Intel Xeon E3-1265L V2,,,,,,,,,,,,1,99.00
AMD Athlon X4 740,,,,,,,,,,,,1,99.00
AMD Sempron 145,,,,,,,,,,,,1,99.00
Intel Xeon E3-1226 V3,,,,,,,,,,,,1,99.00
Intel Xeon E5-2643 V2,,,,,,,,,,,,1,99.00
AMD Pro A10-7800B,,,,,,,,,,,,1,99.00
Intel Xeon E5-2622 V3,,,,,,,,,,,,1,99.00
Intel Xeon E5-2685 V3,,,,,,,,,,,,1,99.00
AMD Opteron 6344,,,,,,,,,,,,1,99.00
AMD Athlon X4 845,,,,,,,,,,,,1,99.00
AMD Athlon 5370,,,,,,,,,,,,1,99.00
AMD Athlon X4 870K,,,,,,,,,,,,1,99.00
Intel Core i3-7300T,,,,,,,,,,,,1,99.00
