web_scraper_order,web_scraper_start_url,pagination,name,protocol,interface,rating,price,color,name3,price2,interface2,color2,protocol2,name2,name4
"1784222839-159","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Linksys AE3000-CA","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41wiQVTC24L.jpg","https://m.media-amazon.com/images/I/41wiQVTC24L.jpg"
"1784222839-160","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Linksys AE2500-CA","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-161","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Netgear WF2190","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-162","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Inamax 4332804407","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-163","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Hawking Technology HW17ACU","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/c522f483f8e247f0116d9b23e4512c94.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c522f483f8e247f0116d9b23e4512c94.256p.jpg"
"1784222839-164","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","BrosTrend AC1L","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/211ThE2ZgRL.jpg","https://m.media-amazon.com/images/I/211ThE2ZgRL.jpg"
"1784222839-165","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","BrosTrend AC6","ProtocolWi-Fi 5","InterfacePCIe x1","(0)","Add","ColorRed / Black","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41Zm2JwuoQL.jpg","https://m.media-amazon.com/images/I/41Zm2JwuoQL.jpg"
"1784222839-166","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Rosewill RNX-AC1200UBv2","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/abb3db91dfa05ff55f09256948f743ef.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/abb3db91dfa05ff55f09256948f743ef.256p.jpg"
"1784222839-167","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Asus USB-AC55 B1","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/02b3ac0d1cfd092b2180b6adee1b804b.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/02b3ac0d1cfd092b2180b6adee1b804b.256p.jpg"
"1784222839-168","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","StarTech USB433ACD1X1","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","£24.89Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/11a6d7b2ee216d76046c275068df3464.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/11a6d7b2ee216d76046c275068df3464.256p.jpg"
"1784222839-169","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Edimax EW-7612PIN V2","ProtocolWi-Fi 4","InterfacePCIe x1","(0)","£32.99Add","ColorGreen","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/17db051887db0ffe11491bb26850ca23.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/17db051887db0ffe11491bb26850ca23.256p.jpg"
"1784222839-170","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","TRENDnet TBW-108UB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/0fe96af3424f020485c131f1c572bed5.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/0fe96af3424f020485c131f1c572bed5.256p.jpg"
"1784222839-171","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Rosewill RNX-AC2030PCE","ProtocolWi-Fi 5","InterfacePCIe x1","(0)","Add","ColorRed / Black","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/931cf3feeb59ca74dfbf24bc1084ba8c.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/931cf3feeb59ca74dfbf24bc1084ba8c.256p.jpg"
"1784222839-172","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Rosewill RNX-AC1900UB","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/531b96cfab9682cb5d4af01a67c2db25.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/531b96cfab9682cb5d4af01a67c2db25.256p.jpg"
"1784222839-173","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","TP-Link ARCHER T4UHP","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/1949a3d60eedd3f20b346b650eed87bd.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1949a3d60eedd3f20b346b650eed87bd.256p.jpg"
"1784222839-174","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Syba SY-PEX23059","ProtocolWi-Fi 4","InterfacePCIe x1","(0)","Add","ColorGreen / Black","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/66bbaacee8efd4e1951d658367623b24.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/66bbaacee8efd4e1951d658367623b24.256p.jpg"
"1784222839-175","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Sabrent USBG802","ProtocolWi-Fi 3","InterfaceUSB Type-A 2.0","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://images-eu.ssl-images-amazon.com/images/I/31HqCci5QnL.jpg","https://images-eu.ssl-images-amazon.com/images/I/31HqCci5QnL.jpg"
"1784222839-176","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Edimax EW-7822UTC","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","£24.24Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/5a010552a704dece13fb2f1837889746.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/5a010552a704dece13fb2f1837889746.256p.jpg"
"1784222839-177","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","InFocus INA-WIFIUSB-4","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-178","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Belkin Linksys AE1200-NP","ProtocolWi-Fi 4","InterfaceUSB Type-A 3.2 Gen 1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/c788e3917be31a8f6f87059489d86d24.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/c788e3917be31a8f6f87059489d86d24.256p.jpg"
"1784222839-179","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","fenvi FV8303","ProtocolWi-Fi 4","InterfacePCIe x1","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41h+VmHU5FL.jpg","https://m.media-amazon.com/images/I/41h+VmHU5FL.jpg"
"1784222839-180","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Hommie N900","ProtocolWi-Fi 4","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/51+sIC8rAeL.jpg","https://m.media-amazon.com/images/I/51+sIC8rAeL.jpg"
"1784222839-181","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","fenvi FV-AX3000R","ProtocolWi-Fi 6","InterfacePCIe x1","(0)","Add","ColorRed / Black","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-182","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Intel AX210","ProtocolWi-Fi 6E","InterfaceM.2 PCIe","(0)","Add","ColorGreen","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-183","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","fenvi Wi-Fi 7 FV-BE8800","ProtocolWi-Fi 7","InterfacePCIe x1","(0)","Add","ColorRed / Black","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-184","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","fenvi Wi-Fi 7 FV-BE8800Pro","ProtocolWi-Fi 7","InterfacePCIe x1","(0)","Add","ColorRed / Black","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222839-185","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Asus USB-N13 C1","ProtocolWi-Fi 4","InterfaceUSB Type-A","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/aa00f28b9cab5b6d5156aac40b1979b0.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/aa00f28b9cab5b6d5156aac40b1979b0.256p.jpg"
"1784222839-186","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","D-Link DWA-181-US","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(0)","£33.48Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/1e320e8968c734a717141e32bca8a16f.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1e320e8968c734a717141e32bca8a16f.256p.jpg"
"1784222839-187","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","D-Link DWA-X3000","ProtocolWi-Fi 6","InterfacePCIe x1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/232092eabaf4ef619d2bd155d2ca211a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/232092eabaf4ef619d2bd155d2ca211a.256p.jpg"
"1784222839-188","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","SIIG JU-WR0112-S2","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/5e575a1fbe398ce4e40285fec4a96506.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/5e575a1fbe398ce4e40285fec4a96506.256p.jpg"
"1784222839-189","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=4","Rosewill RNX-AC3000","ProtocolWi-Fi 6","InterfacePCIe x1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31TA27H2VhL.jpg","https://m.media-amazon.com/images/I/31TA27H2VhL.jpg"
"1784222844-190","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill RNX-AC1300PCEv2","ProtocolWi-Fi 5","InterfacePCIe x1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31dswobBfSL.jpg","https://m.media-amazon.com/images/I/31dswobBfSL.jpg"
"1784222844-191","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","MSI AC905C-V2","ProtocolWi-Fi 5","InterfacePCIe x1","(0)","Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/11mCsSgvNLL.jpg","https://m.media-amazon.com/images/I/11mCsSgvNLL.jpg"
"1784222844-192","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Netgear WNA1100-100ENS","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(6)","Add","Color","(6)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/86291e15665b3d698421a94c3028d9fa.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/86291e15665b3d698421a94c3028d9fa.med.256p.jpg"
"1784222844-193","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-664UB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/41d8TZ%2BNYjL.jpg","https://images-na.ssl-images-amazon.com/images/I/41d8TZ%2BNYjL.jpg"
"1784222844-194","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Edimax EW-7811UTC","ProtocolWi-Fi 5","InterfaceUSB Type-A 2.0","(5)","Add","Color","(5)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31fNXA8TtbL.jpg","https://images-na.ssl-images-amazon.com/images/I/31fNXA8TtbL.jpg"
"1784222844-195","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Linksys WUSB6100M","ProtocolWi-Fi 5","InterfaceUSB Type-A 3.2 Gen 1","(0)","£43.90Add","ColorBlack","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/ac71a89c2eab3a2c81fe1bea7008ef71.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/ac71a89c2eab3a2c81fe1bea7008ef71.256p.jpg"
"1784222844-196","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Asus USB-N10","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(4)","£14.99Add","Color","(4)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/417UvHw3CHL.jpg","https://m.media-amazon.com/images/I/417UvHw3CHL.jpg"
"1784222844-197","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Belkin F7D2102","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41Yw+6x3S-L.jpg","https://m.media-amazon.com/images/I/41Yw+6x3S-L.jpg"
"1784222844-198","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Belkin B2N002","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222844-199","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Asus USB-N13","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(20)","Add","Color","(20)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/415YOdoxvyL.jpg","https://m.media-amazon.com/images/I/415YOdoxvyL.jpg"
"1784222844-200","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Cisco AIR-PI21AG-A-K9","ProtocolWi-Fi 3","InterfacePCI","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/392a24057d30539dc318024e27f31e21.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/392a24057d30539dc318024e27f31e21.med.256p.jpg"
"1784222844-201","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Encore ENEWI-1XN42","ProtocolWi-Fi 4","InterfacePCIe x1","(3)","Add","Color","(3)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31OcdcUOMAL.jpg","https://m.media-amazon.com/images/I/31OcdcUOMAL.jpg"
"1784222844-202","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Encore ENUWI-G2","ProtocolWi-Fi 3","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31+4Tu32FxL.jpg","https://m.media-amazon.com/images/I/31+4Tu32FxL.jpg"
"1784222844-203","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","IOGEAR GWU625","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41GOo6gW8aL.jpg","https://m.media-amazon.com/images/I/41GOo6gW8aL.jpg"
"1784222844-204","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Intel 2200BNHMWDTX1G","ProtocolWi-Fi 4","InterfacePCIe x1","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/318+Oqh2WTL.jpg","https://m.media-amazon.com/images/I/318+Oqh2WTL.jpg"
"1784222844-205","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Intel 633AN.HMWWB","ProtocolWi-Fi 4","InterfaceHalf Mini-PCIe","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/51TS6zr5RFL.jpg","https://m.media-amazon.com/images/I/51TS6zr5RFL.jpg"
"1784222844-206","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill RNX-MiniN2(RWLD-11002)","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222844-207","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill RNX-N150UBE","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(7)","Add","Color","(7)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/315nJlQbRfL.jpg","https://m.media-amazon.com/images/I/315nJlQbRfL.jpg"
"1784222844-208","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill RNX-N180UB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31A1-li+jML.jpg","https://m.media-amazon.com/images/I/31A1-li+jML.jpg"
"1784222844-209","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill RNX-N180UBE","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(15)","Add","Color","(15)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/35f3269902d87ecab0bae727d2022d79.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/35f3269902d87ecab0bae727d2022d79.256p.jpg"
"1784222844-210","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill RNX-N250UBE","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(6)","Add","Color","(6)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31osgzPXDgL.jpg","https://m.media-amazon.com/images/I/31osgzPXDgL.jpg"
"1784222844-211","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill RNX-N300X","ProtocolWi-Fi 4","InterfacePCI","(4)","Add","Color","(4)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41num1upaDL.jpg","https://m.media-amazon.com/images/I/41num1upaDL.jpg"
"1784222844-212","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","StarTech USB300WN2X2D","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31YMRzrDhcL.jpg","https://images-na.ssl-images-amazon.com/images/I/31YMRzrDhcL.jpg"
"1784222844-213","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Syba CL-ADA23032","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/31XrXFg38-L.jpg","https://images-na.ssl-images-amazon.com/images/I/31XrXFg38-L.jpg"
"1784222844-214","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Syba CL-ADA24004","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31E++oQbfYL.jpg","https://m.media-amazon.com/images/I/31E++oQbfYL.jpg"
"1784222844-215","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Syba SY-ADA23026","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/314QoVZefmL.jpg","https://m.media-amazon.com/images/I/314QoVZefmL.jpg"
"1784222844-216","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-648UB","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/defc7fc45e294e75f3e47d4d86329e49.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/defc7fc45e294e75f3e47d4d86329e49.256p.jpg"
"1784222844-217","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-648UBM","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/411zCSrzIfL.jpg","https://m.media-amazon.com/images/I/411zCSrzIfL.jpg"
"1784222844-218","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-646UBH","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/31pO4JYs4pL.jpg","https://m.media-amazon.com/images/I/31pO4JYs4pL.jpg"
"1784222844-219","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","TRENDnet TEW-703PI","ProtocolWi-Fi 4","InterfacePCI","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://images-na.ssl-images-amazon.com/images/I/41oGNsTC0-L.jpg","https://images-na.ssl-images-amazon.com/images/I/41oGNsTC0-L.jpg"
"1784222844-220","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Rosewill N900UBE","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(0)","Add","Color","(0)","Add","Interface","Color","Protocol","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784222844-221","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Asus USB-N66","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(2)","Add","Color","(2)","Add","Interface","Color","Protocol","https://m.media-amazon.com/images/I/41PWpcfsOtL.jpg","https://m.media-amazon.com/images/I/41PWpcfsOtL.jpg"
"1784222844-222","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Linksys AE2500","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(4)","£40.33Add","Color","(4)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/9f3557c36163eedf7a90a5ab5554aeef.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/9f3557c36163eedf7a90a5ab5554aeef.med.256p.jpg"
"1784222844-223","https://uk.pcpartpicker.com/products/wireless-network-card/","https://uk.pcpartpicker.com/products/wireless-network-card/#page=3","Linksys AE1200-NP","ProtocolWi-Fi 4","InterfaceUSB Type-A 2.0","(1)","Add","Color","(1)","Add","Interface","Color","Protocol","https://cdna.pcpartpicker.com/static/forever/images/product/f82b9d437177829db7a92dfea74db8b0.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/f82b9d437177829db7a92dfea74db8b0.med.256p.jpg"
