name,price,image,type,frequency_response,microphone,wireless,enclosure_type,color,rating
Panasonic RP-HSC200-W,,Earbud,Earbud,10 Hz - 22 kHz,Yes,No,Closed,White / Silver,0
Panasonic RP-HV096-K,14.99,https://cdna.pcpartpicker.com/static/forever/images/product/311c768bc0575210e4ddadcc8aef8111.256p.jpg,Earbud,false,No,No,Closed,Black,0
Panasonic RP-HV154-K,,Earbud,Earbud,10 Hz - 25 kHz,No,No,Closed,Black,0
Panasonic RP-HV21-A,,https://cdna.pcpartpicker.com/static/forever/images/product/731c0319de13dc88d0abfb19c42b7713.med.256p.jpg,Earbud,10 Hz - 25 kHz,No,No,Closed,Blue / White,0
Panasonic RP-HX35-V,,Supra-aural,Supra-aural,10 Hz - 25 kHz,No,No,Closed,Black / Purple,0
Panasonic RP-HX35-W,,Supra-aural,Supra-aural,10 Hz - 25 kHz,No,No,Closed,White,0
Panasonic RP-HX40-A,,Supra-aural,Supra-aural,10 Hz - 25 kHz,No,No,Closed,Blue / White,0
Panasonic RP-HX40-G,,Supra-aural,Supra-aural,10 Hz - 25 kHz,No,No,Closed,Green / White,0
Panasonic RP-HX40-PK,,Supra-aural,Supra-aural,10 Hz - 25 kHz,No,No,Closed,Pink / Black,0
Panasonic RP-HX40-PW,,Supra-aural,Supra-aural,10 Hz - 25 kHz,No,No,Closed,Pink / White,0
Panasonic RP-HX40-W,,Supra-aural,Supra-aural,10 Hz - 25 kHz,No,No,Closed,White,0
Panasonic RP-HXC40-K,,Supra-aural,Supra-aural,10 Hz - 25 kHz,No,No,Closed,Black / Silver,0
Panasonic RP-HXD3W-K,,Supra-aural,Supra-aural,10 Hz - 25 kHz,No,No,Closed,Black / Silver,0
Panasonic RP-HXD5C-K,,Supra-aural,Supra-aural,8 Hz - 26 kHz,No,No,Closed,Black / Red,0
Panasonic RP-HXD5C-W,,Supra-aural,Supra-aural,8 Hz - 26 kHz,No,No,Closed,White,0
Panasonic RPDJS200W,,Supra-aural,Supra-aural,false,No,No,Closed,White,0
Panasonic RPHV108W,,Earbud,Earbud,false,No,No,Closed,White,0
Pioneer HDJ500R,,Circumaural,Circumaural,false,No,No,Closed,Black / Red,4
Pioneer SE-CL07-L,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Blue,0
Pioneer SE-CL07-P,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Pink,0
Pioneer SE-CL331-H,,In Ear,In Ear,10 Hz - 20 kHz,No,No,Closed,White,0
Pioneer SE-CL331-L,,In Ear,In Ear,10 Hz - 20 kHz,No,No,Closed,Black,0
Pioneer SE-CL331-P,,In Ear,In Ear,10 Hz - 20 kHz,No,No,Closed,Pink / White,0
Pioneer SE-CL331-Y,,In Ear,In Ear,10 Hz - 20 kHz,No,No,Closed,Black / Yellow,0
Pioneer SE-CLX40-K,,In Ear,In Ear,10 Hz - 24 kHz,No,No,Closed,Black / Silver,0
Pioneer SE-CS15V,,In Ear,In Ear,false,No,No,Open,Black,0
Pioneer SE-D10MT-W,,Supra-aural,Supra-aural,8 Hz - 28 kHz,No,No,Closed,White,0
Pioneer SE-MJ591,,Supra-aural,Supra-aural,5 Hz - 40 kHz,No,No,Closed,Black / Silver,0
Pioneer SE-MJ721I-K,,Supra-aural,Supra-aural,6 Hz - 28 kHz,No,No,Closed,Black,0
Pioneer SE-MJ721I-R,,Supra-aural,Supra-aural,6 Hz - 28 kHz,No,No,Closed,Black / Red,0
Pioneer SE-MJ721I-W,26.95,Supra-aural,Supra-aural,6 Hz - 28 kHz,No,No,Closed,White,0
Pioneer SE-NC21M,,Supra-aural,Supra-aural,10 Hz - 22 kHz,No,No,Closed,Black,0
Pyle Audio PIEHWD80LT,,https://cdna.pcpartpicker.com/static/forever/images/product/8ac43a6cce586fb5f18573fac9520fb7.med.256p.jpg,In Ear,false,No,No,Closed,Brown / Black,0
Pyle Audio PIEH10W,,In Ear,In Ear,false,No,No,Closed,White,0
Pyle Audio 068888904803,,In Ear,In Ear,false,No,No,Closed,Black / White,0
Pyle Audio PIEH40T,,In Ear,In Ear,false,No,No,Closed,Black / White,0
Pyle Audio PEBH25WT,,Earbud,Earbud,false,No,No,Closed,Black / White,0
Pyle Audio PHPDJ2,,Supra-aural,Supra-aural,20 Hz - 22 kHz,No,No,Closed,Black / Silver,0
Pyle Audio PHPNC45,,Circumaural,Circumaural,30 Hz - 20 kHz,No,No,Closed,Black,0
Pyle Audio PIEH30W,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Translucent Black,0
Pyle Audio PIEH40B,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Pyle Audio PIEH40W,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,White,0
Pyle Audio PIEHIP20P,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Pink,0
Pyle Audio PIEHWD80DK,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Red,0
Pyle Audio PWPE10B,,https://cdna.pcpartpicker.com/static/forever/images/product/b1d5b5f7c446b458eaba54f4a43a5e04.256p.jpg,In Ear,20 Hz - 20 kHz,No,No,Closed,Black,0
Pyle Audio PHPNC15,,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Closed,Black,0
Sennheiser PC230,,Supra-aural,Supra-aural,18 Hz - 22 kHz,Yes,No,Closed,Black,0
Sennheiser MOMENTUM - Green,,Supra-aural,Supra-aural,16 Hz - 22 kHz,No,No,Closed,Green,0
Sennheiser Momentum Blue,,Supra-aural,Supra-aural,16 Hz - 22 kHz,No,No,Closed,Blue,0
Sennheiser PC121,,Supra-aural,Supra-aural,45 Hz - 18 kHz,Yes,No,Closed,Black / Silver,0
Sennheiser PC21-II,,Supra-aural,Supra-aural,true,Yes,No,Closed,Black,0
Skullcandy S2SBDY-101,,In Ear,In Ear,false,No,No,Closed,Black / Blue,0
Skullcandy S2SBDY-134,,In Ear,In Ear,false,No,No,Closed,Black / Pink,0
Skullcandy S2SBDY-209,,In Ear,In Ear,18 Hz - 20 kHz,No,No,Closed,White / Purple,0
Skullcandy S2SBDY-210,,In Ear,In Ear,18 Hz - 20 kHz,Yes,No,Closed,White / Purple,0
Skullcandy S2SBDZ-036,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Green,4
Skullcandy S2SBDZ-134,,In Ear,In Ear,false,No,No,Closed,Black / Pink,0
Skullcandy S2SBFY-033,,In Ear,In Ear,18 Hz - 20 kHz,Yes,No,Closed,Black,0
Skullcandy S2SBFY-058,,In Ear,In Ear,18 Hz - 20 kHz,Yes,No,Closed,Multicolor,0
Skullcandy S2SBFY-129,,In Ear,In Ear,18 Hz - 20 kHz,Yes,No,Closed,Black / Green,0
Skullcandy S2SBFY-130,,In Ear,In Ear,18 Hz - 20 kHz,Yes,No,Closed,Blue / White,0
Skullcandy S2TTDY-016,,https://cdna.pcpartpicker.com/static/forever/images/product/a0e2443d4f5480e6be9899ee4b98b345.med.256p.jpg,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Skullcandy S2TTDY-033,,In Ear,In Ear,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Skullcandy S2TTDY-206,,In Ear,In Ear,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Skullcandy S3FXDM-033,,Earbud,Earbud,true,Yes,No,Closed,Black,0
Skullcandy S3FXDM-159,,Earbud,Earbud,true,Yes,No,Closed,Black / Blue,0
Skullcandy S3FXDM-160,,Earbud,Earbud,true,Yes,No,Closed,Black / Red,0
Skullcandy S4CHDM-082,,Earbud,Earbud,false,No,No,Closed,Purple,0
Skullcandy S5AVDM-161,29.99,Supra-aural,Supra-aural,false,Yes,No,Closed,Black / Silver,0
Skullcandy S5AVFM-289,,Supra-aural,Supra-aural,true,Yes,No,Closed,Black / Blue,0
Skullcandy S5URDZ-074,,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Closed,Black / White,2
Skullcandy S5URDZ-083,,Supra-aural,Supra-aural,false,No,No,Closed,Black / Yellow,0
Skullcandy S5URFZ-033,,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Closed,Black,5
Skullcandy S5URFZ-101,,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Closed,Black / Blue,4
Skullcandy S6AVFM-156,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Silver,0
Skullcandy S6AVFM-157,,Circumaural,Circumaural,true,Yes,No,Closed,Brown,0
Skullcandy S6AVFM-158,,Circumaural,Circumaural,true,Yes,No,Closed,Black / White,0
Skullcandy S6AVFM-289,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Blue,0
Skullcandy S6HSDY-210,,Circumaural,Circumaural,20 Hz - 22 kHz,Yes,No,Closed,Purple / Black,0
Skullcandy S6HSDZ-058,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Multicolor,0
Skullcandy S6HSDZ-072,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / White,5
Skullcandy S6HSDZ-161,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Skullcandy Hesh 2,,Circumaural,Circumaural,false,No,No,Closed,Gray,5
Skullcandy Uprock Non Micd,32.99,Supra-aural,Supra-aural,false,No,No,Closed,Black / Red,0
Skullcandy PLYR 2,,Circumaural,Circumaural,true,Yes,No,Closed,Black / White,5
Skullcandy PLYR 1,,Circumaural,Circumaural,true,Yes,No,Closed,Black / White,4.5
Koss HB79,,Supra-aural,Supra-aural,30 Hz - 15 kHz,No,Yes,Closed,Black,0
Koss KDE250,,Earbud,Earbud,40 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Koss KEB30K,,In Ear,In Ear,15 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Koss PRODJ100,,Circumaural,Circumaural,false,No,No,Closed,Black / Silver,1
Koss QZ5,,https://cdna.pcpartpicker.com/static/forever/images/product/69a2d093198d8c50225c18e7eeb58636.256p.jpg,Circumaural,40 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Koss R/80,39.99,https://cdna.pcpartpicker.com/static/forever/images/product/e1339a112fb354162f41c5cdbed5dfe9.256p.jpg,Circumaural,false,No,No,Closed,Black,0
Koss UR/29,25.78,Circumaural,Circumaural,18 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Philips SHE3595BK/28,,In Ear,In Ear,true,Yes,No,Closed,Black / Silver,0
Philips SHE3595BL/28,,In Ear,In Ear,true,Yes,No,Closed,Blue / White,0
Philips SHE3595PK/28,,In Ear,In Ear,true,Yes,No,Closed,Pink / White,0
Philips SHE3595WT28,,In Ear,In Ear,true,Yes,No,Closed,White,0
Philips SHH4506-28,39.99,Earbud,Earbud,true,Yes,No,Closed,Black,0
Philips SHQ3200/28,,In Ear,In Ear,15 Hz - 22 kHz,No,No,Closed,Orange,0
Philips SHQ3205/28,,In Ear,In Ear,false,No,No,Closed,Orange,0
Pyle Audio PHPMC2,,Circumaural,Circumaural,20 Hz - 22 kHz,Yes,No,Closed,Black / White,0
Rude Gamewear RUDE-100,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Syba CL-AUD23029,,Supra-aural,Supra-aural,true,Yes,No,Closed,Black / White,0
Syba CL-AUD23030,,Supra-aural,Supra-aural,true,Yes,No,Closed,Black / Red,0
Syba CL-AUD23039,,Supra-aural,Supra-aural,true,Yes,No,Closed,Brown,0
Syba CL-AUD63032,19.95,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White / Purple,0
Syba CL-AUD63074,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
Syba U.F.O. 5.1,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Yellow,0
Syba OG-AUD63075,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,0
Syba OG-AUD63076,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,0
Syba OG-AUD63077,,https://cdna.pcpartpicker.com/static/forever/images/product/70293092c3d33200c9043dbe250f31b6.med.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,0
Syba OG-AUD63078,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,0
Memorex 61991,,In Ear,In Ear,false,No,No,Closed,Brown,0
Memorex EB50-GRN,,In Ear,In Ear,false,No,No,Closed,Green / White,0
Memorex 98161,,https://cdna.pcpartpicker.com/static/forever/images/product/e5287005fe1f3ae224497d28dea96d92.med.256p.jpg,In Ear,20 Hz - 20 kHz,No,No,Closed,Pink / White,0
Memorex 98162,,https://cdna.pcpartpicker.com/static/forever/images/product/56fa90fc10eecc4b04f704ed3fec1b2f.med.256p.jpg,In Ear,20 Hz - 20 kHz,No,No,Closed,Blue / White,0
Memorex EB300A,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Memorex CB25,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Pink / White,0
Memorex 98843,,In Ear,In Ear,false,No,No,Closed,Silver / Black,0
Philips 609585114050,,Earbud,Earbud,false,No,No,Closed,White,0
Philips SHE2640,,Earbud,Earbud,false,No,No,Closed,Black / Silver,0
Philips SHE2640/27,,https://cdna.pcpartpicker.com/static/forever/images/product/79038d5a4484615065a19490834c8940.256p.jpg,Earbud,12 Hz - 22 kHz,No,No,Closed,Black / Silver,0
Philips SHE2641/27,,https://cdna.pcpartpicker.com/static/forever/images/product/f0f41edacf9d3706923ec88f63148cf3.med.256p.jpg,Earbud,12 Hz - 22 kHz,No,No,Closed,Black / Silver,0
Philips SHE2648/27,,https://cdna.pcpartpicker.com/static/forever/images/product/ef765b4526c2beba21e6e82dab2d62b0.med.256p.jpg,Earbud,12 Hz - 22 kHz,No,No,Closed,Pink / White,0
Philips SHE2650/28,,Earbud,Earbud,false,No,No,Closed,Black,0
Philips SHE7000WT/28,5.99,In Ear,In Ear,8 Hz - 23.5 kHz,No,No,Closed,Pink / White,0
Philips SHE9550/28,,In Ear,In Ear,6 Hz - 23.5 kHz,No,No,Closed,Black / Yellow,0
Philips SHQ-5200,,Supra-aural,Supra-aural,18 Hz - 21 kHz,No,No,Closed,Black / Orange,0
Philips SHQ1000/28,,Earbud,Earbud,30 Hz - 20 kHz,No,No,Closed,Red / White,0
Philips SHQ3200BK/28,,In Ear,In Ear,false,No,No,Closed,Black,0
Philips SHS3212,,Earbud,Earbud,false,No,No,Closed,Red / White,0
Philips SHS390/37,,Supra-aural,Supra-aural,false,No,No,Closed,Black / Silver,0
Philips SHS4700/28,,Supra-aural,Supra-aural,12 Hz - 24 kHz,No,No,Closed,Black / Silver,0
Philips SHS4843/28,,Earbud,Earbud,12 Hz - 23.5 kHz,No,No,Closed,Blue / White,0
Philips SHS5200/28,,Supra-aural,Supra-aural,12 Hz - 24 kHz,No,No,Closed,Black / Silver,0
Philips SJM2604,,Earbud,Earbud,false,No,No,Closed,White,0
RCA HP5042,17.17,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Semi-open,Black / Gray,0
RCA HP5043,19.98,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Semi-open,Black / Silver,0
RCA HP57N,,Earbud,Earbud,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
RCA HP59MIC,,In Ear,In Ear,true,Yes,No,Closed,Black,0
RCA HP59MICWH,,In Ear,In Ear,false,No,No,Closed,White,0
RCA HP59WH,,In Ear,In Ear,false,No,No,Closed,White,0
RCA HP60A,,In Ear,In Ear,false,No,No,Closed,White,0
RCA RCAHP5042,17.17,Circumaural,Circumaural,false,No,No,Semi-open,Black / Gray,0
RCA RCAHP5043,19.98,Circumaural,Circumaural,false,No,No,Semi-open,Black / Silver,0
RCA RCAHP59MICWH,,https://cdna.pcpartpicker.com/static/forever/images/product/7d0012f8e45379b46cc9f14ff592b099.med.256p.jpg,In Ear,false,No,No,Closed,White,0
RCA RCAHP60A,,In Ear,In Ear,false,No,No,Closed,White,0
Kensington 33084,70.59,Circumaural,Circumaural,false,No,No,Closed,Black / Blue,0
I/O Magic NE9782,,Supra-aural,Supra-aural,false,No,No,Closed,Black,0
Kensington 951010,,https://cdna.pcpartpicker.com/static/forever/images/product/d056424379011136a203ae0575537f12.med.256p.jpg,Supra-aural,false,No,No,Closed,Black,0
Kensington K33084,,Supra-aural,Supra-aural,false,No,No,Closed,Black / Blue,0
Motorola Sf200,,https://cdna.pcpartpicker.com/static/forever/images/product/ecbf6f33d6db6abfb48f502d2d31969b.med.256p.jpg,In Ear,false,No,No,Closed,Black / Red,0
Panasonic RP-HX40-K,,Supra-aural,Supra-aural,10 Hz - 25 kHz,No,No,Closed,Black / Silver,0
Pyle Audio PHPDJ1,,Circumaural,Circumaural,20 Hz - 22 kHz,No,No,Closed,Black / Silver,0
Syba CL-AUD63028,,In Ear,In Ear,true,Yes,No,Closed,Black / Red,0
Syba CL-AUD63030,,In Ear,In Ear,true,Yes,No,Closed,Black / Blue,0
Syba CL-AUD63036,,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Syba CL-AUD63037,,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Syba OG-AUD23033,,Circumaural,Circumaural,20 Hz - 20 kHz,No,No,Semi-open,Black / White,0
Syba OG-AUD23036,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Syba OG-AUD23042,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Syba OG-AUD23047,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Syba OG-AUD63038-2,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Syba COBRA,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / White,0
Syba SHELL,89,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Orange / White,0
Syba Oblanc U.F.O.,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
Syba OG-AUD63059,,Circumaural,Circumaural,true,Yes,No,Closed,Black / White,0
Syba OG-AUD63065,,Circumaural,Circumaural,true,Yes,No,Closed,Black,0
Syba OG-AUD63067,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Silver,0
Syba OG-AUD63070,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Yellow,0
Syba OG-AUD63072,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Audio-Technica ATH-T200,,Circumaural,Circumaural,20 Hz - 22 kHz,No,No,Closed,Black / Silver,5
Audio-Technica ATH-T400,,Circumaural,Circumaural,15 Hz - 23 kHz,No,No,Closed,Black,0
Audio-Technica ATH-A900X,,Circumaural,Circumaural,5 Hz - 40 kHz,No,No,Closed,Black,5
Audio-Technica ATH-CKM55BK,,https://cdna.pcpartpicker.com/static/forever/images/product/62780ebd59a1510945e48ec0ec14fc0c.med.256p.jpg,In Ear,5 Hz - 24 kHz,No,No,Closed,Black,0
Audio-Technica ATH-ES33BK,,Supra-aural,Supra-aural,10 Hz - 25 kHz,No,No,Closed,Black,0
Audio-Technica ATH-RE70BK,,Supra-aural,Supra-aural,10 Hz - 24 kHz,No,No,Semi-open,Black / Silver,0
Audio-Technica ATH-RE70WH,,Supra-aural,Supra-aural,10 Hz - 24 kHz,No,No,Semi-open,Black / Silver,0
Audio-Technica ATH-SJ11BK,,Supra-aural,Supra-aural,15 Hz - 22 kHz,No,No,Closed,Black / Silver,0
Audio-Technica ATH-PRO700MK2,,Circumaural,Circumaural,5 Hz - 35 kHz,No,No,Closed,Black,0
Asus HS-W1,,Supra-aural,Supra-aural,true,Yes,Yes,Closed,Black,0
Imation 61825,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Red / White,0
Imation MCB300,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Blue / White,0
Imation 61865,,In Ear,In Ear,false,No,No,Closed,Black,0
SIIG CE-EP0012-S1,,https://cdna.pcpartpicker.com/static/forever/images/product/c7fbee92f2874be67ba60e100f68951c.256p.jpg,In Ear,10 Hz - 20 kHz,No,No,Closed,Black / Silver,0
SIIG CE-EP0112-S1,,https://cdna.pcpartpicker.com/static/forever/images/product/1036159e3eecadf98f1e455391c55c24.256p.jpg,In Ear,10 Hz - 20 kHz,No,No,Closed,Black / White,0
SIIG CE-EP0212-S1,,In Ear,In Ear,10 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Shure SE425-V,,In Ear,In Ear,20 Hz - 19 kHz,No,No,Closed,Black / Silver,0
V7 HA100-2NP,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Corsair Vengeance 1400,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,3.5
Beyerdynamic DT 660,,Circumaural,Circumaural,5 Hz - 35 kHz,No,No,Closed,Black / Silver,0
Beyerdynamic DT 860,,Circumaural,Circumaural,5 Hz - 35 kHz,No,No,Open,Black / Silver,5
Beyerdynamic MMX 2,,https://cdna.pcpartpicker.com/static/forever/images/product/2174ff4e85f50ffc588670ba34009c7d.256p.jpg,Supra-aural,18 Hz - 22 kHz,Yes,No,Closed,Black,0
Beyerdynamic DT235,,Supra-aural,Supra-aural,18 Hz - 22 kHz,No,No,Closed,Black / White,5
Beyerdynamic DTX 910,,Circumaural,Circumaural,15 Hz - 23 kHz,No,No,Open,Silver,0
Beyerdynamic DTX 41 iE,,In Ear,In Ear,15 Hz - 20 kHz,No,No,Closed,Black / Purple,0
Beyerdynamic DTX 101 iE,,In Ear,In Ear,10 Hz - 23 kHz,No,No,Closed,Black / Silver,0
Beyerdynamic DTX 71 iE,,In Ear,In Ear,20 Hz - 22 kHz,No,No,Closed,Gray,0
Beyerdynamic T 70,,Circumaural,Circumaural,5 Hz - 40 kHz,No,No,Closed,Black / Silver,0
Beyerdynamic DTX 501 p,,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Beyerdynamic MMX 300,,Circumaural,Circumaural,5 Hz - 30 kHz,Yes,No,Closed,Black,5
Beyerdynamic T 5 p,,Circumaural,Circumaural,5 Hz - 50 kHz,No,No,Closed,Black / Silver,0
Beyerdynamic T 90,,Circumaural,Circumaural,5 Hz - 40 kHz,No,No,Open,Black / Silver,5
AKG K514 MKII,,https://cdna.pcpartpicker.com/static/forever/images/product/28e1d4569eaf5d3661ca0cd0e1010bde.med.256p.jpg,Supra-aural,16 Hz - 22 kHz,No,No,Closed,Gray / White,0
AKG K271MKII,93.95,Circumaural,Circumaural,16 Hz - 28 kHz,No,No,Closed,Black / Silver,0
Etymotic Research hf3,,In Ear,In Ear,20 Hz - 15 kHz,Yes,No,Closed,Blue / White,0
Etymotic Research mc5,,In Ear,In Ear,20 Hz - 15 kHz,No,No,Closed,Black / Silver,0
Etymotic Research mc3,,In Ear,In Ear,20 Hz - 15 kHz,Yes,No,Closed,Black / Silver,0
Etymotic Research ER4P,,In Ear,In Ear,20 Hz - 16 kHz,No,No,Closed,Black / White,0
Audio-Technica ATH-M30,,https://cdna.pcpartpicker.com/static/forever/images/product/0e6a8c9f1e9a5d4c7b7dbc4b72a2f8cd.med.256p.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black,5
Koss 159617,,https://cdna.pcpartpicker.com/static/forever/images/product/dcfb608e42c7f2a8ee2adad5bb6bfa44.med.256p.jpg,Supra-aural,30 Hz - 16 kHz,Yes,No,Closed,Black / Silver,0
Koss 164260,,https://cdna.pcpartpicker.com/static/forever/images/product/01afdbdbb2cab7fb9102e8b14e0d1d97.med.256p.jpg,In Ear,10 Hz - 20 kHz,No,No,Closed,Black,0
Koss HQ2,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Koss Cs100,,https://cdna.pcpartpicker.com/static/forever/images/product/f07c8054283aef74b22e21edfcc0543a.med.256p.jpg,Supra-aural,false,No,No,Closed,Black / Silver,0
Koss Ktxpro1,,https://cdna.pcpartpicker.com/static/forever/images/product/855a89da30de1ea2c360ce24e18c5dc6.med.256p.jpg,Supra-aural,false,No,No,Closed,Blue / Silver,0
Koss Mix Jockey Dj,,https://cdna.pcpartpicker.com/static/forever/images/product/530df804747c0fea6b031197017504aa.med.256p.jpg,Circumaural,false,No,No,Closed,Black / Silver,0
Koss Pathfinder,,https://cdna.pcpartpicker.com/static/forever/images/product/ab586f8d2be491a7e5a12c322a2a1365.med.256p.jpg,In Ear,false,No,No,Closed,Black / White,0
Koss KC25,,Circumaural,Circumaural,20 Hz - 18 kHz,No,No,Closed,Black,0
Koss KE8Z,,https://cdna.pcpartpicker.com/static/forever/images/product/51fedd7c62a5c2406fe204edb64dddec.med.256p.jpg,In Ear,60 Hz - 20 kHz,No,No,Closed,Black,0
Koss KSC21,16.98,Supra-aural,Supra-aural,50 Hz - 18 kHz,No,No,Closed,Black / Silver,0
Koss SB45 07,83.26,https://cdna.pcpartpicker.com/static/forever/images/product/cc124090f2047f8193917c2ce17ee7f5.256p.jpg,Circumaural,18 Hz - 20 kHz,Yes,No,Closed,Black / White,0
Koss SB45 USB,74.62,https://cdna.pcpartpicker.com/static/forever/images/product/851dd48a2573de913b1862c925064cd1.256p.jpg,Circumaural,18 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
Koss TD85 07,,https://cdna.pcpartpicker.com/static/forever/images/product/fcffc3298c9ecd5386ad3d9652935698.256p.jpg,Circumaural,20 Hz - 17 kHz,Yes,No,Closed,Black / Silver,0
Logitech Ultimate Ears 4000,,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Closed,Black / White,0
Logitech Ultimate Ears 350,,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Logitech Ultimate Ears 200,,https://cdna.pcpartpicker.com/static/forever/images/product/d1edd3e751364dd403bfd4d404228d24.256p.jpg,In Ear,20 Hz - 15 kHz,No,No,Closed,Black / Silver,0
Mad Catz TRITTON Kunai,,https://cdna.pcpartpicker.com/static/forever/images/product/9af7be7cb8c913a604551ab345a43a4d.med.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / White,4
ARCTIC P311,,https://cdna.pcpartpicker.com/static/forever/images/product/193d5eafb7a3236a35e1e46fc1814c67.256p.jpg,Supra-aural,18 Hz - 22 kHz,No,Yes,Closed,Black,0
Creative Labs MA2600,,Circumaural,Circumaural,10 Hz - 20 kHz,Yes,No,Closed,Black,0
Gear Head AU2200BN,,Supra-aural,Supra-aural,50 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
HP HyperX Edition Steelseries Siberia v2,,Circumaural,Circumaural,18 Hz - 28 kHz,Yes,No,Closed,Black / Blue,5
Perixx AX-2000B,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Red,0
Perixx AX-5000,,Circumaural,Circumaural,true,Yes,No,Closed,Black / White,4
Plantronics Audio 626,,https://cdna.pcpartpicker.com/static/forever/images/product/bdb2f314f4c29b114891472ca8241ffd.med.256p.jpg,Supra-aural,true,Yes,No,Closed,Black / Blue,0
Plantronics SupraPlus H261,,https://cdna.pcpartpicker.com/static/forever/images/product/60a89b6d0d8ecc1e3a65fc924be1d4e8.med.256p.jpg,Supra-aural,true,Yes,No,Closed,Black / Silver,0
Plantronics Gamecom 307,,https://cdna.pcpartpicker.com/static/forever/images/product/646348ce265706a574955a3634a0c85d.med.256p.jpg,Supra-aural,true,Yes,No,Closed,Black,4
